mutant_id,average_fitness,fitseq2_fitness,difference
247,-0.5895985236653778,-0.0319392956892052,-0.5576592279761726
248,-0.16446792182498843,0.0014822482281854,-0.16595017005317383
249,-0.4899901478203388,-0.0435283169835555,-0.44646183083678326
250,-0.5722898143822397,-0.0578270473516103,-0.5144627670306294
251,-0.2662698647391313,-0.0016353664995591,-0.2646344982395722
252,-0.0639014615749417,0.0028883639319596,-0.0667898255069013
253,-0.1730621835669048,0.0006702165641335,-0.1737324001310383
254,-0.20321821699558834,-0.0002779805279864,-0.20294023646760195
255,-0.4219306520081748,-0.0427590645543204,-0.37917158745385443
256,-0.46156894503229606,-0.0258248425458524,-0.4357441024864437
257,-0.03595955044112753,0.0043680050655937,-0.04032755550672123
258,-0.6076297247709461,-0.0409093513656746,-0.5667203734052715
260,-0.6611218852596201,-0.0411463052265657,-0.6199755800330544
262,-0.428616737627048,-0.0199831157174687,-0.4086336219095793
263,-0.45894786836935636,-0.0344966327529433,-0.42445123561641307
264,-0.5992243551916909,-0.0336665668136577,-0.5655577883780333
265,-0.4810240414071105,-0.0247034674479614,-0.4563205739591491
266,-0.7869482287788229,-0.046977642120786,-0.7399705866580368
267,-0.4073793580276234,-0.030721363147332,-0.3766579948802914
268,-0.1902147734310992,-8.935817242720753e-05,-0.190125415258672
269,-0.5070324608282336,-0.0416102679588192,-0.46542219286941444
270,-0.5356400886026043,-0.01718915946893,-0.5184509291336743
271,-0.46570266945662053,-0.0471859927618349,-0.41851667669478565
272,-0.43597180012991466,-0.0208818201034771,-0.41508998002643754
273,-0.5844175379696146,-0.0208244119838152,-0.5635931259857994
274,-0.032946537150707667,-0.0994227295209515,0.06647619237024384
275,-0.4514069322262924,-0.030278346072277,-0.4211285861540154
276,-0.3164357821179636,-0.0288891263799612,-0.28754665573800237
277,-0.5029551260953846,-0.0373532506250055,-0.4656018754703791
278,-0.5497759594150009,-0.0358968706913858,-0.5138790887236151
279,-0.514279738014413,-0.0344302533907439,-0.47984948462366905
281,-0.4924699405977968,-0.0275681933562407,-0.4649017472415561
282,-1.8258678105517419,-0.0924827088795141,-1.7333851016722277
283,-0.5280745806377405,-0.059781100280778,-0.4682934803569625
284,-0.08822678830265657,0.0025045361586515,-0.09073132446130806
285,-0.5715805926215012,-0.0188076248260518,-0.5527729677954494
286,-0.5012189870753012,-0.0437702079270495,-0.4574487791482517
287,0.0059130125130814615,-0.0409359304970093,0.04684894301009076
288,-0.385573974374889,-0.0036542265114437,-0.3819197478634453
289,-0.4920227129293113,-0.0212362003899329,-0.4707865125393784
290,-0.5633115975608327,-0.0436080322222058,-0.5197035653386269
293,-0.4662744039493183,-0.0388161905982747,-0.4274582133510436
294,-0.6532360233901929,-0.0664975497499099,-0.586738473640283
295,-0.37234161238335356,-0.0277732034454224,-0.34456840893793117
296,-0.515504037713449,-0.0246873765661136,-0.4908166611473354
297,-0.4240098510784037,-0.0161661660452203,-0.4078436850331834
298,-0.157745759473885,0.0013809774446282,-0.1591267369185132
299,-0.5704194552976507,-0.0556701446698603,-0.5147493106277904
300,-0.5270554803780768,-0.0237746377415099,-0.5032808426365669
301,-0.5334078864276035,-0.0724691522580775,-0.460938734169526
302,0.06659731342370963,0.0061768520221778,0.06042046140153183
303,-0.01954865340593953,0.0068635964581539,-0.02641224986409343
304,-0.343994947462755,-0.018593005908743,-0.325401941554012
305,-0.5843160475041426,-0.0259176890774735,-0.5583983584266691
306,-0.48077918334644393,-0.030982956400225,-0.4497962269462189
307,-0.18703286648327302,0.0007578005642012,-0.1877906670474742
308,-0.7660769815560098,-0.0481284923402582,-0.7179484892157516
309,-0.2506887620571877,-0.0017356379800595,-0.24895312407712822
310,-0.4223876909085636,-0.0324114592179084,-0.3899762316906552
311,-0.5264616550332522,-0.0377202675117959,-0.48874138752145624
312,-0.4011138096298023,-0.0199704707239139,-0.3811433389058884
313,-0.41042828966814326,-0.0166331718219344,-0.39379511784620885
314,-0.9966209412828643,-0.0945957789929534,-0.9020251622899109
317,-0.16012464051097297,0.0009951567248564,-0.16111979723582937
319,-0.2548339100901091,-0.0017175529095777,-0.2531163571805314
320,-0.5621665513859997,-0.0379170882000821,-0.5242494631859176
322,-0.601659153412559,-0.022556361019548,-0.579102792393011
323,-0.52959661558288,-0.0220546037901296,-0.5075420117927504
324,-0.4458397004224297,-0.0265478908674317,-0.419291809554998
325,-0.5917353278352904,-0.0237996225887884,-0.5679357052465019
326,-0.49504735149813883,-0.0456073462616566,-0.44944000523648225
327,-0.4438726669324032,-0.0446033826503632,-0.39926928428204
328,-0.3954038419104223,-0.0090151873152125,-0.3863886545952098
329,-0.5320491773979905,-0.0487605859946127,-0.4832885914033778
330,-0.7285437310254914,-0.0686086279604104,-0.6599351030650811
331,-0.599934988146017,-0.0565859994543647,-0.5433489886916523
332,-0.42464815033772546,-0.0214757708262343,-0.40317237951149115
334,-0.5797367808566699,-0.054372124492034,-0.5253646563646359
335,-0.47973315213762935,-0.0597821593109055,-0.4199509928267239
336,-0.5606233219082123,-0.0397170415219967,-0.5209062803862156
337,-0.5011792477648409,-0.0387229687975207,-0.4624562789673202
338,-0.2832228864013379,-0.0188613922971898,-0.2643614941041481
341,-0.3290034357706983,-0.0049053922624479,-0.3240980435082504
342,-0.6783787254052834,-0.0452591630707052,-0.6331195623345782
343,-0.9603452379378944,-0.0409320728593487,-0.9194131650785456
344,-0.49688329232681505,-0.0503229146790587,-0.44656037764775636
345,-0.5003417904929705,-0.0495632392456139,-0.45077855124735655
346,-0.5191065925303854,-0.0320630757810202,-0.4870435167493652
347,-0.9050983342200012,-0.0759394443898463,-0.8291588898301548
348,-0.29129020154353436,-0.003015755736714,-0.2882744458068204
349,-0.4380196652817465,-0.0439404310828052,-0.3940792341989413
350,-0.4229079830228995,-0.0471078566632235,-0.375800126359676
352,-0.3538871125325954,-0.016604562160068,-0.3372825503725274
353,-0.652586671280555,-0.0770044357235116,-0.5755822355570435
354,-0.9091831878743315,-0.0770764064685552,-0.8321067814057763
355,-0.5595316119121179,-0.0435051978277974,-0.5160264140843205
357,-0.42402625850771125,-0.0411116882747221,-0.38291457023298914
359,-0.30781167318209474,-0.0103673210496768,-0.29744435213241793
361,-1.1429827726833477,-0.1227877899911495,-1.020194982692198
362,-0.5369605234163004,-0.018612830884304,-0.5183476925319964
363,-0.49599130021863386,-0.0527149137820474,-0.44327638643658646
364,-0.4703031886874324,-0.0510796007966444,-0.419223587890788
366,-0.486877953867623,-0.0132564969090876,-0.4736214569585354
368,-0.5071928200548448,-0.0458601358171152,-0.4613326842377296
369,-0.5501415331036044,-0.0512312382446064,-0.49891029485899796
370,-0.48262534433031556,-0.0297693823137751,-0.45285596201654044
371,-0.4368822597998572,-0.036761637231823,-0.40012062256803416
373,-0.22274974109255608,-0.0005870730633443,-0.22216266802921178
374,-0.5140523963330741,-0.0583601187140112,-0.4556922776190629
375,-0.4847866503352218,-0.010684074842948,-0.4741025754922738
376,-0.4181455022438657,-0.0532178901821425,-0.3649276120617232
377,-0.1395288347320942,0.0012514521603726,-0.1407802868924668
378,-0.4324631949603922,-0.0342812646290572,-0.398181930331335
379,-0.09977192177697757,0.0020960379713896,-0.10186795974836717
380,-0.4968500166710881,-0.013994857815423,-0.4828551588556651
381,-0.4996798295461316,-0.0332172585851022,-0.4664625709610294
382,-0.20824326122355202,-0.0007345412670371,-0.20750871995651493
383,-0.12786385090887875,0.001799492939093,-0.12966334384797176
384,-0.5536382646089051,-0.02151333497837,-0.532124929630535
385,-0.5615258529048981,-0.0471770682724908,-0.5143487846324073
386,-0.1794587569472001,0.0010851329146537,-0.1805438898618538
387,-0.2792815043703551,-0.0018921669913577,-0.2773893373789974
388,-0.19469393770485907,-0.0003410785828465,-0.19435285912201258
389,-0.8044951925796383,-0.0856686904300488,-0.7188265021495895
390,-0.5079716387736743,-0.0369426706637142,-0.47102896810996014
392,-0.17261228463426032,0.0002151299755247,-0.172827414609785
393,-0.5371519267130224,-0.0499774937584489,-0.48717443295457347
394,-0.9093964969328406,-0.0565633529766669,-0.8528331439561737
395,-0.4853513966139349,-0.0449271308290276,-0.4404242657849073
396,-0.2193696834305891,-0.002830870459359,-0.2165388129712301
397,-0.9057484667242152,-0.0459425455897397,-0.8598059211344755
398,-0.46201179221842104,-0.0164742216566031,-0.4455375705618179
399,-0.46260845206250323,-0.038451085681795,-0.4241573663807082
400,-0.36694786347170716,-0.025382478494174,-0.34156538497753314
401,-0.11772593681125892,0.002341711814022,-0.12006764862528092
402,-0.4919004635308143,-0.0266625207429472,-0.4652379427878671
403,-0.38045166987508594,-0.0054324513293828,-0.37501921854570314
404,-0.5621239401703152,-0.0363209852791847,-0.5258029548911305
405,-0.578652266467461,-0.0361587693340307,-0.5424934971334303
406,-0.6731876680682107,-0.0351794450074373,-0.6380082230607734
407,-0.24913532154681736,-0.0047296083741936,-0.24440571317262377
409,-0.28563195454146695,-0.0050219489194269,-0.28061000562204
410,-0.47682454772854616,-0.0232207279264048,-0.4536038198021414
412,-0.703534358502175,-0.0776528213925196,-0.6258815371096554
413,-0.516716462349538,-0.0393051245712411,-0.477411337778297
414,-0.193737910100077,-0.0006241077542093,-0.1931138023458677
415,-0.5132915905760238,-0.0330889363563747,-0.4802026542196491
416,-0.5066708986285348,-0.0448358507086234,-0.46183504791991137
417,-0.4577534728979702,-0.0249563471744915,-0.43279712572347867
418,-0.4840174171384245,-0.0472268273736958,-0.4367905897647287
419,-0.42769422421484526,-0.0357394790111277,-0.39195474520371754
420,-0.14424069697407166,0.001535054730497,-0.14577575170456866
421,-1.5364434814372792,-0.0825601622916391,-1.45388331914564
422,-0.7632649291615031,-0.029930826364368,-0.7333341027971352
423,0.15977003282117322,-0.0206033748869395,0.18037340770811272
424,-0.4601033582020725,-0.026614162097717,-0.4334891961043555
425,-0.5019246173734994,-0.0174691437484711,-0.4844554736250283
427,-0.08371384850749644,0.0027743795130235,-0.08648822802051995
428,-0.5735213514376162,-0.0334395930486788,-0.5400817583889373
429,-0.4987811155880959,-0.0172837377597676,-0.4814973778283283
430,-0.4467644888576102,-0.0357764041391561,-0.4109880847184541
431,-0.6948692424206393,-0.0709457578564901,-0.6239234845641493
432,-0.4470090594697733,-0.0177147618945418,-0.4292942975752315
433,-0.5741325995993901,-0.0240000550365056,-0.5501325445628845
434,-0.0810647396847909,0.0031553292141502,-0.0842200688989411
435,-0.48440262545560053,-0.0212379821719477,-0.4631646432836528
436,-0.5277536561995848,-0.0393691852512908,-0.488384470948294
437,-0.41406211771889523,-0.0309180053760134,-0.3831441123428818
438,-0.5591514798401456,-0.0309309122789539,-0.5282205675611916
440,-0.4748824553349049,-0.0152474021607692,-0.4596350531741357
442,-0.20040580449121323,0.0002446295428162,-0.20065043403402943
443,-0.22973064090631007,-0.0059796721673289,-0.22375096873898118
444,-0.5736767726091809,-0.038898417968908,-0.5347783546402729
445,-0.3591963028524364,-0.0276617922611274,-0.331534510591309
446,-0.44256562080310585,-0.0059104306795509,-0.43665519012355497
449,-0.16137711117908157,0.0010717532305964,-0.16244886440967798
450,-0.48736719128276496,-0.0291258764754725,-0.45824131480729247
451,-0.5191065925303855,-0.0355609013794592,-0.48354569115092627
452,-0.5818886141103113,-0.0189465790105753,-0.5629420350997361
453,-0.43619481535410237,-0.0323627264726548,-0.40383208888144756
454,-0.4902142246237659,-0.0481545283331633,-0.4420596962906026
456,-2.4082438561380695,-0.0859202558557014,-2.322323600282368
457,-0.6788176735548958,-0.0340550624201724,-0.6447626111347233
458,-0.3988654297952301,-0.0324466130680241,-0.366418816727206
459,-1.108999466610339,-0.0960450067890997,-1.0129544598212394
460,-0.4553681210959151,-0.0460936474631225,-0.4092744736327926
462,-0.34376334677889847,-0.0079194317997302,-0.33584391497916827
463,-0.5425265113833744,-0.0230168274269376,-0.5195096839564368
465,-0.35449836069436946,-0.0061883540897918,-0.34831000660457767
466,-0.6457287643287858,-0.0292618613507186,-0.6164669029780672
467,-0.5199455218538838,-0.0233722245712017,-0.49657329728268207
468,-0.4442084117540889,-0.0480636149464458,-0.39614479680764314
469,-0.584091024941124,-0.0524555706976532,-0.5316354542434708
470,-0.5386996819059235,-0.0294862263027049,-0.5092134556032186
472,-0.46689904488013756,-0.0418707864610735,-0.42502825841906405
473,-0.5403723779929024,-0.0241694166563765,-0.5162029613365259
474,-0.5372104610151924,-0.0408603701396673,-0.4963500908755251
475,-0.4966406523282719,-0.0497319845049779,-0.446908667823294
476,-0.43741433722227296,-0.0351564218750887,-0.40225791534718425
477,-0.5639747290895443,-0.0454592911276759,-0.5185154379618684
478,-0.8169092908534523,-0.0428457291044158,-0.7740635617490366
479,-0.6804796151948311,-0.0496679719671337,-0.6308116432276974
480,-0.5546603471635608,-0.054507925329699,-0.5001524218338618
481,-0.15667556641541056,0.0007822764362285,-0.15745784285163905
482,-0.7233337048101739,-0.0472966366518497,-0.6760370681583242
483,-0.4286167376270481,-0.0393984837925017,-0.3892182538345464
485,-0.31011180885345613,-0.0270747619041411,-0.28303704694931503
486,-0.7787998183447525,-0.040017049193129,-0.7387827691516236
487,-1.3880164229805845,-0.0760684030923965,-1.3119480198881879
488,-0.2966513043780241,-0.0030369935469893,-0.29361431083103484
489,-0.5900083600980901,-0.0195069682110014,-0.5705013918870887
490,-1.0756405728311527,-0.0607414652621381,-1.0148991075690146
491,-0.34076560119308774,-0.0037766607784695,-0.33698894041461824
492,-0.8242274200020212,-0.0377762370386009,-0.7864511829634203
493,-0.515082452153619,-0.0168657376572091,-0.4982167144964099
494,-0.1892312266440144,-8.901952400725653e-05,-0.18914220712000715
495,-0.2403930941767425,-0.0403374409976104,-0.2000556531791321
496,-0.6054216193500639,-0.0572307988484341,-0.5481908205016298
497,-0.4142595337111383,-0.0144348378538878,-0.39982469585725045
498,-0.5155602553892336,-0.0208002609390737,-0.49475999445015983
499,-0.6714540559687633,-0.0157599297584316,-0.6556941262103317
500,-0.4405305101025887,-0.0223416466006896,-0.4181888635018991
501,-0.5282347344072466,-0.0565147509396682,-0.4717199834675784
505,-0.7722278944282225,-0.0716893332369059,-0.7005385611913166
506,-0.48016493149614026,-0.0408970397078504,-0.43926789178828984
507,-0.4169994881696394,-0.0106257291590288,-0.40637375901061057
509,-0.4273078251436361,-0.0413015167303583,-0.38600630841327777
510,-0.5987388067689982,-0.0471673361910192,-0.551571470577979
511,-0.23890960938490946,-0.0017017893168087,-0.23720782006810076
