mutant_id,avg_fitness_clim,avg_fitness_nlim,fitness_diff,clim_component,nlim_component
0,0.0272745114872472,-0.31269708762266274,0.16998579955495496,0.2762924612471033,0.08984628804637594
1,-0.1421324275217838,-0.15855046925652147,0.00820902086736884,0.14393037548980514,0.49453511905548897
2,-0.3767272528648317,-0.2527836330977273,0.06197180988355222,0.01734481122150442,0.30543466570638883
5,-0.49350267558847305,-0.23482746315790254,0.12933760621528526,0.7497577954869606,0.7030340045639685
7,-0.24551354329988892,0.09825307604395914,0.17188330967192403,0.32299148597111627,0.253957406410542
9,-0.35832724320088943,-0.025661631495494656,0.16633280585269739,0.17643178991295855,0.423648644770834
11,-0.0567768249456847,-0.09886798182934291,0.021045578441829103,0.1146288503405052,0.33780021855624653
12,-0.2607503466697405,0.03718973072012238,0.14897003869493144,0.8421127917605811,0.7045689242820522
13,0.956479861146326,0.05748494348761133,0.4494974588293573,0.032112914237255194,0.6433318301785033
14,-0.5145255591359181,0.014947031927889301,0.2647362955319037,0.028172635203135222,0.20956385254425997
15,-0.2826173797815792,-0.1325400342231163,0.07503867277923144,0.2939974129410672,0.4317206897759589
16,-0.40066412453406314,-0.03814710278544716,0.181258510874308,0.22930731996566528,0.18816414282118105
17,-0.4777275283647111,0.16951675718963474,0.32362214277717294,0.9328023817761022,0.08723855447035728
18,-0.3039537263501441,-0.07660614090941079,0.11367379272036666,0.11605478450952549,0.2707664881374043
19,-0.1609375854135726,0.22146226557525117,0.1911999254944119,0.5083812109202102,0.19605107700720203
20,-0.465642588322511,0.057787102958236546,0.2617148456403738,0.2506976898778169,0.2770427506192425
21,-0.36904435118668594,-0.0004178145084053104,0.1843132683391403,0.19659560387991568,0.2430015129147479
22,-0.322901793692343,-0.17127448454496635,0.07581365457368833,0.14197202783509788,0.41295903838376985
23,0.08508063208981335,0.012157675988387573,0.03646147805071289,0.006627623276861921,0.2795674302861777
25,-0.18747184300445977,0.19385304691482658,0.19066244495964318,0.1157202163597311,0.2627977405065471
26,-0.38606237287532164,-0.14227071180859338,0.12189583053336413,0.2450174320959322,0.21725615565845843
27,-0.14221434422158313,0.021592080133927955,0.08190321217775555,0.29044417041341797,0.3001835106645336
29,-0.3002124108635238,0.15078253109478595,0.22549747097915487,0.3181489384764127,0.2302822998577027
31,-0.1483716787298467,0.11674538894751026,0.13255853383867847,0.24100545095242082,0.4132957319133002
32,-0.18544198948308904,-0.18895285877555046,0.001755434646230708,0.2527696124022729,0.3243962959258798
33,-0.3529296132693456,-0.07107372010787676,0.1409279465807344,0.27639721318123944,0.2491392587762754
37,-0.16401933611236302,0.01689567414506286,0.09045750512871294,0.2607816335276987,0.2257058755512984
38,-0.15426378565221288,-0.10715607804096629,0.023553853805623297,0.2584853413891552,0.20812245853817699
41,-0.3588691667788907,-0.08805978139687766,0.13540469269100652,0.07649114291303824,0.21301505942206825
44,-0.36469609870997216,0.1052035618616536,0.23494983028581287,0.14072730981879286,0.26511322787217173
46,0.0492262780943805,-0.36793698299154054,0.20858163054296053,0.2540564153256361,0.23464019564396535
47,0.02893185225908558,-0.05370073960905718,0.04131629593407138,0.2430257838441027,0.154150623965681
48,-0.3856061640570652,0.14427639166806222,0.2649412778625637,0.09474224908375577,0.2282326868761368
50,-0.20018204364828124,0.1691401366202074,0.1846610901342443,0.21593333693641073,0.15471061503821573
53,-0.14151725362835293,-0.08558815747263562,0.027964548077858656,0.3069539889464267,0.3101532376299994
54,-0.4004229512089512,0.26296622104669287,0.33169458612782204,0.06034377864964727,0.31998068588507816
55,-0.37497229394967646,-0.03251012610822599,0.17123108392072522,0.12718828706923285,0.2210769023668411
56,-0.15785888425292594,0.13482626313288099,0.14634257369290346,0.26510502728837515,0.22015676021468333
59,-0.27992746102958005,-0.055235540599906145,0.11234596021483695,0.10367248083793187,0.2979485652052805
60,-0.38389278279719713,0.09567178350902436,0.23978228315311073,0.20771677371498443,0.1532194247382469
67,-0.17530184509886138,-0.1959188919571223,0.010308523429130467,0.6684550864833687,0.592627873699567
68,-0.1706489086099565,0.16185362778889895,0.1662512681994277,0.7840460542231258,0.792465543728194
72,-0.016793487523689737,-0.36116027405867485,0.17218339326749255,0.3269492318322704,0.6430799387869098
74,-0.4215656882452579,-0.20218583613939242,0.10968992605293275,0.21137445077632291,0.1989578781066137
76,-0.6042016139421993,0.034422394600367,0.31931200427128315,0.6550014386736089,0.3420895991531549
78,-0.34071704807536723,0.22926731406501916,0.2849921810701932,0.3062922866631125,0.05496520165371257
79,-0.2728071485517045,-0.19969973745061878,0.03655370555054287,0.20545570448543224,0.06574255769951026
80,-0.271151796044566,-0.1970847014934376,0.03703354727556421,0.4673520777483843,0.11561162784266533
82,-0.3610356408052934,-0.30921768320859644,0.02590897879834847,0.41631422317693245,0.5286684651813497
83,0.07705610105986313,-0.07280716568620572,0.07493163337303443,0.21339357908978415,0.3647727801181147
84,-0.1725517311439089,0.1365393406178702,0.15454553588088954,0.4263544944300921,0.009721807559668
86,-0.3937387430258518,-0.2457079352898737,0.07401540386798906,0.14380468977785332,0.25637167099842806
88,-0.08881681345297568,0.07479001353732975,0.08180341349515272,0.08027875626747012,0.3686703612385146
89,-0.3497596926718911,-0.3527455435852704,0.0014929254566896366,0.10860937524380869,0.37077754229728266
92,-0.24373991994523606,-0.04744186312921816,0.09814902840800895,0.17393488300769067,0.3878786084816596
98,-0.1975466116441138,0.15417606808099174,0.17586133986255276,0.08056607889892937,0.400463319618437
102,-0.16941298301183028,-0.10436160343112795,0.03252568979035116,0.4805257261132668,0.24774218663517722
103,-0.22997513302625977,-0.4244112492758805,0.09721805812481035,0.15415331287648518,0.3979999421185165
