mutant_id,avg_fitness_clim,avg_fitness_nlim,fitness_diff,clim_component,nlim_component,clim_memory,nlim_memory
91,-0.3358014124152975,0.02376774930165862,-0.3595691617169561,0.020697100103775984,0.09086696961181424,0.3564985125190735,0.06709922031015562
92,-0.24373991994523606,-0.04744186312921816,-0.1962980568160179,0.17393488300769067,0.3878786084816596,0.4176748029529267,0.4353204716108778
94,-0.4415913368372535,-0.04978513070807428,-0.3918062061291792,0.192693783182863,0.044610374850864325,0.6342851200201165,0.09439550555893861
95,-0.40967300036114795,-0.14361077876365577,-0.26606222159749215,0.16100464564829625,0.1006617933636386,0.5706776460094443,0.24427257212729436
96,-0.28575917453247357,-0.08929894124452999,-0.1964602332879436,0.12191994672233993,0.07858859845081925,0.4076791212548135,0.16788753969534925
98,-0.1975466116441138,0.15417606808099174,-0.3517226797251055,0.08056607889892937,0.400463319618437,0.27811269054304316,0.24628725153744527
99,0.1079520844067122,-0.16863667786902392,0.27658876227573614,0.13932231484719382,0.19050952587064865,0.03137023044048162,0.35914620373967254
100,-0.39308129044207735,-0.12223952150607183,-0.27084176893600553,0.09110308234521111,0.019141255898759507,0.48418437278728843,0.14138077740483135
102,-0.16941298301183028,-0.10436160343112795,-0.06505137958070233,0.4805257261132668,0.24774218663517722,0.6499387091250971,0.35210379006630516
103,-0.22997513302625977,-0.4244112492758805,0.1944361162496207,0.15415331287648518,0.3979999421185165,0.384128445902745,0.822411191394397
104,-0.11526534911385551,-0.09516879112680887,-0.02009655798704664,0.10706643249073473,0.054641513534546854,0.22233178160459025,0.14981030466135573
105,-0.20641852589498305,-0.07392432157400156,-0.1324942043209815,0.31027150569453466,0.5223197990769582,0.5166900315895178,0.5962441206509598
106,-0.14704891506352952,-0.021701499374930988,-0.12534741568859853,0.11087222924604834,0.24742780318768437,0.25792114430957785,0.26912930256261536
107,-0.1522953852159088,-0.07932477685934512,-0.07297060835656367,0.20059599344080592,0.0307030352577126,0.3528913786567147,0.11002781211705773
108,0.1786987550811535,-0.17540311798015595,0.35410187306130947,0.1393136813166713,0.6578668064412447,-0.03938507376448219,0.8332699244214007
110,-0.29484725699607617,0.04094429803960923,-0.3357915550356854,0.4492125601063458,0.34823098143878706,0.744059817102422,0.3072866833991778
112,-0.43371948694207996,0.12426478156277776,-0.5579842685048577,0.3061324908581219,0.1732030052461345,0.7398519778002018,0.048938223683356735
113,-0.12532550427335015,-0.06492064185227152,-0.060404862421078634,0.08775051935624673,0.08825705542174109,0.21307602362959688,0.1531776972740126
116,-0.5147390871248553,-0.7119997469042072,0.19726065977935192,0.43633218976082533,0.50128943545299,0.9510712768856806,1.2132891823571972
117,-0.11130092798699083,-0.23731455991698874,0.12601363192999793,0.07572403846926445,0.23593438126321103,0.18702496645625527,0.4732489411801998
118,-0.11775026007082579,-0.19359581547127766,0.07584555540045188,0.408947417766053,0.12079273489026905,0.5266976778368788,0.3143885503615467
119,-0.16993853801700864,-0.061045593431959,-0.10889294458504964,0.1149686269456286,0.21616175003498714,0.28490716496263724,0.27720734346694614
121,-0.33800475276773234,-0.3730597730484422,0.03505502028070984,0.2709092100320835,0.3348046324179845,0.6089139627998159,0.7078644054664267
123,-0.137251666943591,-0.06655364010954293,-0.07069802683404808,0.17009742815001527,0.0348972585511164,0.3073490950936063,0.10145089866065933
126,-0.16589966213332624,0.045558741746824075,-0.2114584038801503,0.13987962174790483,0.1949350381308627,0.3057792838812311,0.1493762963840386
127,-0.12791603208266927,-0.17676966752036583,0.04885363543769655,0.030574786199301374,0.21449613273572612,0.15849081828197065,0.3912658002560919
128,-0.4199488331433904,-0.2773922126816568,-0.14255662046173356,0.40381075843091685,0.3813945403247846,0.8237595915743072,0.6587867530064414
129,-0.008822462014026505,0.8579946049493438,-0.8668170669633702,0.6283716840174313,0.024994026682576054,0.6371941460314577,-0.8330005782667678
130,-0.22810831367543044,0.13949215743440874,-0.3676004711098392,0.25329403038125253,0.2083423136137162,0.481402344056683,0.06885015617930745
131,-0.21612997720419,0.0038416768449095395,-0.21997165404909955,0.1499422432520122,0.022321399575979523,0.3660722204562022,0.018479722731069983
132,0.14843956367042932,-0.048948601791767056,0.19738816546219637,0.0622887252171566,0.007310325938590948,-0.08615083845327272,0.056258927730358003
134,-0.11621390215689725,-0.5681795087068618,0.4519656065499646,0.9212593931766552,0.1768342135483898,1.0374732953335524,0.7450137222552516
135,-0.4227731151802889,0.059417446302935946,-0.48219056148322487,0.18045837626000885,0.05294970681897758,0.6032314914402978,-0.0064677394839583666
136,-0.18023556662314485,0.037774225085596344,-0.21800979170874119,0.06486769732156394,0.07860193659380223,0.2451032639447088,0.04082771150820588
137,-0.3646451073617943,-0.3491292611874551,-0.01551584617433921,0.5023936462039846,0.30808488518858995,0.8670387535657789,0.657214146376045
138,-0.4367450730291821,-0.5607730520181603,0.12402797898897822,0.021789732590055566,0.23070157327072585,0.45853480561923765,0.7914746252888861
140,-0.1896958055080836,0.1265269721334493,-0.3162227776415329,0.2233906568848708,0.06469234383365548,0.41308646239295443,-0.06183462829979382
141,0.11740530551486576,-0.05347906654134443,0.1708843720562102,0.357887644689854,0.15923611473162746,0.24048233917498824,0.2127151812729719
142,-0.49402275559761655,0.03956794335785269,-0.5335906989554693,0.20637920764911225,0.2765940121638941,0.7004019632467288,0.23702606880604143
143,-0.5374071148588001,-0.0786673403447008,-0.4587397745140993,0.024415663077350526,0.12271577934761067,0.5618227779361507,0.20138311969231149
144,-0.38948199648705994,0.014001469188434737,-0.4034834656754947,0.07533513862919185,0.033882707854685605,0.4648171351162518,0.01988123866625087
145,-0.16744057340399654,-0.036414879933543975,-0.13102569347045256,0.09921174396023277,0.19518684638026376,0.26665231736422934,0.23160172631380774
146,-0.16970143547188155,-0.10670024758767037,-0.06300118788421118,0.12763218784945277,0.019108698768687406,0.2973336233213343,0.12580894635635778
148,-0.2631039450191176,-0.3157985564048799,0.05269461138576231,0.1078471774753707,0.32173701822635187,0.3709511224944883,0.6375355746312318
149,-0.23926094564001205,0.057048639355217756,-0.2963095849952298,0.17904928725544836,0.0775738430854415,0.41831023289546043,0.02052520373022375
150,-0.42891243718188166,-0.07709553318669667,-0.351816903995185,0.05917380652736127,0.332222838558859,0.4880862437092429,0.40931837174555563
151,-0.2091590670636312,0.06111505296970171,-0.2702741200333329,0.08175663831566136,0.036874691491974074,0.29091570537929257,-0.024240361477727637
152,-0.10835426052478439,-0.2754797962542729,0.1671255357294885,0.18544198584356408,0.007771733836528558,0.29379624636834845,0.28325153009080145
153,-0.43483618194753487,0.18018213491138935,-0.6150183168589243,0.07411771411488009,0.09281545934056284,0.5089538960624149,-0.0873666755708265
154,-0.02305166826648576,0.0817755114761053,-0.10482717974259106,0.20372738394703188,0.128957714252971,0.22677905221351763,0.0471822027768657
155,-0.4941090892426848,-0.21339124109717691,-0.28071784814550793,0.2153626915744737,0.32628998218299204,0.7094717808171586,0.539681223280169
157,-0.31870313090389113,-0.36419832840166255,0.04549519749777142,0.19375210915611818,0.23642958847091208,0.5124552400600093,0.6006279168725747
158,-0.19615772546200008,-0.24122896912264494,0.045071243660644855,0.09612164323314226,0.12415851345829777,0.29227936869514237,0.3653874825809427
159,-0.3666319508797481,-0.012294163754784246,-0.35433778712496383,0.031019449387004305,0.7336354330456908,0.3976514002667524,0.745929596800475
160,-0.380682595490366,0.3011401799238076,-0.6818227754141736,0.09777257574019402,0.03842096040861176,0.47845517123056003,-0.26271921951519583
162,-0.21149092181194593,-0.20995460244176242,-0.0015363193701835032,0.17043166462943157,0.22272328569109198,0.3819225864413775,0.4326778881328544
164,-0.0227886073056274,-0.14531381593785708,0.12252520863222968,0.879658265078618,0.4987681946907277,0.9024468723842454,0.6440820106285847
165,-0.47264940397997507,-0.1879137689730189,-0.2847356350069562,0.012995901244947755,0.1281696579322392,0.48564530522492283,0.3160834269052581
166,-0.4660734425283392,-0.134596139932994,-0.33147730259534525,0.27582858172345226,0.26742254156866113,0.7419020242517915,0.4020186815016551
167,-0.19298372455877078,0.024998057322911684,-0.21798178188168246,0.3364242931288287,0.21460063333564328,0.5294080176875995,0.1896025760127316
168,-0.22072073849158672,-0.05628991575134812,-0.1644308227402386,0.04115154404536484,0.2675237723445178,0.26187228253695155,0.3238136880958659
170,-0.44858927599895226,-0.06756074965883965,-0.38102852634011264,0.3096388302173606,0.03624103284904475,0.7582281062163129,0.10380178250788441
171,-0.11435785501775737,-0.2936388180307868,0.17928096301302943,0.03394667856690432,0.204615723049909,0.1483045335846617,0.4982545410806958
172,0.23327721210336017,-0.18813564221124945,0.4214128543146096,0.15271298326628704,0.15344437540994368,-0.08056422883707312,0.34158001762119317
173,-0.10262483169921173,-0.10944184109045785,0.006817009391246118,0.028193030880046523,0.06767324144904015,0.13081786257925826,0.17711508253949798
174,-0.14616632882450298,-0.13688288959739311,-0.009283439227109863,0.20967011887142975,0.19662636451764715,0.3558364476959327,0.3335092541150403
175,-0.14131419701151632,0.06612879604974573,-0.20744299306126204,0.12979374988714854,0.07485141253889414,0.27110794689866485,0.008722616489148419
176,-0.1513126805633909,-0.021409857160422034,-0.12990282340296885,0.30494683714986304,0.14440761712287636,0.4562595177132539,0.1658174742832984
177,-0.30789906459755967,-0.05724861313304036,-0.2506504514645193,0.20668182171338753,0.310275011982007,0.5145808863109472,0.3675236251150474
178,-0.5235571307805503,-0.30167862037963755,-0.22187851040091278,0.10099180844799294,0.10236261284169253,0.6245489392285433,0.40404123322133007
179,0.06296351953845603,-0.15415937556502102,0.21712289510347704,0.19833338480707158,0.0982864688463223,0.13536986526861555,0.2524458444113433
180,-0.20602587356811755,-0.005084449677031414,-0.20094142389108613,0.12812250468067346,0.18395917240516352,0.334148378248791,0.18904362208219494
181,-0.12892195324343209,0.08837792173439991,-0.21729987497783199,0.18538141381578022,0.00897369376153398,0.3143033670592123,-0.07940422797286593
182,-0.12800038337907527,0.06521265127687349,-0.19321303465594875,0.09553047465267928,0.06291054686365921,0.22353085803175454,-0.0023021044132142815
183,-0.21936968343058905,-0.09788240467338792,-0.12148727875720113,0.02519664786009848,0.06001005881722695,0.24456633129068753,0.15789246349061486
184,-0.1490567509815117,-0.13871648382536148,-0.010340267156150218,0.1618461194877086,0.1650023634406549,0.31090287046922027,0.3037188472660164
185,-0.13663576310956793,-0.2765806411559016,0.13994487804633365,0.2032369328477747,0.32180493596668874,0.3398726959573426,0.5983855771225903
186,-0.3135120719628221,-0.05298185063124755,-0.26053022133157455,0.05904245365935426,0.15769692313538117,0.3725545256221764,0.21067877376662872
187,-0.28667293878620326,0.24724768445249135,-0.5339206232386946,0.10000104674733343,0.35524688486473105,0.3866739855335367,0.1079992004122397
188,0.035423214785761305,0.6878435837756443,-0.652420368989883,0.16720102835819176,0.4082130326110628,0.13177781357243046,-0.27963055116458146
190,-0.25149709503995227,-0.13643413516659172,-0.11506295987336054,0.031227433688571123,0.06558423341869785,0.2827245287285234,0.20201836858528957
191,-0.3513527382999191,0.006346802635329897,-0.35769954093524897,0.024211190874065158,0.18225308626053993,0.37556392917398423,0.17590628362521005
192,-0.41012966353114866,-0.10124349021093762,-0.30888617332021107,0.1563941418285571,0.31509196784599064,0.5665238053597057,0.4163354580569283
193,-0.17082858019744196,-0.10653664230467381,-0.06429193789276814,0.18021461611300824,0.15319089153149715,0.3510431963104502,0.259727533836171
194,-0.49938600425940854,-0.11751501398522105,-0.38187099027418747,0.03069224657435656,0.1770146990104341,0.5300782508337651,0.2945297129956551
195,-0.29942585674173733,-0.13489793324592003,-0.1645279234958173,0.09418697083504866,0.24710954424931397,0.393612827576786,0.382007477495234
196,-0.2116613295062293,0.050148444358313025,-0.2618097738645423,0.18996162278605527,0.06866408238968714,0.40162295229228456,0.01851563803137412
197,0.25717851605194997,-0.0935383366939752,0.3507168527459252,0.1073806149919728,0.039356384887159965,-0.14979790105997717,0.13289472158113516
198,0.2569895415974059,-0.8437518581014108,1.1007413996988167,0.05876291296957742,0.25311403344173494,-0.19822662862782847,1.0968658915431457
200,-0.3286947215330824,-0.1984642888502581,-0.13023043268282428,0.02810520458941392,0.05965162007192847,0.3567999261224963,0.25811590892218655
201,-0.1016297737205291,0.01799303131156357,-0.11962280503209267,0.08443275967719295,0.19296270710895538,0.18606253339772205,0.1749696757973918
202,-0.3096258784461004,0.012642184303224396,-0.3222680627493248,0.004251036535959207,0.18661844401953806,0.3138769149820596,0.17397625971631367
203,-0.39702050871754463,-0.24488025835078667,-0.15214025036675796,0.23093045539329843,0.11257853238425226,0.6279509641108431,0.35745879073503894
204,-0.304521248481615,-0.14880615650235215,-0.15571509197926284,0.009623744254139532,0.13744547804705723,0.3141449927357545,0.2862516345494094
205,-0.27725898627570716,-0.322024277580434,0.04476529130472684,0.08479792829178892,0.041729144176977484,0.3620569145674961,0.3637534217574115
206,-0.4636135785400897,0.04675089075227648,-0.5103644692923662,0.01315036060380105,0.20964244421042075,0.47676393914389076,0.16289155345814427
207,-0.22688639739378524,0.13697182714027462,-0.36385822453405986,0.41300156376176905,0.12851090737181362,0.6398879611555544,-0.008460919768461
208,-0.39287030787208294,-0.02175340159157509,-0.37111690628050786,0.07525559518414361,0.411007058554008,0.46812590305622653,0.43276046014558306
209,-0.11190369687643822,-0.07214568270419054,-0.03975801417224768,0.2451198639521608,0.12267994767565148,0.357023560828599,0.19482563037984202
210,-0.31364750264090324,-0.053788281224968794,-0.2598592214159344,0.11922073766257024,0.3211234912057915,0.4328682403034735,0.3749117724307603
211,-0.5254370591327298,-0.08095904970495338,-0.4444780094277764,0.11718090479896555,0.15225837356971023,0.6426179639316953,0.2332174232746636
212,-0.032946537150707694,-0.24397606175814143,0.21102952460743374,0.40029583770284005,0.6497077106992074,0.4332423748535478,0.8936837724573489
215,-0.18906120541301255,0.1484602762783178,-0.33752148169133034,0.2008578133999637,0.012270063400173822,0.38991901881297625,-0.13619021287814398
216,-0.23002785864121203,-0.12485925428852862,-0.10516860435268341,0.14661449227479703,0.2941395147729329,0.37664235091600906,0.4189987690614615
217,-0.012322525059481193,-0.2711391490766552,0.25881662401717404,0.3687645452620338,0.3172021405565587,0.38108707032151495,0.5883412896332139
218,-0.21125377413767127,-0.1676787143365905,-0.04357505980108076,0.11077689432264434,0.06705965903802942,0.3220306684603156,0.23473837337461995
219,-0.36523612501128744,0.1346020325865061,-0.49983815759779354,0.01892583530912707,0.1323112500346176,0.3841619603204145,-0.0022907825518884983
221,-0.450073970362702,0.12015410498272418,-0.5702280753454262,0.6786779580425439,0.1382006373752118,1.1287519284052459,0.018046532392487616
223,-0.39265647857057545,0.1712878511885062,-0.5639443297590816,0.15225408234482277,0.07825232390639933,0.5449105609153982,-0.09303552728210687
224,-0.20283807186097472,0.03269688971069912,-0.23553496157167383,0.2057236591757181,0.10290628053321087,0.4085617310366928,0.07020939082251175
225,-0.11819512423254162,-0.0003025516563870797,-0.11789257257615454,0.05274591111363149,0.216861153684221,0.1709410353461731,0.21716370534060805
227,-0.1722248269671137,-0.1202330540944795,-0.05199177287263419,0.18828262987213865,0.5227938578755436,0.36050745683925234,0.643026911970023
229,-0.19649947126145942,0.017181481499554063,-0.21368095276101348,0.013597424506720527,0.0153241670498123,0.21009689576817994,-0.0018573144497417635
230,-0.288481094562027,-0.04661932820428488,-0.2418617663577421,0.1002704279081564,0.016700660752197644,0.3887515224701834,0.06331998895648253
231,-0.5915954524042996,0.07810078721157451,-0.6696962396158741,0.156165167622786,0.287954970080874,0.7477606200270855,0.2098541828692995
232,-0.3003143108207372,-0.5920637030956135,0.29174939227487634,0.17748524714263214,0.3098284873546294,0.4777995579633693,0.9018921904502429
233,-0.23980320173872743,-0.08267893491253699,-0.15712426682619046,0.12655253820243623,0.03263911650746315,0.36635573994116366,0.11531805142000014
235,-0.21127570730930045,-0.1349655732234761,-0.07631013408582435,0.21822555227916327,0.295684050056626,0.42950125958846375,0.43064962328010215
237,-0.3420304662373476,-0.06019701834299554,-0.28183344789435205,0.7234687795311625,0.17015670792390722,1.0654992457685102,0.23035372626690276
238,0.3269391182923635,0.07978804741599886,0.24715107087636462,0.05952270331816657,0.17927016500072057,-0.26741641497419694,0.09948211758472171
239,-0.22362434840358428,0.06870066352908884,-0.29232501193267313,0.08919848415315243,0.34724446244967544,0.3128228325567367,0.2785437989205866
240,-0.4481085878296431,-0.3402865536439725,-0.1078220341856706,0.494915804672048,0.5022044600272793,0.943024392501691,0.8424910136712518
241,-0.3400653329851916,0.1403712709726793,-0.4804366039578709,0.09511501536538236,0.12622122150475004,0.43518034835057395,-0.014150049467929249
243,0.09100581262284765,-0.04587099153834363,0.1368768041611913,0.18405021210246084,0.18551279472201548,0.09304439947961318,0.2313837862603591
244,-0.17971224737007857,-0.016902044586158713,-0.16281020278391986,0.28724211977754927,0.42284293060537664,0.46695436714762784,0.4397449751915354
245,-0.3877941282443692,-0.23256108160244363,-0.15523304664192558,0.013086454404303921,0.47743392108617816,0.4008805826486731,0.7099950026886218
247,-0.17878375889015408,-0.5394423704066058,0.36065861151645173,0.29730334311870943,0.6994015193122419,0.4760871020088635,1.2388438897188476
248,-0.027664273522584843,-0.06783167182792549,0.04016739830534065,0.12296769177279988,0.23930883891384583,0.15063196529538472,0.3071405107417713
249,-0.011252697368444208,-0.03888614811119289,0.027633450742748682,0.10886218709445956,0.046614056959372624,0.12011488446290378,0.08550020507056552
250,0.213571009407003,-0.29793643691710464,0.5115074463241076,0.1872205768575232,0.15931772113320125,-0.026350432549479802,0.4572541580503059
251,-0.2662698647391313,-0.3711804761134493,0.10491061137431801,0.13288191815042347,0.2874064420800267,0.3991517828895548,0.658586918193476
252,-0.0639014615749417,-0.14742347764144512,0.08352201606650342,0.4823858858056714,0.5412321780011904,0.5462873473806131,0.6886556556426355
253,-0.1730621835669048,-0.256387875722853,0.08332569215594818,0.0884202830380166,0.10531740726038871,0.2614824666049214,0.36170528298324167
254,-0.20321821699558834,-0.014756049974836344,-0.188462167020752,0.022217883824557083,0.023538629529026925,0.22543610082014542,0.03829467950386327
255,-0.20906905404464082,-0.023774730224296232,-0.18529432382034458,0.05224644903396771,0.16686334707377995,0.2613155030786085,0.1906380772980762
256,-0.46156894503229606,0.08905209543892088,-0.550621040471217,0.05928082981015814,0.01600311321115897,0.5208497748424542,-0.0730489822277619
