strain_id,initial_fitness,reads_t0,frequency_t0,reads_t1,frequency_t1,reads_t2,frequency_t2,reads_t3,frequency_t3,reads_t4,frequency_t4,reads_t5,frequency_t5,reads_t6,frequency_t6,reads_t7,frequency_t7,reads_t8,frequency_t8,reads_t9,frequency_t9,reads_t10,frequency_t10,avg_fitness_t0,avg_fitness_t1,avg_fitness_t2,avg_fitness_t3,avg_fitness_t4,avg_fitness_t5,avg_fitness_t6,avg_fitness_t7,avg_fitness_t8,avg_fitness_t9,avg_fitness_t10
strain_448,0.9486133082663306,1250000,0.00025,961,3.4254480313555646e-06,0,2.862924984093957e-10,0,8.09890249116036e-15,0,2.1242429470275296e-19,0,5.46516203507717e-24,0,1.3785258448456406e-28,0,3.270502120544381e-33,0,7.817295022700251e-38,0,1.965452665406923e-42,0,5.691435152219995e-47,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_449,0.8940786478111048,1250000,0.00025,260,9.262505817514596e-07,0,2.0958438626440978e-11,0,1.6203871727852037e-16,0,1.2316238076870602e-21,0,9.35511892180736e-27,0,6.879373846444391e-32,0,4.4103640931347895e-37,0,2.8247634330895853e-42,0,1.9325280852124918e-47,0,1.705518974392887e-52,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_450,0.9937320902726828,1250000,0.00025,2839,1.0114232288660586e-05,0,2.4948085701352064e-09,0,2.0758431945757292e-13,0,1.5691887954539193e-17,0,1.155211297356241e-21,0,8.384515711864543e-26,0,5.911048002846375e-30,0,4.214229057564993e-34,0,3.133943208110648e-38,0,2.5543729867036825e-42,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_451,1.0955142320501239,1250000,0.00025,32667,0.00011636053281848267,92,3.3025579514154645e-07,0,3.1561487138714724e-10,0,2.714158818042792e-13,0,2.267519029240215e-16,0,1.8767269798682815e-19,0,1.5475316945002e-22,0,1.292332402467086e-25,0,1.1108558525669167e-28,0,9.986934787081447e-32,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_452,0.9014273953664457,1250000,0.00025,310,1.1046351125600288e-06,0,2.980276436217442e-11,0,2.74253842991963e-16,0,2.453900018716665e-21,0,2.1869531603633102e-26,0,1.891061147022201e-31,0,1.444881079403366e-36,0,1.1045020034139424e-41,0,8.995567253730596e-47,0,9.264235530984831e-52,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_453,1.0504046515517844,1250000,0.00025,11064,3.9411726476743094e-05,10,3.787981998467344e-08,0,1.2262260089592313e-11,0,3.575559007486616e-15,0,1.0125364840453441e-18,0,2.83682429709273e-22,0,7.868988502190557e-26,0,2.2112437459510566e-29,0,6.430472646487521e-33,0,1.9839643020395446e-36,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_454,0.9469742381627559,1250000,0.00025,924,3.293351136058619e-06,0,2.646445052331116e-10,0,7.19929410836501e-15,0,1.8178578745465514e-19,0,4.504182077667446e-24,0,1.0938743070099444e-28,0,2.494682177583688e-33,0,5.730934561615801e-38,0,1.3853412327297958e-42,0,3.866212710904299e-47,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_455,0.9207127167737655,1250000,0.00025,492,1.754043750872536e-06,0,7.510932425156366e-11,0,1.0928040605274572e-15,0,1.5096105272354956e-20,0,2.061761965157143e-25,0,2.7457287420734012e-30,0,3.3296740479710274e-35,0,4.05310000694944e-40,0,5.225598103514292e-45,0,8.145977785121396e-50,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_456,0.9892969640045443,1250000,0.00025,2552,9.093006849086937e-06,0,2.0164956294831486e-09,0,1.5088160688864912e-13,0,1.0269772203638363e-17,0,6.810697511538796e-22,0,4.451173519907268e-26,0,2.819148819240794e-30,0,1.8051536666357366e-34,0,1.2065366737724826e-38,0,8.871292104816189e-43,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_457,0.8964757677580626,1250000,0.00025,275,9.810174925284094e-07,0,2.3508680035375744e-11,0,1.9237494977737204e-16,0,1.5418730154276377e-21,0,1.2336169128988585e-26,0,9.562256228486326e-32,0,6.491205939595496e-37,0,4.404348884497544e-42,0,3.1893621373111435e-47,0,2.959400533333389e-52,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_458,0.9446350694652818,1250000,0.00025,874,3.1136089681667677e-06,0,2.3655494739180983e-10,0,6.085806295075052e-15,0,1.455653634729496e-19,0,3.4184326944791604e-24,0,7.865375322511325e-29,0,1.695488682455022e-33,0,3.6805740921077055e-38,0,8.411727345774477e-43,0,2.227315294541787e-47,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_459,0.8802122107411151,1250000,0.00025,186,6.64458434210973e-07,0,1.0789279659672478e-11,0,6.009584506908982e-17,0,3.3715357146557972e-22,0,1.9034783441494355e-27,0,1.0355652237831244e-32,0,4.772798818602653e-38,0,2.1909845556749736e-43,0,1.0800986587180623e-48,0,7.167289320954796e-54,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_460,1.196472513291639,1250000,0.00025,368505,0.0013126157527275047,11803,4.204534711021093e-05,127,4.535758245579839e-07,1,4.411209178737289e-09,0,4.181847294538252e-11,0,3.931631644533653e-13,0,3.6923332058938386e-15,0,3.4968105526698594e-17,0,3.3697668033506316e-19,0,3.331458075474936e-21,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_461,1.003526355197173,1250000,0.00025,3591,1.2794273777872351e-05,1,3.991946441484796e-09,0,4.1997398582087047e-13,0,4.0042298299474356e-17,0,3.7148703589608375e-21,0,3.400600497345972e-25,0,3.037687573436878e-29,0,2.745487948047608e-33,0,2.5843802129714484e-37,0,2.64662073793091e-41,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_462,0.9300274492007414,1250000,0.00025,615,2.1931583516867576e-06,0,1.1739900798268987e-10,0,2.132116282835235e-15,0,3.642919037010512e-20,0,6.135376345313326e-25,0,1.0096255492643552e-29,0,1.5313516705883428e-34,0,2.3346607307200077e-39,0,3.760553772597353e-44,0,7.192109557613427e-49,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_463,1.021397991073422,1250000,0.00025,5515,1.9646688746684944e-05,2,9.412789058621812e-09,0,1.5197217064354703e-12,0,2.216437437803585e-16,0,3.141883575259472e-20,0,4.3999743491950135e-24,0,6.054142288892169e-28,0,8.43424532303504e-32,0,1.2206198998235464e-35,0,1.9001487740573763e-39,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_464,0.988767195030917,1250000,0.00025,2520,8.978132191738612e-06,0,1.965873906042197e-09,0,1.4524013246421912e-13,0,9.762788174673057e-18,0,6.394294822113701e-22,0,4.1270675968847204e-26,0,2.5806315108182537e-30,0,1.631356335262665e-34,0,1.0765632130408832e-38,0,7.818935081010598e-43,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_465,0.9779030400466777,1250000,0.00025,1942,6.917608990927774e-06,0,1.1671608549923545e-09,0,6.648801126525913e-14,0,3.4589774051193926e-18,0,1.755772088991228e-22,0,8.772642151365342e-27,0,4.219277522102792e-31,0,2.0500389520471392e-35,0,1.0417308504832344e-39,0,5.884786889759151e-44,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_466,1.0614166700043426,1250000,0.00025,14411,5.1333878216635445e-05,18,6.426594002255193e-08,0,2.709491460269634e-11,0,1.0284325491487705e-14,0,3.790801962590774e-18,0,1.3829920267728083e-21,0,5.005671910538573e-25,0,1.8355054974685742e-28,0,6.955809317803371e-32,0,2.785062501078877e-35,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_467,1.0757507710047305,1250000,0.00025,20328,7.241177515078753e-05,35,1.2788408972875492e-07,0,7.605224738846204e-11,0,4.0702857626783414e-14,0,2.1156164628929677e-17,0,1.0888686799742225e-20,0,5.57171350677389e-24,0,2.8881858281552475e-27,0,1.544589748513996e-30,0,8.686892155736331e-34,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_468,0.9469498852389473,1250000,0.00025,924,3.291427388934886e-06,0,2.643355279751726e-10,0,7.186710864563519e-15,0,1.8136564947562264e-19,0,4.4912619564422466e-24,0,1.0901228514369653e-28,0,2.484668379288783e-33,0,5.704566434698011e-38,0,1.3781620509258508e-42,0,3.8440700249184833e-47,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_469,0.942418175935532,1250000,0.00025,828,2.952329212194809e-06,0,2.1269154899740906e-10,0,5.190006699478835e-15,0,1.1793429578144969e-19,0,2.6325695653708652e-24,0,5.755396185071224e-29,0,1.1761526165438542e-33,0,2.419820493639261e-38,0,5.2441085336992175e-43,0,1.32123221704153e-47,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_470,0.9724948302848356,1250000,0.00025,1705,6.075630488577502e-06,0,9.003746452962623e-10,0,4.5066446428894113e-14,0,2.0645821368817527e-18,0,9.235660034550639e-23,0,4.0641945816016276e-27,0,1.715401417439873e-31,0,7.31124586897656e-36,0,3.2621770726609405e-40,0,1.6271242652303674e-44,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_471,0.7698078835264415,1250000,0.00025,13,4.828918323863183e-08,0,5.6572807624833397e-14,0,2.4542144921154413e-20,0,1.660402616549502e-26,0,1.2275038514233697e-32,0,8.200638536019214e-39,0,2.9973415930406435e-45,0,1.0456471137203772e-51,0,4.254409420543832e-58,0,4.4180670126736444e-64,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_472,0.8484808937801448,1250000,0.00025,87,3.110810349167301e-07,0,2.3661931688053476e-12,0,6.2506169125646886e-18,0,1.7940817787668864e-23,0,5.284420367472924e-29,0,1.4800211147899317e-34,0,3.2268575265446576e-40,0,6.94763276855345e-46,0,1.631337240205232e-51,0,5.842765070644314e-57,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_473,1.1366874267444524,1250000,0.00025,87754,0.00031258167666384576,669,2.3837325753070654e-06,1,6.121083032687658e-09,0,1.4152270572531954e-11,0,3.182532238660944e-14,0,7.094666849535812e-17,0,1.5792625917533273e-19,0,3.5557151283097517e-22,0,8.201785986450945e-25,0,1.9610030360157663e-27,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_474,1.1644967713501284,1250000,0.00025,171056,0.0006093023863980275,2543,9.058437812646219e-06,12,4.53506255751555e-08,0,2.0455221140696552e-10,0,8.982673024401286e-13,0,3.911359366767432e-15,0,1.701427116617041e-17,0,7.476606512992745e-20,0,3.3553292077303662e-22,0,1.5529948462060559e-24,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_475,0.9750963960443622,1250000,0.00025,1815,6.467029755875569e-06,0,1.0200920783996929e-09,0,5.433666412173881e-14,0,2.646197814758071e-18,0,1.257882934242404e-22,0,5.8838524872076585e-27,0,2.6444408092119577e-31,0,1.2004101903302548e-35,0,5.701793370882019e-40,0,3.019306176350016e-44,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_476,1.0576556963055765,1250000,0.00025,13167,4.690328985757279e-05,15,5.365046896290021e-08,0,2.0667550675772044e-11,0,7.168900726072951e-15,0,2.4148315120329434e-18,0,8.05001473942841e-22,0,2.660579371577111e-25,0,8.908485192860582e-29,0,3.0841100411327666e-32,0,1.1296339896475596e-35,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_477,1.0311250154543536,1250000,0.00025,6965,2.4812684258977254e-05,4,1.5013717264185173e-08,0,3.0606945938017174e-12,0,5.629381341727147e-16,0,1.0059457377095427e-19,0,1.7768656295319302e-23,0,3.092945416908595e-27,0,5.452480271169906e-31,0,9.972025935524995e-35,0,1.9516313576846754e-38,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_478,1.3078880808455238,1250000,0.00025,5343652,0.01903409157574492,2482707,0.008843402683227886,388520,0.001384094891892205,54817,0.0001955109108578642,7582,2.7023840467965998e-05,1039,3.7045874585098923e-06,141,5.059673524262576e-07,19,6.915337547845726e-08,2,9.494564282661757e-09,0,1.3144204432387388e-09,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_479,1.1119574911434578,1250000,0.00025,48473,0.00017266191266046628,204,7.272247760235605e-07,0,1.0313376265840721e-09,0,1.316341070608097e-12,0,1.6328658711977107e-15,0,2.007239571957173e-18,0,2.4612185122152494e-21,0,3.0550714074968565e-24,0,3.896026254546074e-27,0,5.176333383952123e-30,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_480,0.9872082408519234,1250000,0.00025,2427,8.648440873528127e-06,0,1.8241629640812328e-09,0,1.2983357146832426e-13,0,8.411616534918988e-18,0,5.311040029237829e-22,0,3.3040309210753326e-26,0,1.9896212367360092e-30,0,1.211134503273842e-34,0,7.698282376862879e-39,0,5.392640356844662e-43,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_481,0.9044459559399575,1250000,0.00025,333,1.1875283683069576e-06,0,3.444079437931738e-11,0,3.4046111635815304e-16,0,3.2587176791162217e-21,0,3.102765259051858e-26,0,2.868831567467681e-31,0,2.3559953715144476e-36,0,1.9368480458923362e-41,0,1.6947721724424983e-46,0,1.860784542199612e-51,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_482,0.8393553679742427,1250000,0.00025,70,2.501998193369985e-07,0,1.5306667447169266e-12,0,3.267274952834085e-18,0,7.79282912293284e-24,0,1.9198407603689826e-29,0,4.476719744452309e-35,0,7.887473414511494e-41,0,1.3682970520491474e-46,0,2.602710405323493e-52,0,7.891226447036555e-58,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_483,1.0203463635867223,1250000,0.00025,5378,1.915703623833448e-05,2,8.949452152291398e-09,0,1.4089434330702188e-12,0,2.004025431890126e-16,0,2.770627508242807e-20,0,3.783993977735565e-24,0,5.075894932808686e-28,0,6.8936879536045e-32,0,9.72735089836038e-36,0,1.4773054742701653e-39,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_484,0.9243649254715697,1250000,0.00025,537,1.914620013468668e-06,0,8.948339844709136e-11,0,1.4201492399995114e-15,0,2.131901608441945e-20,0,3.1602619041763736e-25,0,4.571745811050499e-30,0,6.052116248704535e-35,0,8.046623842227724e-40,0,1.1320023387172303e-44,0,1.9113500017353323e-49,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_485,0.8577746290402326,1250000,0.00025,109,3.884276202309981e-07,0,3.688754226268788e-12,0,1.2115116007903944e-17,0,4.214610479166517e-23,0,1.4952467014170518e-28,0,5.065926140666117e-34,0,1.3736992560656153e-39,0,3.688700888145595e-45,0,1.0747810345103063e-50,0,4.5851033612072965e-56,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_486,0.9353427115757473,1250000,0.00025,699,2.4914093719591735e-06,0,1.5148445313071905e-10,0,3.12260129577409e-15,0,6.027549431632478e-20,0,1.1451129842891775e-24,0,2.1278633907619184e-29,0,3.667512299070928e-34,0,6.358357608513461e-39,0,1.163103077917162e-43,0,2.5024402948181462e-48,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_487,0.8918451996385605,1250000,0.00025,246,8.779827504619473e-07,0,1.8832121464674856e-11,0,1.3809982295405256e-16,0,9.991864651939065e-22,0,7.232204081172182e-27,0,5.064277597492499e-32,0,3.0783286853750024e-37,0,1.868508714850391e-42,0,1.2124511809910415e-47,0,1.0214197452235354e-52,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_488,1.1687141635072564,1250000,0.00025,189277,0.0006742068500858999,3113,1.1091284539571962e-05,17,6.144486529904503e-08,0,3.0670457638878243e-10,0,1.490745761379423e-12,0,7.184888370039696e-15,0,3.4594617654944706e-17,0,1.6823240649733276e-19,0,8.351069959782206e-22,0,4.272341391231531e-24,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_489,1.088163975694945,1250000,0.00025,27384,9.754232593272637e-05,65,2.3206491348031512e-07,0,1.859063560299869e-10,0,1.3401324432052216e-13,0,9.383754674480655e-17,0,6.508331646436598e-20,0,4.494210639810583e-23,0,3.1433441962774767e-26,0,2.2649017073923033e-29,0,1.7101352508907287e-32,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_490,0.9992027358683383,1250000,0.00025,3237,1.1533248376212448e-05,0,3.24387157395475e-09,0,3.076954992733413e-13,0,2.6477620836067042e-17,0,2.2177918520708763e-21,0,1.832307073954836e-25,0,1.4743557280817508e-29,0,1.2000586730370194e-33,0,1.0180041373953837e-37,0,9.42468468404326e-42,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_491,1.1479944138890026,1250000,0.00025,115113,0.0004100347659106612,1151,4.102002266204432e-06,3,1.381847516010152e-08,0,4.1923444037421935e-11,0,1.2375802077398448e-13,0,3.6220321826516206e-16,0,1.0587887702305563e-18,0,3.1290331455610316e-21,0,9.461573762471307e-24,0,2.959289770623315e-26,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_492,1.0077368307647618,1250000,0.00025,3973,1.415469788004754e-05,1,4.8859532136800295e-09,0,5.685886270247359e-13,0,5.991232817170872e-17,0,6.1408111599544485e-21,0,6.212433301157142e-25,0,6.143954780123262e-29,0,6.1490212461401334e-33,0,6.405480509947316e-37,0,7.238220387440834e-41,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_493,0.9138715798671736,1250000,0.00025,417,1.4886415698987083e-06,0,5.410823592056103e-11,0,6.690627741058724e-16,0,7.915286838589658e-21,0,9.280607157673585e-26,0,1.0592998556806172e-30,0,1.0901892343195663e-35,0,1.124995678080149e-40,0,1.2320261067851529e-45,0,1.6555392462304681e-50,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_494,1.1523124077269657,1250000,0.00025,127683,0.00045480901418272105,1416,5.046863500739828e-06,5,1.8858546334069958e-08,0,6.347004688481954e-11,0,2.0788165683753266e-13,0,6.750607825044795e-16,0,2.189670155294334e-18,0,7.179164334758613e-21,0,2.4071818874479068e-23,0,8.342112313225362e-26,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_495,1.053891004368466,1250000,0.00025,12030,4.285128046311554e-05,12,4.478052142387355e-08,0,1.5760750548395025e-11,0,4.995642878629152e-15,0,1.5377494909141472e-18,0,4.683757056277247e-22,0,1.4134106690527225e-25,0,4.320994591884238e-29,0,1.366466946719127e-32,0,4.5783459754508744e-36,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_496,0.8962753845673543,1250000,0.00025,274,9.763176683032814e-07,0,2.3284092258027127e-11,0,1.8963465101921952e-16,0,1.5131749467355914e-21,0,1.2054019350058081e-26,0,9.30243295488666e-32,0,6.28469930512465e-37,0,4.243717598347325e-42,0,3.058474520452561e-47,0,2.8260586050842403e-52,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_497,0.9809661321916392,1250000,0.00025,2090,7.4452662678546455e-06,0,1.3519732894162723e-09,0,8.28724278348046e-14,0,4.633887611135588e-18,0,2.527080317602804e-22,0,1.3569988113852533e-26,0,7.027760993712217e-31,0,3.6776248359999613e-35,0,2.0116643170848065e-39,0,1.2196393048338488e-43,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_498,0.9124381746615242,1250000,0.00025,403,1.4383441429761175e-06,0,5.051540764027251e-11,0,6.037186726042767e-16,0,6.914862164845792e-21,0,7.853730861609201e-26,0,8.680497754010321e-31,0,8.63195038540204e-36,0,8.604687622651352e-41,0,9.106845368657504e-46,0,1.1864769349874837e-50,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_499,0.8617200269035664,1250000,0.00025,119,4.268520112517329e-07,0,4.4543723262584126e-12,0,1.604974239175687e-17,0,6.064728341511849e-23,0,2.3312212431683656e-28,0,8.572286109955298e-34,0,2.5507862314774646e-39,0,7.524578067643898e-45,0,2.4037392073421314e-50,0,1.1061515160249806e-55,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_500,1.0926177547531641,1250000,0.00025,30473,0.00010854638175187511,80,2.8738458595652697e-07,0,2.5619805342258257e-10,0,2.0552080958706498e-13,0,1.6015764668052484e-16,0,1.2363664430673199e-19,0,9.506557075377895e-23,0,7.403211455148721e-26,0,5.936238580920575e-29,0,4.98213341616019e-32,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
strain_501,1.190941664047013,1250000,0.00025,322694,0.00114943731488082,9051,3.224071467982706e-05,85,3.045569218534341e-07,0,2.593358502927881e-09,0,2.152131202420826e-11,0,1.77116683641401e-13,0,1.4561159109462935e-15,0,1.2075813195741132e-17,0,1.0196897838893316e-19,0,8.841250493726418e-22,1.0019320822460183,1.260327954791872,1.3782621774857235,1.3885022279271055,1.3899760165306012,1.390435540381858,1.3907244436918509,1.3909668193685178,1.391182384448969,1.3913746243437652,1.391544799220192
