0,1,2,3,4,5,6,7,8,9
1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-08,0.044351843893661036,0.05601856933035605,0.059728572991609,0.06110857303888634,0.06167756249516909,0.06192718570382316,0.062041800478666365,0.06209703335744603,0.06212662567865766
1e-08,0.08575230067875203,0.11142923960799334,0.12022199520090307,0.12362550720696061,0.12507217161080023,0.12571324107559534,0.12600914299451793,0.12614954212567425,0.12622177520545017
1e-08,0.12516917374288017,0.16730174047670548,0.18304183049218664,0.1894767389502776,0.19229562416981355,0.19356819927784616,0.19415657381310583,0.19443233944055,0.19456867829644764
1e-08,0.16228281450280724,0.22233679037933593,0.24675590549913728,0.25731080630501424,0.26205804949832645,0.26423867477086516,0.2652509422165146,0.2657189455182679,0.2659449125443645
1e-08,0.19294031011203738,0.26904263808408885,0.30205428431814907,0.3169504682613209,0.32377834677973333,0.32695180218082465,0.3284325391385237,0.32910786091426847,0.3294322373739992
1e-08,0.21337841271489366,0.300611910162891,0.3400130397254432,0.35828692203261847,0.3667614359640633,0.3707266765548004,0.3725848489877238,0.3734228097271276,0.37382716499493596
1e-08,0.22490386744893603,0.3185232477650344,0.36178157730446947,0.38216677237842805,0.39168428600702854,0.3961533068180857,0.39825407402668056,0.3991935288551675,0.3996500079029306
1e-08,0.23096368762476033,0.3279546165100954,0.37333208813274016,0.3949099117161907,0.40502309369687617,0.40978056545946595,0.4120214007889581,0.41301764056714,0.4135046716523505
1e-08,0.23419628865393705,0.33297982337542437,0.3795189219419578,0.4017636447488582,0.4122129905885164,0.41713359387368654,0.41945403078104404,0.42048146119345886,0.4209860651304129
