1250000,10871,10,0,0,0,0,0,0,0,0
1250000,2368,0,0,0,0,0,0,0,0,0
1250000,15618,21,0,0,0,0,0,0,0,0
1250000,127654,1416,5,0,0,0,0,0,0,0
1250000,1881,0,0,0,0,0,0,0,0,0
1250000,1881,0,0,0,0,0,0,0,0,0
1250000,146082,1854,7,0,0,0,0,0,0,0
1250000,20819,37,0,0,0,0,0,0,0,0
1250000,1069,0,0,0,0,0,0,0,0,0
1250000,12135,12,0,0,0,0,0,0,0,0
1250000,1085,0,0,0,0,0,0,0,0,0
1250000,1079,0,0,0,0,0,0,0,0,0
1250000,5898,3,0,0,0,0,0,0,0,0
1250000,33,0,0,0,0,0,0,0,0,0
1250000,52,0,0,0,0,0,0,0,0,0
1250000,856,0,0,0,0,0,0,0,0,0
1250000,290,0,0,0,0,0,0,0,0,0
1250000,7016,4,0,0,0,0,0,0,0,0
1250000,373,0,0,0,0,0,0,0,0,0
1250000,111,0,0,0,0,0,0,0,0,0
1250000,111231,1075,3,0,0,0,0,0,0,0
1250000,1919,0,0,0,0,0,0,0,0,0
1250000,3881,1,0,0,0,0,0,0,0,0
1250000,108,0,0,0,0,0,0,0,0,0
1250000,893,0,0,0,0,0,0,0,0,0
1250000,4307,1,0,0,0,0,0,0,0,0
1250000,208,0,0,0,0,0,0,0,0,0
1250000,8131,5,0,0,0,0,0,0,0,0
1250000,780,0,0,0,0,0,0,0,0,0
1250000,1638,0,0,0,0,0,0,0,0,0
1250000,778,0,0,0,0,0,0,0,0,0
1250000,281340,6879,56,0,0,0,0,0,0,0
1250000,3195,0,0,0,0,0,0,0,0,0
1250000,260,0,0,0,0,0,0,0,0,0
1250000,23763,49,0,0,0,0,0,0,0,0
1250000,176,0,0,0,0,0,0,0,0,0
1250000,5448,2,0,0,0,0,0,0,0,0
1250000,30,0,0,0,0,0,0,0,0,0
1250000,136,0,0,0,0,0,0,0,0,0
1250000,5293,2,0,0,0,0,0,0,0,0
1250000,19420,32,0,0,0,0,0,0,0,0
1250000,4979,2,0,0,0,0,0,0,0,0
