0,1,2,3,4,5,6,7,8,9
5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5e-08,0.05156381171532994,0.06395109786077377,0.06697574654513393,0.06783064076831283,0.06805738854584642,0.06807938567482785,0.06809830342163561,0.06809933220598763,0.06810072118553827
5e-08,0.12529071722104623,0.1547158371380147,0.16191943379315746,0.16392037509885202,0.16449283117768082,0.16456735073472062,0.16460832117287438,0.16461179394667874,0.16461613340231762
5e-08,0.22715715397211117,0.27976804079804674,0.2928246992103012,0.2964205311106308,0.29749104410171334,0.2976695614935456,0.2977419119395086,0.29775262073473,0.29776179009546033
5e-08,0.35615600993143753,0.43835667475566165,0.45923263976663575,0.46498526647858635,0.46671891035217733,0.46706496032877937,0.46718407484456576,0.46720876934293154,0.4672242432169893
5e-08,0.4932815386993329,0.6075570136817801,0.6373082230661602,0.6455549479160289,0.6480361713627723,0.6485898879288364,0.6487670023895573,0.6488097820829858,0.648831794367538
5e-08,0.6083147328018078,0.7500774822076871,0.7877272426805229,0.7982324480926848,0.8013781889886834,0.8021243081735747,0.8023553619255082,0.8024145971187897,0.8024420039999327
5e-08,0.6863169410126144,0.8470776702112165,0.8903489556554682,0.9024844627302406,0.9061048216133083,0.9069907597003001,0.9072606248526794,0.9073314234906726,0.9073625451695868
5e-08,0.7328342220687225,0.9051084635795918,0.9518651041157986,0.9650226932586634,0.9689389662078934,0.9699128105848708,0.9702064980308485,0.9702843812688416,0.9703178097619253
5e-08,0.759332074566407,0.9382523900110694,0.9870570505621441,1.0008204037289972,1.0049115072053947,1.0059376303097118,1.0062450033918464,1.006327062597461,1.006361862538
