mutant_index,clim_fitness,nlim_fitness,switch_fitness,combined_fitness,delta_s,non_additivity
715,-0.035850672026831835,-0.007614268424634134,-0.004378347840142833,-0.021732470225732985,-0.0282364036021977,0.01735412238559015
716,-0.02831697309385995,-0.014310131189722434,-3.0515589308866698e-05,-0.021313552141791193,-0.014006841904137516,0.021283036552482325
717,-0.03375836849163417,-0.0059079747437508,-0.0017226108709427334,-0.019833171617692484,-0.027850393747883367,0.01811056074674975
718,-0.0488826509174817,-0.010731680344582698,-0.0027826784052302996,-0.0298071656310322,-0.038150970572899005,0.027024487225801898
719,-0.0385250505710265,-0.007454529453084867,-0.0036921816248975665,-0.022989790012055686,-0.031070521117941636,0.01929760838715812
721,-0.05367165701697135,-0.02635367951376197,-0.0075584336855853,-0.04001266826536666,-0.027317977503209384,0.03245423457978136
722,-0.03659475319616586,-0.006552934618514634,-0.003675247139953267,-0.021573843907340247,-0.030041818577651227,0.01789859676738698
723,-0.01752916125423415,-0.022742340518243698,-0.009755898523139834,-0.020135750886238923,0.005213179264009549,0.01037985236309909
724,-0.013825620072844833,-0.005099113710420767,-0.001016274597162181,-0.0094623668916328,-0.008726506362424065,0.00844609229447062
725,-0.004262820664773767,-0.011527746169198235,-0.005127058034890767,-0.007895283416986,0.0072649255044244685,0.002768225382095234
727,-0.025885866330137435,-0.006507891014232332,0.00018388175844296666,-0.016196878672184882,-0.019377975315905103,0.016380760430627847
728,-0.0459524485760239,-0.0556771817626693,-0.04094851585540335,-0.050814815169346605,0.0097247331866454,0.009866299313943255
729,-0.0214469221241292,-0.0052214482703417,-0.0028150725749545337,-0.01333418519723545,-0.0162254738537875,0.010519112622280917
730,-0.018410742596455067,-0.012756771538658798,-0.0029417254677593665,-0.015583757067556932,-0.0056539710577962685,0.012642031599797566
731,-0.023723951614186597,-0.012242680517863267,1.856806337156677e-05,-0.01798331606602493,-0.01148127109632333,0.0180018841293965
732,-0.027084490246969063,0.0013522008387987668,0.0014927243521259334,-0.012866144704085147,-0.02843669108576783,0.01435886905621108
733,-0.01499147158649855,-0.016507543213170568,-0.004361465030312634,-0.015749507399834557,0.0015160716266720171,0.011388042369521924
734,-0.0020478032031496667,-0.0137566996086846,-0.0024881878957844663,-0.007902251405917134,0.011708896405534934,0.005414063510132667
736,-0.04897199239411623,-0.013343373344790433,-0.009794320849391767,-0.03115768286945333,-0.0356286190493258,0.021363362020061564
737,-0.0279871216943092,-0.015990463272243932,-0.002893229292216933,-0.021988792483276565,-0.011996658422065268,0.019095563191059633
738,-0.026030850896265303,0.0004922105491597996,-0.004357476607788134,-0.012769320173552751,-0.026523061445425104,0.008411843565764618
739,-0.038546533561707,-0.006900087597602134,-0.0012077405882663331,-0.022723310579654567,-0.03164644596410487,0.021515569991388234
740,-0.019527024908866666,0.0028675815540399664,-0.0019448173076775002,-0.00832972167741335,-0.022394606462906634,0.006384904369735849
741,-0.003151923673865334,-0.012398944557512831,-0.002314457419440133,-0.007775434115689083,0.009247020883647497,0.00546097669624895
742,-0.026630896495380304,-0.017120351384180398,-0.006553546936321,-0.02187562393978035,-0.009510545111199906,0.01532207700345935
743,-0.04592186353436797,-0.0166467813757467,-0.009829292863922265,-0.031284322455057335,-0.029275082158621266,0.021455029591135072
744,-0.053320224857997624,-0.0096067558698157,-0.0022775067968953,-0.031463490363906665,-0.043713468988181924,0.029185983567011367
745,0.0013933482352141667,-0.0098523156198727,-0.0041788642820086664,-0.004229483692329267,0.011245663855086867,5.0619410320600425e-05
746,-0.0539471400705143,-0.011861570061514332,-0.0009536484608491,-0.032904355066014315,-0.04208557000899997,0.03195070660516521
747,-0.017631784280564135,0.0018011642144424665,-4.287859306013336e-05,-0.007915310033060834,-0.019432948495006604,0.0078724314400007
749,-0.04822384494779666,-0.0063283804966115,-0.0029603057178280334,-0.02727611272220408,-0.041895464451185166,0.024315807004376046
750,-0.014710914776324432,0.008518153421840034,0.0002867081515704,-0.003096380677242199,-0.023229068198164466,0.003383088828812599
751,-0.0006220676008160667,-0.012112435520304533,-0.0011696108398189,-0.0063672515605603,0.011490367919488466,0.0051976407207414005
752,-0.0250139306578523,-0.014653587366100333,-0.006282945329493934,-0.019833759011976315,-0.010360343291751967,0.013550813682482381
753,-0.017289920473023065,-0.017070270682050966,-0.0099255940334321,-0.017180095577537018,-0.00021964979097209916,0.007254501544104917
754,-0.008495680976110883,-0.007780332618067101,-0.015372027954018102,-0.008138006797088992,-0.0007153483580437823,-0.0072340211569291105
755,-0.025752022975372133,-0.0046658327736836,-0.014420035085130935,-0.015208927874527867,-0.02108619020168853,0.0007888927893969326
756,-0.030392367843422235,-0.006843881548647234,-0.014581550062510001,-0.018618124696034733,-0.023548486294775,0.004036574633524732
757,-0.0032853025051780005,-0.0119489772903335,-0.0020551138509364,-0.00761713989775575,0.0086636747851555,0.00556202604681935
758,-0.0021684990681684665,-0.010792761964234968,-0.0024349587668963,-0.006480630516201717,0.008624262896066501,0.004045671749305417
759,-0.027856622349216365,-0.012179284080417635,-0.0057730936148244,-0.020017953214817,-0.015677338268798732,0.0142448595999926
760,0.023327307426715668,-0.011477955274813866,-0.005503794568746533,0.005924676075950901,0.03480526270152953,-0.011428470644697434
761,-0.0242607118580241,-0.014190034811471667,-0.008592982123266467,-0.019225373334747883,-0.010070677046552434,0.010632391211481415
762,0.009397898704423667,-0.002868785820712067,-0.002696568599820133,0.0032645564418558003,0.012266684525135733,-0.005961125041675933
763,-0.04053395173684293,0.0010715413836285333,0.0005974059132924334,-0.0197312051766072,-0.041605493120471466,0.020328611089899633
764,-0.0415996968316066,-0.00020638742594150024,-0.002396992955559033,-0.02090304212877405,-0.0413933094056651,0.01850604917321502
765,-0.00045779860941084984,-0.0115218887848057,0.0005114278868304334,-0.0059898436971082755,0.01106409017539485,0.006501271583938709
766,-0.043600735704503034,-0.009815585778514766,-0.004056901348579967,-0.0267081607415089,-0.033785149925988266,0.022651259392928932
767,-0.026184816970019533,-0.010721001947451235,-0.0047951427380988005,-0.018452909458735383,-0.015463815022568298,0.013657766720636583
768,-0.03487652806139627,-0.009484002583641767,-0.004093466235886533,-0.022180265322519016,-0.025392525477754502,0.018086799086632483
769,-0.04738681539722411,-0.012684987683833799,-0.0028099329733272,-0.03003590154052895,-0.03470182771339031,0.02722596856720175
770,-0.045464759302774105,-0.0133434483557704,-0.004805501174431567,-0.029404103829272252,-0.032121310947003705,0.024598602654840686
771,-0.0460879492842431,-0.037828973295861705,-0.06440276231749266,-0.0419584612900524,-0.008258975988381392,-0.022444301027440258
772,-0.0437631770245306,-0.04593326515177603,-0.031213659024445162,-0.04484822108815331,0.00217008812724543,0.01363456206370815
773,-0.046902244194192234,-0.012044739605203933,-0.0024325919909775604,-0.029473491899698084,-0.0348575045889883,0.027040899908720523
774,-0.019425600005009164,-0.014448723332652935,-0.017788493531248836,-0.01693716166883105,-0.00497687667235623,-0.0008513318624177868
775,-0.02072894833053117,0.0006962062518004668,-0.0045977693588495,-0.01001637103936535,-0.021425154582331636,0.005418601680515851
776,-0.0406631364130034,-0.010633170754096801,-0.013970051989589267,-0.0256481535835501,-0.030029965658906595,0.011678101593960833
777,-0.022378834310363735,-0.01689206394960417,-0.0064449503497836,-0.019635449129983953,-0.0054867703607595665,0.013190498780200354
778,-0.0022994436162511,-0.005923627036754866,-0.0030384876156692997,-0.004111535326502983,0.0036241834205037664,0.0010730477108336833
779,-0.04299098047214964,-0.009347807250898666,-0.0015260094893580333,-0.02616939386152415,-0.033643173221250974,0.024643384372166115
780,-0.012345099199294567,-0.0035881613331288,-0.0009816174883735,-0.007966630266211683,-0.008756937866165767,0.006985012777838183
781,-0.0031402259721443667,-0.011992248020171301,-0.003159181635764267,-0.007566236996157834,0.008852022048026934,0.004407055360393567
782,-0.05601421037481686,-0.006602865383548533,-0.005271453433350033,-0.031308537879182696,-0.04941134499126833,0.026037084445832664
783,-0.016769783476869696,-0.009460765608822535,-0.0037704460232767,-0.013115274542846115,-0.007309017868047161,0.009344828519569415
784,-0.03051768435905635,-0.009150510730491333,-0.0009916357107283,-0.019834097544773843,-0.021367173628565016,0.018842461834045542
785,-0.032836477594527964,-0.012117008254759233,-0.004321157095550734,-0.0224767429246436,-0.02071946933976873,0.018155585829092866
786,-0.0277746944989057,-0.029870097630423004,-0.010480550428371834,-0.02882239606466435,0.002095403131517303,0.018341845636292514
787,-0.0313773422359033,-0.005251534548530133,-0.0029171891311336,-0.018314438392216716,-0.026125807687373166,0.015397249261083117
788,-0.023996476149413765,-0.014968226530264967,-0.006116159677354499,-0.019482351339839367,-0.009028249619148799,0.013366191662484869
789,-0.05040448515044799,-0.014131270108056468,-0.011026234574897866,-0.032267877629252234,-0.036273215042391525,0.021241643054354366
790,-0.003189170307779295,-0.013580258023154768,0.002765359302222233,-0.00838471416546703,0.010391087715375473,0.011150073467689264
791,-0.0376417307815001,0.005092760352596633,-0.004720199283412367,-0.016274485214451732,-0.04273449113409673,0.011554285931039365
792,-0.0501736464627488,-0.007267399466836733,-0.0013870100686397997,-0.028720522964792765,-0.04290624699591207,0.027333512896152965
793,-0.015350741394837901,-0.016573001887843535,-0.011660104167020966,-0.01596187164134072,0.001222260493005634,0.004301767474319753
794,-0.045654553050760965,-0.0002829740387778001,-0.0017883467129771666,-0.022968763544769382,-0.04537157901198317,0.021180416831792215
795,-0.014325792524838066,-0.009617368980338799,-0.0010691405535559666,-0.011971580752588432,-0.004708423544499267,0.010902440199032465
796,-0.025707870956739265,-0.011873735711047733,-0.0027894449269202,-0.018790803333893498,-0.013834135245691532,0.0160013584069733
797,-0.0632024804955439,-0.017336607681823133,-0.012131339441136401,-0.040269544088683516,-0.04586587281372077,0.028138204647547113
798,-0.007023234889501633,-0.0065695245467454,-0.0035192404710866,-0.006796379718123516,-0.00045371034275623265,0.003277139247036916
799,-0.0404443216861367,-0.017026519407340634,-0.0006682411003414334,-0.028735420546738666,-0.023417802278796068,0.028067179446397233
800,-0.050582632732192996,-0.018826092281979068,-0.007981654084794199,-0.03470436250708603,-0.03175654045021393,0.02672270842229183
801,-0.025385542787462648,-0.018969222738255433,-0.008775138476025299,-0.022177382762859042,-0.006416320049207214,0.013402244286833743
802,-0.00011755404858893326,-0.0091874794304309,-0.0015762800989678333,-0.004652516739509917,0.009069925381841966,0.0030762366405420833
803,-0.04838497078984155,-0.00730677179939875,-0.0007796422759417665,-0.027845871294620152,-0.0410781989904428,0.027066229018678386
804,-0.04449340693171123,-0.010263246151320434,-0.006612635956450501,-0.02737832654151583,-0.034230160780390796,0.02076569058506533
805,0.0066930517663974995,-0.021847160328019737,-0.0096406644222867,-0.007577054280811119,0.028540212094417237,-0.0020636101414755817
806,-0.04857042169696984,-0.01090754503582,-0.005656869536190167,-0.029738983366394918,-0.03766287666114984,0.02408211383020475
808,-0.06718776052412813,-0.021495830940263538,-0.011121519311775468,-0.044341795732195835,-0.04569192958386459,0.033220276420420365
809,-0.04930237898455214,-0.0089593153943222,-0.005161556786429133,-0.029130847189437172,-0.04034306359022994,0.02396929040300804
810,-0.0656169941925941,-0.023259654066129367,-0.027873808832850264,-0.04443832412936174,-0.042357340126464735,0.016564515296511474
811,-0.08297283353869545,-0.05059819570563117,-0.04039950654549703,-0.06678551462216331,-0.032374637833064275,0.02638600807666628
812,-0.045969241040275666,-0.0011320405252543666,0.006161413777259099,-0.023550640782765017,-0.0448372005150213,0.029712054560024116
813,-0.028850685772357068,-0.0131976803740523,-0.005431865364633866,-0.021024183073204684,-0.01565300539830477,0.015592317708570818
814,-0.03524516970657683,-0.0089773756259749,-0.00036391655197586664,-0.022111272666275866,-0.026267794080601932,0.0217473561143
815,-0.0013306058042614332,-0.0180172615305047,-0.006868968269752001,-0.009673933667383066,0.016686655726243265,0.0028049653976310656
816,-0.090599737369375,-0.033281184172012965,-0.045447839706579396,-0.061940460770693984,-0.05731855319736204,0.016492621064114588
817,-0.021026425489325696,-0.009617390811348768,-0.003644121383882787,-0.015321908150337231,-0.011409034677976928,0.011677786766454444
819,0.013389093262354766,-0.012285565876125698,-0.012396120475162633,0.0005517636931145339,0.025674659138480466,-0.012947884168277166
820,-0.020789075720144632,-0.013703459202144467,-0.005801865159691134,-0.01724626746114455,-0.007085616518000165,0.011444402301453414
822,-0.00047145282370693336,-0.008644298218316167,-0.0029735681878559337,-0.00455787552101155,0.008172845394609234,0.0015843073331556165
823,-0.05615694126606586,-0.012641512226855,-0.003616953519980467,-0.034399226746460426,-0.04351542903921086,0.03078227322647996
824,-0.03990367249491197,-0.0036735061621642334,-0.0025211739946249,-0.0217885893285381,-0.03623016633274773,0.0192674153339132
825,-0.011045301930505999,-0.018928604607406734,-0.007098379689606434,-0.014986953268956367,0.007883302676900735,0.007888573579349932
826,-0.003517033165877133,-0.013797100461122633,-0.0046567313080699,-0.008657066813499883,0.0102800672952455,0.004000335505429983
827,-0.046744927396559166,-0.0285947515872521,-0.018195644225159267,-0.03766983949190563,-0.018150175809307067,0.019474195266746364
828,-0.043013044999441696,-0.0175714978886912,-0.020548138911646436,-0.030292271444066446,-0.025441547110750497,0.00974413253242001
829,-0.017144010684360934,-0.0043258152340859,9.504824115976612e-05,-0.010734912959223417,-0.012818195450275034,0.010829961200383183
830,-0.0510862771984448,-0.012440144756184967,-0.010763174586457433,-0.03176321097731488,-0.03864613244225983,0.02100003639085745
831,-0.05083227839285467,-0.010391979467152868,-0.009359263814756132,-0.030612128930003767,-0.0404402989257018,0.021252865115247634
832,-0.0026809134527033215,-0.009941232905570767,-0.0006079052408539722,-0.006311073179137044,0.007260319452867446,0.005703167938283072
833,-0.04853077932961514,-0.014778266125914532,-0.0061348397108939995,-0.03165452272776483,-0.0337525132037006,0.025519683016870832
834,-0.06120466021303664,-0.011693967104538067,-0.010864482348839266,-0.036449313658787355,-0.04951069310849857,0.02558483130994809
835,-0.04274535305286773,-0.007825509425142766,-0.0024246618340685398,-0.02528543123900525,-0.03491984362772496,0.022860769404936712
836,-0.018042623846387332,-0.010704447913561668,-0.0063174845779766335,-0.0143735358799745,-0.0073381759328256645,0.008056051301997866
837,-0.034278502683070006,-0.014367232317876002,-0.0009992147056874332,-0.024322867500473005,-0.019911270365194002,0.02332365279478557
838,-0.03451675110050243,-0.0059150826434978,-0.00017091598850513373,-0.020215916872000115,-0.028601668457004632,0.020045000883494982
839,-0.022051759282283433,-0.0069144163075575,-4.436292028146667e-05,-0.014483087794920467,-0.015137342974725933,0.014438724874639
840,-0.07596796520066908,-0.042205490920843365,-0.03033952205323907,-0.059086728060756225,-0.03376247427982571,0.028747206007517154
841,-0.045901809086242806,-0.007501623244495099,-0.003096649849670467,-0.02670171616536895,-0.03840018584174771,0.023605066315698486
842,-0.048104155025590234,-0.0131202809767442,-0.005293361678468167,-0.030612218001167216,-0.034983874048846036,0.02531885632269905
844,-0.04714348500785693,-0.005292833668988968,-0.0006318512313328333,-0.026218159338422947,-0.041850651338867964,0.025586308107090113
845,-0.051528841592139836,-0.0076324730191368985,-0.004166887277538233,-0.02958065730563837,-0.043896368573002935,0.025413770028100136
846,-0.03980377537348583,-0.008508081253598768,-0.0023576273588094333,-0.0241559283135423,-0.031295694119887064,0.021798300954732865
847,-0.0364925198051532,-0.0237954300586127,-0.005943448085952033,-0.03014397493188295,-0.012697089746540501,0.024200526845930916
848,-0.02047938872857657,-0.0008547997879056667,0.0068467502753117,-0.010667094258241118,-0.0196245889406709,0.017513844533552817
849,-0.0007534561837031999,-0.013135498153812401,0.004329131106420167,-0.0069444771687578,0.012382041970109201,0.011273608275177968
851,-0.006414883900135834,-0.014832520944871468,-0.006001107703420966,-0.01062370242250365,0.008417637044735634,0.004622594719082685
852,-0.048108320014889,-0.009615476077419333,-0.010360958748098498,-0.028861898046154168,-0.03849284393746967,0.01850093929805567
853,-0.050820558101025794,-0.013126594446052969,-0.009753952037654666,-0.03197357627353938,-0.03769396365497282,0.022219624235884715
854,-0.018735423463172335,-0.005545618993323864,0.00105370405064,-0.012140521228248099,-0.013189804469848472,0.013194225278888099
855,-0.004616134262178034,-0.009609808902385634,-0.004580604878296167,-0.007112971582281834,0.0049936746402076005,0.002532366703985667
856,-0.0482408890584844,-0.021946282001760298,-0.006506157552428567,-0.035093585530122345,-0.026294607056724102,0.02858742797769378
858,0.003140128932386264,-0.01832715868513597,-0.008362800366945934,-0.007593514876374852,0.021467287617522233,-0.0007692854905710818
859,-7.43341116401667e-05,-0.004616794013673166,-0.0009283319342989334,-0.0023455640626566664,0.004542459902033,0.001417232128357733
862,-0.025385253813100802,-0.012360829178581065,-0.0033851711108265994,-0.018873041495840934,-0.013024424634519737,0.015487870385014335
866,-0.0122927621620182,-0.010257064689273301,-0.012197905948330033,-0.01127491342564575,-0.0020356974727448983,-0.0009229925226842822
867,-0.025879661553980266,-0.011122709856307268,-0.0039839366364781,-0.018501185705143766,-0.014756951697672998,0.014517249068665666
868,-0.0036744915461438,-8.572845226846708e-05,-0.0014214651230489333,-0.0018801099992061337,-0.003588763093875333,0.0004586448761572004
869,-0.04772037162673167,-0.010852062456165967,-0.004994004463701167,-0.02928621704144882,-0.0368683091705657,0.024292212577747652
870,-0.010105457811447633,-0.01659829721996407,-0.007195760441470733,-0.013351877515705851,0.006492839408516436,0.006156117074235118
871,-0.0716465417317478,-0.037576266045189,-0.010197155725758035,-0.0546114038884684,-0.03407027568655879,0.04441424816271036
872,-0.077489687960077,-0.020923050056144,-0.007795726410335833,-0.049206369008110505,-0.056566637903933,0.041410642597774674
873,-0.0685355506734626,-0.03579680539160863,-0.03402545528021777,-0.05216617803253562,-0.03273874528185398,0.018140722752317852
874,-0.023003179033940835,-0.004498301099334999,-0.0014584157584883663,-0.013750740066637917,-0.018504877934605837,0.01229232430814955
875,-0.016244491721102733,-0.016790592286173103,-0.0078392405001103,-0.01651754200363792,0.0005461005650703697,0.00867830150352762
876,0.0006665622158251331,0.0020692466429472335,-0.0003240532906891667,0.0013679044293861834,-0.0014026844271221002,-0.00169195772007535
877,-0.020585104376485752,-0.02176661794251697,-0.006596598771744701,-0.02117586115950136,0.001181513566031217,0.01457926238775666
878,-0.00711727510484505,-0.003337908460001667,-0.013632982659923132,-0.005227591782423359,-0.0037793666448433833,-0.008405390877499773
879,-0.06672386289288207,-0.028691539527585064,-0.027043865472708137,-0.047707701210233565,-0.03803232336529701,0.020663835737525428
880,-0.021817610847782665,-0.008344247048467333,-0.0018874853342546998,-0.015080928948124999,-0.013473363799315331,0.0131934436138703
882,-0.04508848737502833,-0.014127700404995433,-0.004159604390409701,-0.029608093890011882,-0.0309607869700329,0.02544848949960218
883,-0.003630364485474867,-0.014689083952900398,-0.007322375557318301,-0.009159724219187633,0.01105871946742553,0.0018373486618693318
885,-0.012758385421823934,-0.041935365208302565,-0.0572383897093758,-0.02734687531506325,0.02917697978647863,-0.029891514394312552
886,-0.0316730130704014,-0.03903660345071557,-0.037621819403110705,-0.035354808260558486,0.007363590380314172,-0.0022670111425522194
888,-0.03210659068534375,-0.013822784870420534,-0.003151801369386234,-0.02296468777788214,-0.01828380581492322,0.01981288640849591
889,-0.04386817410358667,-0.004746063339048333,-0.0016555735335682332,-0.0243071187213175,-0.03912211076453834,0.02265154518774927
890,-0.057221289904150874,-0.008857968291994566,-0.012105704443281566,-0.03303962909807272,-0.048363321612156306,0.02093392465479115
891,-0.032853109592351736,-0.019910906397761097,-0.008085143829207135,-0.026382007995056418,-0.012942203194590638,0.01829686416584928
893,-0.010984629924784634,-0.03259946182494974,-0.009007884767135899,-0.021792045874867185,0.021614831900165103,0.012784161107731286
894,0.002372871763512433,-0.009847103295128501,0.002176890113158233,-0.0037371157658080342,0.012219975058640933,0.005914005878966268
895,-0.03746990400201113,-0.0108341621200358,-0.0033773611640731996,-0.024152033061023467,-0.02663574188197533,0.02077467189695027
896,-0.044346076276687664,-0.014881091856153833,-0.006380892941438667,-0.02961358406642075,-0.02946498442053383,0.023232691124982083
897,-0.056091487269733536,-0.009430090810580001,-0.002552225591068833,-0.032760789040156765,-0.046661396459153535,0.03020856344908793
898,-0.019153043306967397,-0.006575222902054867,0.002790062960521467,-0.012864133104511132,-0.01257782040491253,0.0156541960650326
899,-0.0431793078439607,-0.022145780493496702,-0.0054521487757887,-0.0326625441687287,-0.021033527350463998,0.02721039539294
903,-0.02276117864169053,-0.004037070657469967,-0.0003363589660392,-0.013399124649580249,-0.018724107984220563,0.013062765683541049
904,-0.0183177659693427,-0.0055664867589953,0.0012978435538124001,-0.011942126364169,-0.0127512792103474,0.0132399699179814
905,-0.0367233962778351,-0.0018752856803556331,-0.0027192238465534673,-0.019299340979095365,-0.03484811059747947,0.0165801171325419
907,-0.002918744534144766,-0.0169227222614301,-0.0042700233589683,-0.009920733397787434,0.014003977727285335,0.005650710038819134
909,-0.0020878133481144665,-0.0158982238030375,-0.0008530614742729231,-0.008993018575575983,0.013810410454923034,0.00813995710130306
912,-0.0437175194602753,-0.0134892582852597,-0.0006351499713082667,-0.0286033888727675,-0.0302282611750156,0.027968238901459233
913,-0.014880444044802401,-0.012476331911776667,-0.0037468678151316667,-0.013678387978289533,-0.0024041121330257344,0.009931520163157867
914,-0.0399528454670691,-0.014343270356668165,-0.0032089251549933667,-0.027148057911868632,-0.025609575110400934,0.023939132756875266
915,-0.0049789030478946,-0.011485908998847957,-0.004796656196637199,-0.008232406023371278,0.006507005950953357,0.003435749826734079
916,-0.0150788776046804,-0.010787017067364435,-0.001447297430955817,-0.012932947336022418,-0.004291860537315966,0.011485649905066602
917,-0.03387072572570863,-0.010593159087237633,-0.0013903166829865,-0.02223194240647313,-0.023277566638470998,0.02084162572348663
918,-0.00737659896549035,-0.0166387790250801,-0.0024080811457762334,-0.012007688995285225,0.009262180059589752,0.00959960784950899
919,-0.0454217490142762,-0.015263507447955967,-0.005089340506796266,-0.030342628231116085,-0.030158241566320236,0.02525328772431982
920,-0.05032215296290484,-0.013053181326823968,-0.0028108640870013,-0.0316876671448644,-0.03726897163608087,0.028876803057863103
921,-0.044651380311655,-0.014381523995012533,-0.0030691321330991333,-0.029516452153333764,-0.030269856316642467,0.02644732002023463
922,-0.04217333197090006,-0.010639916660923066,-0.0018672081758197001,-0.026406624315911564,-0.031533415309977,0.024539416140091863
923,-0.018240489327767298,-0.013990332240450301,-0.0022685550077049077,-0.0161154107841088,-0.004250157087316997,0.01384685577640389
924,-0.025835657289065866,-0.0032620767019968335,0.0011320882106852523,-0.01454886699553135,-0.02257358058706903,0.015680955206216603
925,-0.0034472115573687665,-0.013509464726479565,-0.0012292089471431999,-0.008478338141924165,0.010062253169110798,0.007249129194780966
926,-0.04699932674933194,-0.009445347603026266,-0.003978774595161967,-0.028222337176179103,-0.03755397914630567,0.024243562581017137
927,-0.0379826392554178,-0.0157028801629155,-0.004432795219136167,-0.02684275970916665,-0.022279759092502297,0.022409964490030482
928,-0.03562196566533407,-0.008298142822574834,-0.0039006132283699664,-0.021960054243954454,-0.027323822842759235,0.018059441015584488
929,-0.051352061386638594,-0.013377944110562966,-0.005849502316940866,-0.03236500274860078,-0.03797411727607563,0.026515500431659917
930,-0.0361304802083301,-0.0055186667006234666,-0.002102599578164233,-0.020824573454476785,-0.030611813507706635,0.018721973876312553
931,-0.017008485313155266,-0.010975954344968966,-0.0038700314784214335,-0.013992219829062116,-0.0060325309681863,0.010122188350640682
932,-0.027018598888531933,-0.007556640419953633,-0.0013424030756027999,-0.017287619654242782,-0.0194619584685783,0.01594521657863998
934,-0.0069795041988704,-0.0105192763246108,0.0024068266547157334,-0.0087493902617406,0.003539772125740399,0.011156216916456334
935,-0.024508725771427167,0.003935323794218866,-0.004121455913267,-0.010286700988604151,-0.028444049565646033,0.006165245075337151
936,-0.012115697559462235,-0.007405641055250434,-0.0015031393616039,-0.009760669307356334,-0.0047100565042118014,0.008257529945752434
937,-0.050448017779692766,-0.004473372297169434,0.001799426587404323,-0.0274606950384311,-0.045974645482523335,0.02926012162583542
938,-0.03030097582986455,-0.011258036074444469,-0.0018953068551187556,-0.020779505952154508,-0.019042939755420082,0.018884199097035752
939,-0.0009190031486577,-0.013969721053856368,-0.0013513093551004666,-0.007444362101257034,0.013050717905198668,0.006093052746156568
940,-0.014382825236356632,-0.016984418872586466,-0.0113175423234228,-0.01568362205447155,0.0026015936362298337,0.0043660797310487495
941,-0.0237703500567235,-0.0199129271272072,-0.006235600581687367,-0.02184163859196535,-0.0038574229295163,0.015606038010277982
942,-0.008305626236598732,-0.008542407319231567,-0.002747653304208567,-0.008424016777915148,0.00023678108263283475,0.005676363473706581
943,-0.03418987904186463,-0.0222212550027327,-0.008584903768791901,-0.028205567022298664,-0.011968624039131931,0.01962066325350676
944,-0.044013990403318326,-0.03527602605903103,-0.030169036819236102,-0.03964500823117468,-0.008737964344287294,0.009475971411938577
945,-0.037508094315591704,-0.003946401971555334,-0.0012789084497638002,-0.020727248143573518,-0.03356169234403637,0.019448339693809717
946,-0.03513533618095425,-0.013265438151617367,-0.0002635996979187668,-0.02420038716628581,-0.02186989802933688,0.02393678746836704
947,-0.0028612483196026333,-0.015622973560008033,-0.0028460507309810337,-0.009242110939805334,0.0127617252404054,0.0063960602088243
951,-0.04930384085616563,-0.0004961794197165005,-0.0015866206695833,-0.02490001013794107,-0.04880766143644913,0.02331338946835777
952,-0.046554317792040036,-0.011411208153484967,-0.004722316993043767,-0.0289827629727625,-0.03514310963855507,0.024260445979718735
953,-0.022242489586965467,-0.0054468658581415,-0.0033948092461653,-0.013844677722553484,-0.016795623728823966,0.010449868476388183
954,-0.00935212513173005,-0.014773050532878966,-0.0010948775166818002,-0.012062587832304508,0.005420925401148916,0.010967710315622707
955,-0.01990750691443445,-0.018550494426300097,-0.0061445020286150336,-0.01922900067036727,-0.0013570124881343536,0.013084498641752238
956,-0.04407238027395244,-0.017140803657991234,-0.015350353496032434,-0.030606591965971836,-0.026931576615961204,0.015256238469939402
957,-0.04985134639009283,-0.0054030097193255334,0.0007371950104881668,-0.027627178054709184,-0.044448336670767294,0.02836437306519735
958,-0.05856232418335194,-0.017060900683584734,-0.0070802065821034,-0.03781161243346834,-0.0415014234997672,0.03073140585136494
959,-0.04615648497171513,-0.01583335789363183,-0.0051434165551744,-0.030994921432673482,-0.0303231270780833,0.02585150487749908
960,-0.026457203752032532,-0.007167429356681801,0.0033274250886241668,-0.016812316554357165,-0.01928977439535073,0.02013974164298133
961,-0.07257443081310966,-0.0455034653428786,-0.0394594492674624,-0.05903894807799413,-0.027070965470231058,0.019579498810531733
962,-0.0356278440127394,-0.02397566010255517,-0.022477146510219533,-0.029801752057647284,-0.01165218391018423,0.00732460554742775
963,-0.021615947448053067,0.001964794406154933,-0.0021435644794726,-0.009825576520949068,-0.023580741854208,0.007682012041476468
964,-0.03804698911275673,-0.0068517137914306005,-0.0015316239691845,-0.022449351452093667,-0.03119527532132613,0.020917727482909168
965,-0.048004553057329036,-0.009941856427012466,-0.0018260448004265336,-0.02897320474217075,-0.03806269663031657,0.027147159941744218
966,-0.04936783983211964,-0.007165164963131833,-0.0041054260658044,-0.028266502397625737,-0.04220267486898781,0.024161076331821338
967,-0.0466679816167909,-0.0116506357587645,-0.0029066547820507647,-0.0291593086877777,-0.0350173458580264,0.026252653905726935
968,-0.0030280263488646664,-0.0108998017688206,-0.011518211554368366,-0.006963914058842633,0.007871775419955934,-0.004554297495525733
970,-0.017008798563127002,-0.0047817535443073,-0.0019022456580227,-0.010895276053717151,-0.012227045018819702,0.008993030395694452
971,-0.05558353684001244,-0.012424808946298533,-0.005367161254263566,-0.034004172893155486,-0.0431587278937139,0.02863701163889192
972,-0.0462591225778671,-0.006820863427638467,-0.0011251162962751,-0.026539993002752785,-0.03943825915022863,0.025414876706477685
