mutant_index,clim_fitness,nlim_fitness,switch_fitness,combined_fitness
162,-0.0016580919645505666,-0.007556359655168332,-0.004169311155336467,-0.00460722580985945
163,-0.019216940659308367,-0.019047785329190867,-0.005948091585517933,-0.019132362994249617
164,-0.05130419191554556,-0.0147270831270568,-0.004919659399168033,-0.03301563752130118
165,-0.034347456596482,-0.014526362440109934,-0.0051095911977001,-0.02443690951829597
166,-0.023390978626990366,-0.010106838221976234,-0.0019739381018343332,-0.0167489084244833
167,-0.039186223260130035,-0.0067973827983548,-0.0027076525047399,-0.02299180302924242
168,-0.005576521988946166,-0.021843555217796334,-0.0039006324739055665,-0.01371003860337125
170,-0.010413170967936133,-0.01716607454205313,-0.005945137989364133,-0.013789622754994632
171,-0.0285051640913164,-0.02565161847488127,-0.0041198008446306006,-0.027078391283098836
172,0.0029569000888265665,-0.020233196374620066,-0.007332868600861567,-0.00863814814289675
173,-0.036270431430303465,-0.008315051909611666,-0.004739163223752067,-0.022292741669957566
174,-0.016218993940448834,-0.01870326277447513,-8.728475441593341e-05,-0.017461128357461983
175,-0.0020550545969552,-0.0063496407817198,-0.00016441707865433338,-0.0042023476893375
176,-0.010440496985070234,-0.012600676760094033,0.0023079900448638667,-0.011520586872582134
177,-0.0230141453359633,-0.004648797801585866,-0.001929162042100933,-0.013831471568774583
178,-0.0163976731850822,-0.0105253970495206,-0.0041085256795681665,-0.013461535117301401
179,-0.04630772006295277,-0.012335459233471366,-0.0032382117875280995,-0.02932158964821207
180,-0.0489819332113517,-0.006889104199078133,-0.0008383253041208668,-0.027935518705214917
181,-0.028774352860995934,-0.0036199306984244666,0.0014136513151963334,-0.0161971417797102
182,-0.0014442007114779335,-0.005508396175150733,-0.0016699559560990663,-0.0034762984433143332
183,-0.005005497502356334,-0.0117914897673727,-0.0021319920798903184,-0.008398493634864517
184,-0.015656641681134398,-0.017962599965385868,-0.0012097123241344668,-0.01680962082326013
185,-0.008338719088915666,-0.021339607674801503,-0.0015368533977253,-0.014839163381858585
186,-0.0331451990557162,-0.005767592815406734,-0.0002803353429289347,-0.01945639593556147
187,-0.0325166794468769,0.002476548658763533,-0.0049417019024389,-0.015020065394056686
188,-0.04294199995806475,-0.036634013271934864,-0.023583880053437468,-0.0397880066149998
189,-0.021964611365633352,-0.027405305657664598,-0.009788981981595167,-0.024684958511648973
190,-0.006134094861372934,-0.014318993195293334,-0.002162092376655567,-0.010226544028333133
191,-0.008062330626366567,-0.007647230610665999,0.0024543227856687997,-0.007854780618516284
192,-0.024764127875086347,-0.017202707297208866,-0.0027131168440294993,-0.020983417586147607
193,-0.023566175452047134,-0.015194506041441999,-0.0010784899992958002,-0.019380340746744565
194,-0.010794234029521866,-0.010520234662655134,0.0025933137376487623,-0.0106572343460885
195,-0.0237146597689633,-0.012857076778409068,-0.008993946638111733,-0.01828586827368618
196,-0.0034357120064025,-0.0189907370121401,-0.006208181211468233,-0.0112132245092713
197,0.010021423955094633,-0.010145674832772634,-0.001816843469150067,-6.212543883900041e-05
198,-0.06075935694681037,-0.04869684584593667,-0.04749322044328467,-0.05472810139637352
200,-0.007986482987415333,-0.014429422963397767,-0.0033755421412142335,-0.01120795297540655
201,-0.005209618633923874,-0.011092115938732,-0.00032878511177236665,-0.008150867286327936
202,-0.036097457171547435,-0.0113719807501508,-0.003861320664469367,-0.023734718960849117
203,-0.009316734884075866,-0.017657515891672332,-0.010349665083383766,-0.0134871253878741
204,-0.0009166169803247661,-0.018956127737245,8.745294587763346e-05,-0.009936372358784883
205,-0.005973133816062167,-0.017451391404749033,-0.006163743774560933,-0.0117122626104056
206,-0.020794871819950433,-0.013713718212483067,-0.0065829729319734,-0.01725429501621675
207,-0.0377255871882669,-0.0084928683552867,-2.5805233596566553e-05,-0.0231092277717768
208,-0.02449602390701137,-0.0028185782832609,-0.004635577540228866,-0.013657301095136135
209,0.00011955512877440007,-0.011021450528495133,-0.0021984480153016,-0.005450947699860367
211,-0.013450743963910697,-0.010569785288038834,-0.0022925836301828668,-0.012010264625974765
212,-0.056795821119536,-0.024914173716301002,-0.027581300485406034,-0.0408549974179185
215,-0.005726587294079967,-0.0026767332019856003,0.0022559952957738666,-0.004201660248032784
216,-0.03448987606676675,-0.0118186782210827,-0.007452100873407266,-0.023154277143924724
217,-0.0535524188279887,-0.025658149931960934,-0.016421659380382234,-0.03960528437997482
218,-0.0021364310082980665,-0.014448032343607834,-0.00187414568969,-0.00829223167595295
219,-0.014974395632047166,-0.013334146960015966,-0.0012428270357143336,-0.014154271296031567
220,-0.04995390249571754,-0.0206253411019648,-0.007895150827227101,-0.03528962179884117
221,-0.0228041113620841,0.0025250900776473,-0.00013983687928299996,-0.010139510642218401
223,-0.014275316993022,0.009015839712406767,-0.0011242992592894667,-0.0026297386403076163
224,-0.0017485399986489,-0.014869773928749599,-0.004668524561205733,-0.00830915696369925
225,-0.0011866152825179333,-0.009218941540498767,-0.0009591964563881334,-0.00520277841150835
227,-0.039017971209521406,-0.017358395353696866,-0.0090084725575855,-0.028188183281609137
229,-0.0345168614710497,-0.009014504133445766,-0.0005585524006649333,-0.021765682802247735
230,-0.028851005426740767,-0.012323866440747866,0.0006505033443779665,-0.020587435933744316
231,-0.018589271877623836,-0.015325711128067765,-0.009392886048624333,-0.0169574915028458
232,-0.006757369955314233,-0.01878101072289647,-0.007573187826766001,-0.012769190339105351
233,-0.006780107265675466,-0.0105104683671253,-0.004179691689712333,-0.008645287816400383
234,-0.017890390580326,-0.023753925324145202,-0.012978991535257,-0.020822157952235604
235,-0.0013802892000827334,-0.015157707377160235,-0.006008952729574301,-0.008268998288621484
237,-0.0183209216252198,-0.015820658860488532,-0.006866300696268466,-0.017070790242854166
238,-0.03139278961405375,-0.020057498453185097,-0.0112970893371935,-0.025725144033619425
239,0.00012113673269126674,-0.007055987212248167,-0.005664697693219867,-0.00346742523977845
240,-0.0164165501140061,-0.012136311947551333,-0.01549912877834,-0.014276431030778717
241,-0.0086801319495078,-0.0027048628272274664,-0.0010769661048368,-0.005692497388367633
243,-0.05187610973456904,-0.009625259483534933,-0.0020523692692803338,-0.030750684609051986
244,-0.04044609650959554,-0.010569570303862233,-0.0051560318822299975,-0.025507833406728887
245,-0.0181065901836695,-0.009931100224150566,-0.009496603031564866,-0.014018845203910033
246,-0.0380124241403266,-0.017618896738462397,-0.005641719201431799,-0.0278156604393945
247,-0.03059106855903325,-0.04060402186297287,-0.026033466124438336,-0.03559754521100306
248,-0.030611540298668766,-0.01915004619058507,-0.0037510607435004666,-0.024880793244626918
249,-0.04624516676216613,-0.007364880832888933,-0.0026570379027301663,-0.026805023797527534
250,-0.05927698325133063,-0.02142890223595433,-0.0138286374606838,-0.04035294274364248
251,0.0006991624107055332,-0.009525145905463899,-0.0007690197703680334,-0.004412991747379183
252,-0.0075511193877117995,-0.0149616626820777,-0.0043405995601566,-0.01125639103489475
253,-0.003158144123449367,-0.0150341829720567,-0.004286079429196566,-0.009096163547753035
254,-0.007389107685885633,-0.008714209089816067,-0.0024339857172841,-0.00805165838785085
255,-0.04901514866938139,-0.007216750448814199,-0.0061082203862056,-0.028115949559097797
256,-0.0256510357006902,-0.0026823418683588666,-0.0013078087607835,-0.014166688784524532
257,-0.007594066345669732,-0.018767451139281768,-0.011244523463912,-0.01318075874247575
258,-0.0405664864807029,-0.009900055288752867,-0.0022169388019249,-0.025233270884727883
260,-0.030092616540345934,-0.0191604558497563,-0.006895615066588467,-0.02462653619505112
262,-0.024000191182095003,-0.015403630856136268,-7.989991229693341e-05,-0.019701911019115635
263,-0.0341116671794262,-0.002035832160958867,-0.0008606379279271666,-0.018073749670192533
264,-0.020947835911923635,-0.012215351396116231,-1.8208235957532907e-05,-0.016581593654019934
265,-0.020903750421136135,-0.014233587644537768,-0.006006516033651433,-0.01756866903283695
266,-0.039133930533195804,-0.007851590161149198,-4.151674806333369e-06,-0.0234927603471725
267,-0.03167061774551463,-0.0017405829050543998,-4.154392795510006e-05,-0.016705600325284512
268,-0.0007114186461856358,-0.012213767590898835,-0.0035169275447820333,-0.006462593118542236
269,-0.030852592364273967,-0.0049126464894601665,-0.0018398418200343228,-0.017882619426867065
270,-0.01763837990221503,-0.011650222847577267,-0.0047198320898372,-0.014644301374896149
271,-0.043668781873965425,-0.007100950122618033,-0.002650681134442433,-0.02538486599829173
272,-0.022262604905783332,-0.0032222359173072665,-8.720467252310001e-05,-0.012742420411545299
273,-0.02486703099121773,-0.014587304318164634,-0.007880711368627634,-0.019727167654691184
275,-0.0410229280539505,-0.014301136844310133,-0.0033415581803302,-0.027662032449130316
276,-0.0261100133699827,-0.0070116846035298,-0.0075460758973034,-0.01656084898675625
277,-0.05436485977574864,-0.0202687245466007,-0.008224242697529267,-0.03731679216117467
278,-0.0273977500600202,-0.0084660936604831,-0.0058786254309802334,-0.01793192186025165
279,-0.04523244271987043,-0.008873032619935033,-0.0028880373246365667,-0.02705273766990273
281,-0.03177670753257145,-0.011227393378013865,-0.0035239197604398005,-0.021502050455292656
282,-0.0468470345395353,-0.0203166687895101,-0.0502745205677301,-0.0335818516645227
283,-0.05182958602230053,-0.0150859506118184,-0.006418156589643134,-0.03345776831705947
284,-0.014375477842847902,-0.021983542021140667,-0.0043020352412204,-0.018179509931994284
285,-0.013720217669235965,-0.0212839014097076,-0.007978706904221767,-0.01750205953947178
286,-0.043447437175506996,-0.014222052907260732,-0.004773399305229666,-0.028834745041383864
288,-0.007259725721569334,-0.014626100517352003,-0.0053907403644554005,-0.010942913119460669
289,-0.017701515297388098,9.199131863430006e-05,0.0008815461824341,-0.0088047619893769
290,-0.05390111312615375,-0.024470478885316668,-0.02401107353890593,-0.039185796005735206
293,-0.0356126862895144,-0.0079580482495763,-0.0036156392916959,-0.02178536726954535
294,-0.0563524650164838,-0.013716830643521366,-0.006247118647957933,-0.03503464783000258
295,-0.04726637295611713,-0.008281657745868367,-0.0030698527764611333,-0.027774015350992748
296,-0.018977008228272266,-0.016228818237665064,-0.006030438179685366,-0.017602913232968663
297,-0.015923208065283998,0.0021067250586543004,-0.0006701290446241999,-0.006908241503314849
298,0.00020567395748220013,-0.012563239047316599,-0.0017024940732331998,-0.0061787825449172
299,-0.04486204092636561,-0.011762733401332099,-0.004432061738466944,-0.028312387163848853
300,-0.021880328432933294,-0.011971886636042798,-0.0038904099966011667,-0.016926107534488047
301,-0.0681760874882183,-0.01690571833348317,-0.007450744700508699,-0.042540902910850734
302,0.0087330602251946,-0.0106534039826095,-0.0035932136927001,-0.0009601718787074498
303,0.0112693312258822,-0.01763122786207427,-0.0121434117150475,-0.003180948318096034
304,-0.02296094126860215,-0.0116474686034131,-0.0016879578889950333,-0.017304204936007626
305,-0.02571726162808495,-0.019421682507154866,-0.0015321622170816668,-0.02256947206761991
306,-0.0332140584151801,-0.014577819576870966,-0.003052110075816367,-0.023895938996025535
307,-0.002870062501674533,-0.0143217609288534,-0.0023137474177389,-0.008595911715263967
308,-0.05829985873594926,-0.033677830616454164,-0.0426592312381855,-0.045988844676201714
309,-0.005863148245945533,-0.017324658547043365,-0.004549276799211434,-0.01159390339649445
310,-0.035161216449783206,-0.01678736585940103,-0.0037235963654128,-0.02597429115459212
311,-0.03044973716809893,-0.013013557565306866,-0.004450375870321766,-0.021731647366702897
312,-0.022708257564785336,-0.013758827965777765,-0.004851716366468067,-0.018233542765281552
313,-0.0227310734335935,-0.0070404929095054004,-0.0018180394626053419,-0.01488578317154945
314,-0.0183444013677274,-0.023781343619467637,-0.02424138840421773,-0.02106287249359752
317,-0.02352711677889224,-0.016673056141509865,-0.0023994974715042666,-0.020100086460201054
319,-0.0018076730431863001,-0.014758910123714233,-0.0049928974001171335,-0.008283291583450267
320,-0.04392616512793107,-0.011895516389425133,-0.0036405923890768335,-0.027910840758678102
322,-0.015247394253276966,-0.0091899550645946,-0.0022276805716279335,-0.012218674658935783
323,-0.0254933774438097,-0.012404385001086335,-0.0032169782341926333,-0.018948881222448016
324,-0.0262239159192683,-0.016357577782513233,-0.0148522286254682,-0.021290746850890767
325,-0.026639472705015266,-0.011000483861777535,-0.002650112944935567,-0.0188199782833964
326,-0.0506095792748128,-0.0072225391720596,-0.0030220951570938334,-0.0289160592234362
327,-0.03963769053781913,-0.0058071080303794,-0.0025318922156996335,-0.022722399284099266
328,0.0029477742577047,-0.014900310134265668,-0.006956791667188167,-0.005976267938280484
329,-0.0455491574104222,-0.008564758315066267,-0.012215988458314566,-0.027056957862744237
330,-0.06580273941162261,-0.0139711468863355,-0.0080812930185568,-0.03988694314897905
331,-0.04850261941022473,-0.011796793395187867,-0.004516492182086134,-0.0301497064027063
332,-0.02810232860078645,-0.0066327101048139665,-0.0003508834808690334,-0.01736751935280021
334,-0.045170425181759566,-0.011011024789056,-0.004869819397376366,-0.028090724985407784
335,-0.04370312099028567,-0.016042785640897565,-0.005704269238786468,-0.029872953315591616
336,-0.031522359875634835,-0.01104454605579317,-0.0041392022459861,-0.021283452965714003
337,-0.0280859065963877,-0.010885876464817765,-0.00011191684598480011,-0.019485891530602734
338,-0.023639063224734802,-0.009012078680043866,-0.0019619493137458,-0.016325570952389335
341,-0.0066845899360432,-0.010734310026158633,-0.0035304321642202333,-0.008709449981100917
342,-0.0435189344984536,-0.014413435704714933,-0.005548916136061034,-0.028966185101584267
343,-0.04115189395329833,-0.024968758823116704,-0.019633377699746934,-0.033060326388207516
344,-0.0547922209150761,-0.0098515068959796,-0.0006909780554851668,-0.03232186390552785
345,-0.04600430064269994,-0.008003007333543434,-0.0016699053089032332,-0.027003653988121688
346,-0.022824924429404897,-0.011851390305707865,0.00011066519028287101,-0.01733815736755638
348,-0.0028159548890076005,-0.014880727507448498,-0.00433970186190717,-0.00884834119822805
349,-0.041171997723352935,-0.015670200540684,-0.003490623919985667,-0.028421099132018467
350,-0.04584468151327736,-0.0026617349802563997,-0.0023201079586597,-0.024253208246766883
352,-0.039753979008022106,-0.006384712789872834,0.0027871894427205,-0.02306934589894747
353,-0.050421759751525595,-0.015592797470839167,-0.006796910160469634,-0.033007278611182383
354,-0.0341357564548455,-0.019136580342328666,-0.013316199465329701,-0.026636168398587082
355,-0.05513467728958544,-0.012193845400057935,-0.009337925383701632,-0.033664261344821686
357,-0.0320897583835663,-0.0071791166283894,-0.0015320243562473334,-0.01963443750597785
359,-0.012862056576336149,0.003170539335083,0.0020587933593605333,-0.004845758620626575
361,-0.0573353853506958,-0.01810739938546793,-0.007724121749756434,-0.03772139236808186
362,-0.0106947136226054,-0.0006978320299348,-0.0047272393512849,-0.0056962728262701
363,-0.045380090248767796,-0.014925311724718065,-0.006041092355385133,-0.03015270098674293
364,-0.045947429726735434,-0.012484923227238034,-0.0049007288412561,-0.029216176476986735
366,-0.012869837930759935,-0.0212333022690039,-0.009911799726951968,-0.017051570099881917
368,-0.0374062508782241,-0.007930634374850233,-0.0031083662337840004,-0.022668442626537166
369,-0.0426798067301736,-0.014155226116105134,-0.005251933141464033,-0.028417516423139368
370,-0.024450505431280467,-0.0046412903469375,-0.0051799402568611,-0.014545897889108983
371,-0.03062971136662593,-0.0019990727598089997,0.0021069307046499668,-0.016314392063217466
373,-0.0009501347174249334,-0.0044752726210566,-0.004797052684155267,-0.002712703669240767
374,-0.042582515653829235,-0.0096848312328604,-0.0022982640138699668,-0.02613367344334482
375,-0.007508244774653,-0.0084564721786244,-0.004564693118429233,-0.0079823584766387
376,-0.0387900749759168,-0.0161652630524449,-0.005689827365245,-0.027477669014180847
377,-0.0004130203761833999,-0.016919368914387934,-0.0024520223953610663,-0.008666194645285667
378,-0.047771829844690396,-0.010900758160925434,-0.005290670160606766,-0.029336294002807916
379,0.0019478363353808,-0.0112623607871078,-0.0028962039965911876,-0.0046572622258635
380,-0.015666444263647498,-0.010119116496255234,-0.0033919821281963003,-0.012892780379951365
381,-0.0378094937733774,-0.0130597393463047,-0.0019988841737647333,-0.025434616559841052
382,-0.0011788180123889667,-0.014759199285924599,-0.005342852788439567,-0.007969008649156784
383,-0.026291855997070606,-0.018993691875187166,-0.003444870365369933,-0.022642773936128888
384,-0.022666122871050652,-0.000836607747779633,-0.0021225140534768,-0.011751365309415143
385,-0.05199999977513483,-0.012131767705159432,-0.0040764390331845665,-0.03206588374014713
386,-0.0021033558768971668,-0.016342313958498767,-0.011194192934767033,-0.009222834917697967
387,-0.0049745147328261,-0.016510700902423167,-0.0037715327027615666,-0.010742607817624634
388,-0.002774280538807,-0.011664724534448398,-0.0023581583123719,-0.007219502536627699
389,-0.061004702315373895,-0.013057094811353665,-0.0035149304880725666,-0.03703089856336378
390,-0.028395205159980463,-0.005298460611727367,-0.0016967973951580667,-0.016846832885853914
392,-0.0003853671628074999,-0.013565498485281999,-0.003994360850937466,-0.006975432824044749
