mutant_id,clim_fitness,nlim_fitness,switch_fitness,combined_fitness
29.0,-0.4241993168213844,-0.04182994112579466,0.04393331930935497,-0.23301462897358954
30.0,-0.565923436670032,-0.3379403111568227,-0.1693629831926314,-0.4519318739134274
31.0,-0.1483716787298467,0.30841262031137023,0.10330541709634036,0.08002047079076177
32.0,-0.18544198948308904,-0.26246287258119977,-0.052584889074751326,-0.2239524310321444
33.0,-0.44100310045757685,-0.07290016621112787,0.013628977202482032,-0.25695163333435234
34.0,-0.20610389841379861,-0.18695359123295063,-0.037995780100879006,-0.19652874482337462
35.0,-0.23477376348358256,-0.4594374456096528,-0.02935954239415467,-0.34710560454661765
36.0,-0.37476887311549123,0.11445755104036938,0.03416612665449481,-0.13015566103756093
37.0,-0.16401933611236302,-0.20810547736074358,0.017537878988200133,-0.1860624067365533
38.0,-0.15426378565221288,-0.2904034099956443,0.025181441425489122,-0.22233359782392859
39.0,-0.5234494610858695,-0.25988136701211617,-0.12536133351907192,-0.39166541404899285
40.0,-0.44530816170511334,-0.05964208564667562,-0.08290707832992261,-0.2524751236758945
41.0,-0.37075596744243916,-0.203791435251357,-0.068261958254515,-0.2872737013468981
44.0,-0.4459824216558221,0.0019760099471358913,-0.06219295902668942,-0.2220032058543431
45.0,-0.02510165091329583,-0.31966877076414685,-0.07694227837020502,-0.17238521083872133
46.0,-0.6637920544777682,-0.48524796324038866,-0.14994855634339427,-0.5745200088590785
47.0,0.02893185225908558,-0.24380778678998696,0.04443757993921085,-0.10743796726545068
48.0,-0.4645769966835207,0.0709501349702579,-0.0245357927354211,-0.1968134308566314
49.0,-0.3808552680116911,-0.16080977297696175,-0.09687404426871775,-0.27083252049432643
50.0,-0.20018204364828124,-0.013171149814060184,0.0306113609490975,-0.1066765967311707
51.0,-0.21048898870500235,-0.2543431355468532,0.013297940191737898,-0.2324160621259278
52.0,-0.4775515958937261,-0.027763918071032317,0.027891191435140968,-0.2526577569823792
53.0,-0.14151725362835293,-0.28901936644800685,-0.0015996243417863761,-0.2152683100381799
54.0,-0.4004229512089512,0.20546188852732733,0.016159026857363756,-0.09748053134081194
55.0,-0.6065052794073739,-0.18134765438837128,-0.046944307648804126,-0.3939264668978726
56.0,-0.15785888425292594,-0.27487290328899905,0.022474133536845912,-0.2163658937709625
59.0,-0.39472264131447676,-0.16357681788725087,-0.09713804218367433,-0.2791497296008638
60.0,-0.38389278279719713,0.015075184894398734,0.027248674488368756,-0.1844087989513992
61.0,-0.5748756442083298,-0.05720240812242744,-0.07589094584381968,-0.3160390261653786
62.0,-0.23384866037122926,-0.11960862494788398,-0.046420839142826624,-0.17672864265955662
65.0,-0.39775922788560736,-0.6704485308559156,-0.2268467612296734,-0.5341038793707615
67.0,-0.17530184509886138,-0.23838575249931798,0.10965698093703656,-0.20684379879908968
68.0,-0.1706489086099565,-0.08162902863327087,0.20509121486660073,-0.12613896862161367
70.0,-0.44943838760527505,0.0495504627629476,0.150725553443787,-0.19994396242116372
71.0,-0.4106790420090015,-0.06772637826234107,0.11077504539452646,-0.2392027101356713
72.0,-0.6459005856616817,-0.1326819401742761,0.08877755557594968,-0.3892912629179789
74.0,-0.4215656882452579,-0.283532891462126,-0.26135712122369753,-0.35254928985369194
75.0,-1.277350946744263,-0.6564338685908273,-0.6636510605534839,-0.9668924076675451
76.0,-0.6042016139421993,0.0389008363669531,0.17889241985963675,-0.2826503887876231
78.0,-0.34071704807536723,0.10393673361698177,0.12566354250469997,-0.11839015722919273
79.0,-0.3946438018290502,-0.08189246392571645,0.29452157354448133,-0.2382681328773833
80.0,-0.49129253785823546,0.018967029310319544,0.13951384573281048,-0.23616275427395794
81.0,-0.458761994729159,-0.20462451308905005,0.08152578272202216,-0.33169325390910454
82.0,-0.4914716466437156,-0.27394709136941775,-0.011321642451954375,-0.3827093690065667
83.0,0.07705610105986313,-0.26592047295556387,0.1262172181516405,-0.09443218594785037
84.0,-0.47696335951404945,-0.158655460578153,0.23946465072019493,-0.3178094100461012
86.0,-0.4831463334739127,-0.25075994502343757,-0.05175384106497605,-0.3669531392486751
87.0,-1.026547602337717,-0.14953233471576696,0.22370064255321417,-0.5880399685267419
88.0,-0.08881681345297568,-0.196073462103106,0.06542248100081247,-0.14244513777804085
89.0,-0.5313343791671161,-0.43649430074309803,-0.22512856060090827,-0.4839143399551071
90.0,-0.12468549511336395,-0.3371233503820224,-0.06342099912060725,-0.23090442274769318
91.0,-0.5022346630057909,-0.014223437122573176,0.16352419379628305,-0.258229050064182
92.0,-0.47987724437260537,-0.22083274220422466,0.0638274568560005,-0.350354993288415
94.0,-0.4415913368372535,-0.1688580266224972,-0.5147913016615565,-0.3052246817298753
95.0,-0.40967300036114795,-0.23680995744611988,0.13083321950596744,-0.3232414789036339
96.0,-0.4484423663991279,-0.21428974135355427,0.02166567413576033,-0.3313660538763411
98.0,-0.1975466116441138,-0.32558495356395295,0.07786312731610293,-0.2615657826040334
99.0,-0.4495147312050925,-0.40667188081259187,0.013191280187914517,-0.4280933060088422
100.0,-0.5244616123649469,-0.20430065530515934,-0.15484827629607373,-0.3643811338350531
102.0,-0.43558056350379876,0.10705648498371782,0.38076135205122846,-0.16426203926004046
103.0,-0.6655612704907603,-0.0720120630081599,0.17335197972465075,-0.3687866667494601
104.0,0.031638002660104414,-0.25421970312841036,0.08085397301264077,-0.11129085023415297
105.0,-0.4757785165197317,-0.2003661387924073,-0.04655333920753372,-0.3380723276560695
106.0,-0.14704891506352952,-0.17363061055473059,-0.08540244771362691,-0.16033976280913004
107.0,-0.1522953852159088,-0.24366484795222706,-0.24311036654308615,-0.19798011658406794
108.0,-0.5115792350312536,-0.19655374295162129,-0.2227373917187309,-0.35406648899143744
110.0,-0.7310456094026531,-0.18044963397125025,-0.2620324244689571,-0.45574762168695165
112.0,-0.43371948694207996,-0.23338508567260552,-0.22144032355632826,-0.33355228630734274
113.0,-0.4456332594176205,-0.2166936615945403,-0.2526092702790138,-0.33116346050608036
114.0,-0.19438645012498104,-0.09331118624924492,0.13534823818457375,-0.14384881818711298
115.0,-0.8214140695847721,-1.076003365887898,-1.126456383512584,-0.9487087177363351
116.0,-0.6722269775576069,-0.652490600620133,-0.7837815138128869,-0.6623587890888699
117.0,-0.11130092798699083,-0.296482999336359,0.15582920986623774,-0.20389196366167492
118.0,-0.11775026007082579,-0.2512726911276897,-0.17350734991879874,-0.18451147559925773
119.0,-0.33972102686922007,-0.1917420298565383,0.10375066065063931,-0.26573152836287917
121.0,-0.33800475276773234,-0.3828695349342701,-0.3728724587880865,-0.36043714385100123
123.0,-0.137251666943591,-0.168867790340526,-0.11000846388383799,-0.1530597286420585
125.0,-0.6122089914184187,-0.19876173775572645,-0.05651379508378132,-0.40548536458707257
126.0,-0.16589966213332624,-0.0616752158613785,-0.02752770819147895,-0.11378743899735237
127.0,-0.12791603208266927,-0.24160400786795314,-0.12253545946751374,-0.18476001997531122
128.0,-0.5404336536042605,-0.617617538059177,-0.5513133470098549,-0.5790255958317188
129.0,-0.8599515258717593,0.16535095032676306,-0.0322649959079366,-0.3473002877724981
130.0,-0.22810831367543044,-0.1377692278033461,-0.04812232193904422,-0.18293877073938827
131.0,-0.47431913757216865,-0.13952183383358835,-0.09322186828488656,-0.3069204857028785
132.0,0.14843956367042932,-0.15330487527485376,0.03135581359237992,-0.002432655802212219
134.0,-0.11621390215689725,-0.07678971461068455,-0.09332842659749928,-0.09650180838379091
135.0,-0.4227731151802889,-0.01803926095496767,0.1237878565084394,-0.2204061880676283
136.0,-0.18023556662314485,-0.080864149391866,0.0011034155814012014,-0.13054985800750543
137.0,-0.3646451073617943,-0.7409404619909079,-0.3493152096222966,-0.5527927846763511
138.0,-0.4367450730291821,-0.5162734066471647,0.09641879628323345,-0.4765092398381734
140.0,-0.4761351501425324,0.11983102703165428,0.09992651371978813,-0.17815206155543906
141.0,-0.5294476819300891,0.04422156379360251,0.13626317636636195,-0.24261305906824326
142.0,-0.49402275559761655,-0.1617409329165441,-0.035107402257390966,-0.32788184425708033
143.0,-0.6069494509831105,-0.225403651674289,-0.06810460364191058,-0.41617655132869974
144.0,-0.5553248496144645,0.06856240735408049,0.05756981115440346,-0.243381221130192
145.0,-0.47206312883820584,-0.022800019524153593,-0.2557218298598666,-0.24743157418117973
146.0,-0.16970143547188155,-0.22845023430088215,0.06241401601916823,-0.19907583488638186
148.0,-0.2631039450191176,-0.20635719711390102,-0.0243993134532183,-0.2347305710665093
149.0,-0.5431637431260291,-0.1094300645331128,0.13555981118258828,-0.32629690382957094
150.0,-0.5083776630491628,-0.010967967018918334,0.09577304827062715,-0.25967281503404055
151.0,-0.4577534728979703,-0.04537541107557132,-0.022440973411843645,-0.2515644419867708
152.0,-0.5874245558263942,-0.38916612160687736,-0.226074631973603,-0.4882953387166358
153.0,-0.529209018373099,0.13433020487892558,0.07171632772726973,-0.1974394067470867
154.0,-0.02305166826648576,-0.003654970619668848,0.037384834847030424,-0.013353319443077305
155.0,-0.5630157394345494,-0.1570214503822339,-0.2112311342644177,-0.36001859490839166
157.0,-0.31870313090389113,-0.24655515012983384,0.009388524458819532,-0.2826291405168625
158.0,-0.19615772546200008,-0.150710275391935,0.16022269322368277,-0.17343400042696755
159.0,-0.2068592511109663,0.11090880616364447,-0.31565721316651485,-0.04797522247366092
160.0,-0.380682595490366,0.3400125765134204,0.03724211522961367,-0.020335009488472805
162.0,-0.21149092181194593,-0.11921158914558136,0.16972727444212068,-0.16535125547876364
163.0,-0.45471108935981175,-0.25408016539421396,-0.233606825663456,-0.35439562737701286
164.0,-0.632883053255107,-0.09174777758019578,0.06277646495734615,-0.3623154154176514
165.0,-0.5806661531676096,-0.2935836861202261,-0.049744347278246455,-0.43712491964391786
166.0,-0.6447968257306477,-0.013352485401520085,-0.03438363803806854,-0.3290746555660839
167.0,-0.5107864967155931,-0.0010623399884234497,0.10027075321548358,-0.25592441835200824
168.0,-0.5018728682524953,-0.12280993305795901,-0.11318611414957648,-0.3123414006552272
170.0,-0.5249750170940081,-0.329068565940052,-0.140123402006007,-0.42702179151703
171.0,-0.34955141778410925,-0.4665989341111292,-0.08533452224150233,-0.4080751759476192
172.0,0.23327721210336017,-0.25520502960491376,-0.15307867933811536,-0.010963908750776796
173.0,-0.6085590970818859,-0.15474442044822878,-0.014414201266214226,-0.38165175876505736
174.0,-0.14616632882450298,-0.3387710016539631,0.006521877176891299,-0.24246866523923305
175.0,-0.14131419701151632,-0.07208133427621141,0.0388403443644629,-0.10669776564386386
176.0,-0.1513126805633909,-0.25045702754832444,0.08026961001349336,-0.20088485405585765
177.0,-0.5285863520793235,0.005307727437949217,0.13534175695730494,-0.26163931232068716
178.0,-0.6172757643337203,0.1460199108185823,-0.013839913609556307,-0.23562792675756902
179.0,-0.5440427625824253,-0.18693964111854516,-0.06650233873889652,-0.3654912018504852
180.0,-0.49126934030783015,-0.11541799711224271,-0.010580462913031864,-0.30334366871003643
181.0,-0.4222050758286042,-0.04859447308837312,0.10697798268055966,-0.23539977445848867
182.0,-0.12800038337907527,0.007791453444903666,0.025112242867639942,-0.0601044649670858
183.0,-0.21936968343058905,-0.2890060295581569,0.08581409731659817,-0.254187856494373
184.0,-0.1490567509815117,-0.3141450443853505,-0.0015781219764731368,-0.23160089768343112
185.0,-0.13663576310956793,-0.2812591172046188,0.04156972342316246,-0.20894744015709338
186.0,-0.5825458878381772,0.16179538630018508,0.06043329771067553,-0.21037525076899605
187.0,-0.3470760893720868,0.10625977898995077,-0.22762396580603225,-0.12040815519106801
188.0,-0.5171854325026357,-0.5439984168961056,-0.4627304673587209,-0.5305919246993707
189.0,-0.676241921235371,-0.30333705916453335,-0.1896441122101007,-0.48978949019995216
190.0,-0.25149709503995227,-0.2646475058354478,-0.04649712245751633,-0.2580723004377
191.0,-0.3513527382999191,-0.07798589598770343,0.09445203326805394,-0.21466931714381127
192.0,-0.4860582787993531,-0.2689705318545461,-0.07934891300871674,-0.3775144053269496
193.0,-0.17082858019744196,-0.25123613607552103,0.01351186229075552,-0.2110323581364815
194.0,-0.49938600425940854,-0.16708349104244363,0.061621951463328176,-0.3332347476509261
195.0,-0.555066851586858,-0.30591093184502427,-0.16215255901916656,-0.4304888917159411
196.0,-0.2116613295062293,-0.22588283445682392,-0.20692447814314693,-0.2187720819815266
197.0,0.25717851605194997,-0.20492707783191458,0.042164170601247115,0.026125719110017695
198.0,-0.7911396898504979,-0.6310362101393524,-0.6398660531474266,-0.7110879499949252
200.0,-0.3286947215330824,-0.34256121122146677,-0.010897828593404922,-0.33562796637727454
201.0,-0.1016297737205291,-0.18902053016363735,-0.13266829186908735,-0.14532515194208323
202.0,-0.5521931618087708,-0.21059489107336127,0.09622613658733435,-0.381394026441066
203.0,-0.4740955045591214,-0.3379550234433644,-0.49313319236467223,-0.40602526400124295
204.0,-0.4328833634232304,-0.3166949523573286,-0.08146519441260178,-0.3747891578902795
205.0,-0.27725898627570716,-0.40006657064079443,-0.06565624646298383,-0.33866277845825077
206.0,-0.5345289701754485,-0.17283603983537624,-0.09736125357806664,-0.3536825050054124
207.0,-0.485233193295434,0.03088797559285804,0.1841455195110013,-0.22717260885128798
208.0,-0.478952170770334,0.0364481122939615,0.060757329639878864,-0.22125202923818624
209.0,-0.11190369687643822,-0.20569230192920107,0.0860828505491123,-0.15879799940281963
210.0,-0.5678980303271746,-0.2625869420702937,-0.4703747702528872,-0.41524248619873416
211.0,-0.5254370591327298,-0.04924964927357035,-0.0025698855871125626,-0.28734335420315005
212.0,-0.8799507380187449,-0.36208751282025037,-0.6728192755778479,-0.6210191254194977
215.0,-0.18906120541301255,0.020175610865911145,-0.40251536074239547,-0.0844427972735507
216.0,-0.2901691177956893,-0.2395847033150271,-0.21218116894063516,-0.2648769105553582
217.0,-0.422134816908096,-0.37355265314081376,-0.3458479209484893,-0.3978437350244549
218.0,-0.21125377413767127,-0.2685466199667318,0.03173842616234489,-0.23990019705220153
219.0,-0.36523612501128744,-0.20309590224486437,0.06931935296490065,-0.2841660136280759
220.0,-0.5710675038991719,-0.1856712079100984,-0.039101570361884344,-0.37836935590463516
221.0,-0.520986327200953,0.18765286305512419,-0.22766239124742146,-0.16666673207291438
223.0,-0.39265647857057545,0.3888677281654874,-0.08611908591894761,-0.001894375202544013
224.0,-0.20283807186097472,-0.1891800806421583,0.07345368501474854,-0.1960090762515665
225.0,-0.11819512423254162,-0.19509834571680804,-0.06707945101874738,-0.15664673497467482
227.0,-0.37295286054512755,-0.2827168596730991,-0.33695428676254086,-0.32783486010911334
229.0,-0.44159133683725355,-0.18068251713129937,-0.20764616164177535,-0.3111369269842765
230.0,-0.288481094562027,-0.08071316609490778,0.058485544330177025,-0.18459713032846736
231.0,-0.677314889196795,-0.03436678375710054,-0.1774990967234276,-0.35584083647694775
232.0,-0.3003143108207372,-0.2032398285704946,-0.10694416656954574,-0.25177706969561586
233.0,-0.23980320173872743,-0.23064974676641714,-0.3279292378822535,-0.2352264742525723
234.0,-0.6963086965615018,-0.04948014011275196,-0.2042611108116417,-0.3728944183371269
235.0,-0.21127570730930045,-0.28812702231497417,-0.4018307553041678,-0.2497013648121373
237.0,-0.5307817394164355,-0.11335883994648174,-0.15970424904012662,-0.3220702896814586
238.0,-0.3566962195141028,-0.23022035967456939,-0.11084304403926115,-0.29345828959433606
239.0,-0.22362434840358428,-0.1306375791222414,-0.10477615878143773,-0.17713096376291282
240.0,-0.4481085878296431,-0.044541518723443495,-0.38725166016336515,-0.24632505327654328
241.0,-0.43246319496039226,0.09419152094912882,-0.015553103069683844,-0.16913583700563173
243.0,-0.5126284590473122,-0.1782104460058271,0.019799986847138025,-0.3454194525265697
244.0,-0.47215507441057497,-0.12419397660559645,-0.017080044672276102,-0.2981745255080857
245.0,-0.5431530791113174,-0.11532738456749915,-0.19713656366304555,-0.32924023183940826
246.0,-0.16858181533130034,0.473133326087758,-0.02351119683489883,0.15227575537822882
247.0,-0.5895985236653778,-0.6788015780984633,-0.4983524312154757,-0.6342000508819206
248.0,-0.16446792182498843,-0.2690501852058682,-0.02520964881478073,-0.21675905351542832
249.0,-0.4899901478203388,-0.1419334029991379,0.039761634181645265,-0.31596177540973835
250.0,-0.5722898143822397,-0.37747002441490374,-0.39102076769928157,-0.4748799193985717
251.0,-0.2662698647391313,-0.06776940882965575,0.05391290861866546,-0.16701963678439352
252.0,-0.0639014615749417,-0.19851653661222723,0.049849953187545176,-0.13120899909358447
253.0,-0.1730621835669048,-0.27656597297034446,-0.3213266356077201,-0.22481407826862465
254.0,-0.20321821699558834,-0.1588594312516412,-0.5012811115964,-0.18103882412361477
255.0,-0.4219306520081748,-0.17146990601885237,-0.1562153077771725,-0.2967002790135136
256.0,-0.46156894503229606,0.1147596898034135,-0.02582129957846164,-0.17340462761444128
257.0,-0.03595955044112753,-0.2550930224289606,0.025658590964658407,-0.14552628643504406
258.0,-0.6076297247709461,-0.13482791562707178,0.004096913466614557,-0.37122882019900894
260.0,-0.6611218852596201,-0.08693040771223062,-0.13994668196170515,-0.37402614648592536
262.0,-0.428616737627048,-0.18195567628577208,-0.03671355686135469,-0.30528620695641007
263.0,-0.45894786836935636,0.12648555903520495,0.058138158322197375,-0.16623115466707572
264.0,-0.5992243551916909,-0.012186884205888981,0.1537896310734274,-0.30570561969878995
265.0,-0.4810240414071105,-0.26330236532687934,-0.277523183299564,-0.37216320336699493
266.0,-0.7869482287788229,-0.071134866425829,-0.06308754687962884,-0.42904154760232593
267.0,-0.4073793580276234,0.042398885788526734,-0.16322956139645836,-0.18249023611954832
268.0,-0.1902147734310992,-0.13949328089631874,0.10596129355802138,-0.16485402716370895
269.0,-0.5070324608282336,0.028176532211940643,-0.3740441888960662,-0.23942796430814647
270.0,-0.5356400886026043,-0.18880071768026402,-0.06415878420068201,-0.3622204031414341
271.0,-0.46570266945662053,0.028713686829200558,0.07616811524758879,-0.21849449131371
272.0,-0.43597180012991466,6.460752983940277e-05,0.06154283204971324,-0.21795359630003763
273.0,-0.5844175379696146,-0.2286476765987323,-0.3565728697408517,-0.40653260728417345
274.0,-0.032946537150707667,-1.2852008365850953,-0.7570305797212619,-0.6590736868679015
275.0,-0.4514069322262924,-0.16539927491924572,-0.4508840353266005,-0.30840310357276907
276.0,-0.3164357821179636,0.03355629036875439,-0.3272146945122212,-0.1414397458746046
277.0,-0.5029551260953846,-0.4115471505380005,-0.24917958246828756,-0.45725113831669256
278.0,-0.5497759594150009,-0.13869695447976205,-0.2517112911156901,-0.3442364569473815
279.0,-0.514279738014413,-0.14116614982301814,-0.2996579945900131,-0.32772294391871554
281.0,-0.4924699405977968,-0.15600518462182764,-0.08282311136706991,-0.32423756260981224
282.0,-1.8258678105517419,-0.42139476026963985,-1.2283041351218704,-1.123631285410691
283.0,-0.5280745806377405,-0.18880071768026396,-0.05561853257970537,-0.3584376491590022
284.0,-0.08822678830265657,-0.20787316612966614,0.0027633258340302724,-0.14804997721616137
285.0,-0.5715805926215012,-0.21495267230026308,0.16577705568061893,-0.3932666324608821
286.0,-0.5012189870753012,-0.2477687518957039,-0.16566231196296322,-0.37449386948550256
287.0,0.0059130125130814615,-0.6473678717143431,-0.5092161853812829,-0.32072742960063083
288.0,-0.385573974374889,-0.2659643557013191,-0.2571450474479311,-0.32576916503810405
289.0,-0.4920227129293113,0.08605770150308298,0.05436722057004049,-0.20298250571311416
290.0,-0.5633115975608327,-0.5561701873992526,-0.5644502908282715,-0.5597408924800427
293.0,-0.4662744039493183,-0.1369964954188984,-0.061016467444154995,-0.3016354496841084
294.0,-0.6532360233901929,-0.20367612918796563,0.004860688540610471,-0.4284560762890793
295.0,-0.37234161238335356,-0.056794133399099805,-0.2681279179631125,-0.2145678728912267
296.0,-0.515504037713449,-0.09095580027405999,-0.00621905922308595,-0.3032299189937545
297.0,-0.4240098510784037,0.25274326368495587,0.03853462451651233,-0.08563329369672393
298.0,-0.157745759473885,-0.16533484576015617,-0.07975232438146523,-0.16154030261702057
299.0,-0.5704194552976507,-0.1958720116163133,0.05296723460196679,-0.383145733456982
300.0,-0.5270554803780768,-0.18168979588000758,-0.23916486295460995,-0.3543726381290422
301.0,-0.5334078864276035,-0.18433595735500413,-0.13835460131126728,-0.3588719218913038
302.0,0.06659731342370963,-0.2552121494750492,0.03603944427011328,-0.0943074180256698
303.0,-0.01954865340593953,-0.3834778086406668,-0.33314668044756135,-0.20151323102330315
304.0,-0.343994947462755,-0.13144692659931273,0.009201287266899427,-0.23772093703103386
305.0,-0.5843160475041426,-0.15536579703848133,0.14287847628904096,-0.36984092227131193
306.0,-0.48077918334644393,-0.06143520167221275,-0.00274161934232392,-0.27110719250932835
307.0,-0.18703286648327302,-0.18012453625874308,-0.06738082686489182,-0.18357870137100807
308.0,-0.7660769815560098,-0.6704485308559156,-0.7349832636527565,-0.7182627562059627
309.0,-0.2506887620571877,-0.27139916240359013,-0.24929865109082516,-0.26104396223038895
310.0,-0.4223876909085636,-0.29118758580206017,-0.0936877078400499,-0.3567876383553119
311.0,-0.5264616550332522,-0.19594112967170998,-0.24431028221217066,-0.36120139235248105
312.0,-0.4011138096298023,-0.014735103821448187,-0.04031541541524107,-0.20792445672562526
313.0,-0.41042828966814326,0.008699667209270748,-0.08270194226533002,-0.20086431122943627
314.0,-0.9966209412828643,-0.4810102692809285,-0.019834799195132265,-0.7388156052818964
317.0,-0.16012464051097297,-0.24927076421244274,-0.01059885470725332,-0.20469770236170787
319.0,-0.2548339100901091,-0.3628965771334526,-0.038953929802622765,-0.3088652436117808
320.0,-0.5621665513859997,-0.21679450871578274,-0.20424697241214018,-0.3894805300508912
322.0,-0.601659153412559,0.07008344382090084,0.038185738575555676,-0.2657878547958291
323.0,-0.52959661558288,-0.2658542477884519,-0.027429100341404347,-0.39772543168566593
324.0,-0.4458397004224297,-0.29868339144348893,-0.40952409527328437,-0.37226154593295935
325.0,-0.5917353278352904,-0.3028783430534131,0.039952875383953354,-0.44730683544435174
326.0,-0.49504735149813883,-0.18152665307428623,0.009425019597220382,-0.33828700228621256
327.0,-0.4438726669324032,0.05550491375787983,0.122067027616915,-0.19418387658726166
328.0,-0.3954038419104223,-0.2019707821374923,-0.08369395791242326,-0.2986873120239573
329.0,-0.5320491773979905,0.039916621981394895,-0.4177622459202307,-0.2460662777082978
330.0,-0.7285437310254914,-0.1746346320168886,-0.040803816379353354,-0.45158918152119
331.0,-0.599934988146017,-0.05030215714318091,-0.1183050975837278,-0.3251185726445989
332.0,-0.42464815033772546,-0.002567876267341916,-0.029848122354165108,-0.21360801330253368
334.0,-0.5797367808566699,-0.1572268736002002,0.04004630176491989,-0.36848182722843503
335.0,-0.47973315213762935,-0.08082232238796228,0.009314255082123421,-0.2802777372627958
336.0,-0.5606233219082123,0.021535329091447508,-0.016005902855238726,-0.2695439964083824
337.0,-0.5011792477648409,-0.21388455461303285,0.06937126298035176,-0.35753190118893685
338.0,-0.2832228864013379,0.00723650746502541,-0.09325796010231296,-0.13799318946815625
341.0,-0.3290034357706983,-0.07936712551102658,0.1355142822171352,-0.20418528064086244
342.0,-0.6783787254052834,-0.1809033549775726,-0.02815371525793037,-0.429641040191428
343.0,-0.9603452379378944,-0.47699753155262364,-0.4457974765625732,-0.718671384745259
344.0,-0.49688329232681505,-0.1688355020706748,0.052481672073783486,-0.3328593971987449
345.0,-0.5003417904929705,-0.030997607754375926,-0.04089607164561649,-0.26566969912367316
346.0,-0.5191065925303854,-0.22174145377525092,0.07528115291594308,-0.37042402315281814
347.0,-0.9050983342200012,-0.07839841664030345,-0.1969334973277059,-0.4917483754301523
348.0,-0.29129020154353436,-0.2105948910733612,0.08877755557594971,-0.2509425463084478
349.0,-0.4380196652817465,-0.3168231794159315,-0.13003015783082666,-0.377421422348839
350.0,-0.4229079830228995,0.2518664052039078,0.0885417999795096,-0.08552078890949585
352.0,-0.3538871125325954,-0.01454492543973794,0.033407218531474464,-0.18421601898616669
353.0,-0.652586671280555,-0.07118930498370465,-0.06603482134568377,-0.36188798813212986
354.0,-0.9091831878743315,-0.03220534661834301,0.09280196657119201,-0.47069426724633723
355.0,-0.5595316119121179,-0.26838008896733945,-0.08989900227422562,-0.41395585043972866
357.0,-0.42402625850771125,0.06053682147282914,0.13611428928372718,-0.18174471851744106
359.0,-0.30781167318209474,0.0997225820238555,-0.426706858947381,-0.10404454557911962
361.0,-1.1429827726833477,-0.21985838759257645,-0.21989384195516268,-0.681420580137962
362.0,-0.5369605234163004,0.25635634459168344,-0.11928807083462975,-0.14030208941230848
363.0,-0.49599130021863386,-0.11156513067283917,-0.09215905737086517,-0.3037782154457365
364.0,-0.4703031886874324,-0.057246455811847896,0.10032249992625229,-0.26377482224964016
366.0,-0.486877953867623,-0.3881818645530141,-0.07976443708530423,-0.43752990921031853
368.0,-0.5071928200548448,0.12235491374306073,0.023050956634751183,-0.19241895315589203
369.0,-0.5501415331036044,-0.0877100194801435,-0.016049088709210815,-0.3189257762918739
370.0,-0.48262534433031556,0.142655996982354,-0.002514290362156676,-0.1699846736739808
371.0,-0.4368822597998572,-0.003488791482761891,-0.45292604023345473,-0.22018552564130953
373.0,-0.22274974109255608,-0.025201867684635185,-0.08587582121069494,-0.12397580438859562
374.0,-0.5140523963330741,0.045813942015781206,0.07033986337630341,-0.23411922715864644
375.0,-0.4847866503352218,-0.03852169769924502,0.044810959720557965,-0.2616541740172334
376.0,-0.4181455022438657,-0.06541824233496868,-0.09194145315079069,-0.2417818722894172
377.0,-0.1395288347320942,-0.1644879707614108,0.11224489095229997,-0.1520084027467525
