0,1,2,3,4,5
1e-08,0.0,0.0,0.0,0.0,0.0
1e-08,0.0006314505800461886,0.0006388446758310699,0.0006384621597087738,0.0006385928192894335,0.0006386875153407902
1e-08,0.0013760355824165979,0.001405597305375335,0.001406671091455881,0.0014066883320659565,0.0014067849771355698
1e-08,0.0013149419429200442,0.0013512277486568444,0.0013523600859631133,0.0013524622048513,0.0013525686239287153
1e-08,0.0016152296880850587,0.0016614372031151566,0.0016630428599491392,0.0016631581353701145,0.0016632631530086673
1e-08,0.0018520354265752939,0.001901481965522948,0.001903316372683355,0.0019033767031102736,0.0019034800623112759
1e-08,0.0016730453378845079,0.0017254704930821348,0.0017272588883942203,0.0017274181084233745,0.0017275224327249795
1e-08,0.0020585240079606507,0.0021171012831882967,0.0021192278500337825,0.002119349936486605,0.0021194506549254734
1e-08,0.0018598034737827567,0.0019209943095330403,0.001923107356641032,0.0019233183151707812,0.0019234221287622677
1e-08,0.0031173078961230743,0.003199239598205764,0.0032021929456547238,0.0032023015129380673,0.0032024127236075376
