mutant_id,clim_fitness,nlim_fitness,switch_fitness,combined_fitness,delta_s,non_additivity
104.0,0.031638002660104414,-0.25421970312841036,0.08085397301264077,-0.11129085023415297,0.28585770578851477,0.19214482324679374
105.0,-0.4757785165197317,-0.2003661387924073,-0.04655333920753372,-0.3380723276560695,-0.2754123777273244,0.29151898844853574
106.0,-0.14704891506352952,-0.17363061055473059,-0.08540244771362691,-0.16033976280913004,0.02658169549120107,0.07493731509550312
107.0,-0.1522953852159088,-0.24366484795222706,-0.24311036654308615,-0.19798011658406794,0.09136946273631827,-0.04513024995901821
108.0,-0.5115792350312536,-0.19655374295162129,-0.2227373917187309,-0.35406648899143744,-0.31502549207963226,0.13132909727270656
110.0,-0.7310456094026531,-0.18044963397125025,-0.2620324244689571,-0.45574762168695165,-0.5505959754314028,0.19371519721799457
112.0,-0.43371948694207996,-0.23338508567260552,-0.22144032355632826,-0.33355228630734274,-0.20033440126947444,0.11211196275101448
113.0,-0.4456332594176205,-0.2166936615945403,-0.2526092702790138,-0.33116346050608036,-0.2289395978230802,0.07855419022706656
114.0,-0.19438645012498104,-0.09331118624924492,0.13534823818457375,-0.14384881818711298,-0.10107526387573612,0.27919705637168674
115.0,-0.8214140695847721,-1.076003365887898,-1.126456383512584,-0.9487087177363351,0.2545892963031259,-0.1777476657762489
116.0,-0.6722269775576069,-0.652490600620133,-0.7837815138128869,-0.6623587890888699,-0.019736376937473876,-0.12142272472401694
117.0,-0.11130092798699083,-0.296482999336359,0.15582920986623774,-0.20389196366167492,0.1851820713493682,0.35972117352791266
118.0,-0.11775026007082579,-0.2512726911276897,-0.17350734991879874,-0.18451147559925773,0.1335224310568639,0.011004125680458998
119.0,-0.33972102686922007,-0.1917420298565383,0.10375066065063931,-0.26573152836287917,-0.14797899701268177,0.3694821890135185
121.0,-0.33800475276773234,-0.3828695349342701,-0.3728724587880865,-0.36043714385100123,0.044864782166537776,-0.012435314937085273
123.0,-0.137251666943591,-0.168867790340526,-0.11000846388383799,-0.1530597286420585,0.03161612339693498,0.043051264758220506
125.0,-0.6122089914184187,-0.19876173775572645,-0.05651379508378132,-0.40548536458707257,-0.4134472536626922,0.3489715695032912
126.0,-0.16589966213332624,-0.0616752158613785,-0.02752770819147895,-0.11378743899735237,-0.10422444627194774,0.08625973080587343
127.0,-0.12791603208266927,-0.24160400786795314,-0.12253545946751374,-0.18476001997531122,0.11368797578528386,0.06222456050779748
128.0,-0.5404336536042605,-0.617617538059177,-0.5513133470098549,-0.5790255958317188,0.07718388445491642,0.02771224882186385
129.0,-0.8599515258717593,0.16535095032676306,-0.0322649959079366,-0.3473002877724981,-1.0253024761985223,0.31503529186456153
130.0,-0.22810831367543044,-0.1377692278033461,-0.04812232193904422,-0.18293877073938827,-0.09033908587208433,0.13481644880034405
131.0,-0.47431913757216865,-0.13952183383358835,-0.09322186828488656,-0.3069204857028785,-0.3347973037385803,0.21369861741799195
132.0,0.14843956367042932,-0.15330487527485376,0.03135581359237992,-0.002432655802212219,0.3017444389452831,0.03378846939459214
134.0,-0.11621390215689725,-0.07678971461068455,-0.09332842659749928,-0.09650180838379091,-0.0394241875462127,0.003173381786291632
135.0,-0.4227731151802889,-0.01803926095496767,0.1237878565084394,-0.2204061880676283,-0.40473385422532127,0.3441940445760677
136.0,-0.18023556662314485,-0.080864149391866,0.0011034155814012014,-0.13054985800750543,-0.09937141723127886,0.13165327358890663
137.0,-0.3646451073617943,-0.7409404619909079,-0.3493152096222966,-0.5527927846763511,0.3762953546291136,0.20347757505405445
138.0,-0.4367450730291821,-0.5162734066471647,0.09641879628323345,-0.4765092398381734,0.07952833361798262,0.5729280361214069
140.0,-0.4761351501425324,0.11983102703165428,0.09992651371978813,-0.17815206155543906,-0.5959661771741867,0.27807857527522717
141.0,-0.5294476819300891,0.04422156379360251,0.13626317636636195,-0.24261305906824326,-0.5736692457236916,0.37887623543460525
142.0,-0.49402275559761655,-0.1617409329165441,-0.035107402257390966,-0.32788184425708033,-0.3322818226810724,0.2927744419996894
143.0,-0.6069494509831105,-0.225403651674289,-0.06810460364191058,-0.41617655132869974,-0.3815457993088215,0.3480719476867892
144.0,-0.5553248496144645,0.06856240735408049,0.05756981115440346,-0.243381221130192,-0.623887256968545,0.30095103228459547
145.0,-0.47206312883820584,-0.022800019524153593,-0.2557218298598666,-0.24743157418117973,-0.4492631093140522,-0.008290255678686853
146.0,-0.16970143547188155,-0.22845023430088215,0.06241401601916823,-0.19907583488638186,0.05874879882900061,0.2614898509055501
148.0,-0.2631039450191176,-0.20635719711390102,-0.0243993134532183,-0.2347305710665093,-0.05674674790521658,0.210331257613291
149.0,-0.5431637431260291,-0.1094300645331128,0.13555981118258828,-0.32629690382957094,-0.43373367859291634,0.4618567150121592
150.0,-0.5083776630491628,-0.010967967018918334,0.09577304827062715,-0.25967281503404055,-0.49740969603024443,0.3554458633046677
151.0,-0.4577534728979703,-0.04537541107557132,-0.022440973411843645,-0.2515644419867708,-0.412378061822399,0.22912346857492716
152.0,-0.5874245558263942,-0.38916612160687736,-0.226074631973603,-0.4882953387166358,-0.19825843421951683,0.26222070674303277
153.0,-0.529209018373099,0.13433020487892558,0.07171632772726973,-0.1974394067470867,-0.6635392232520245,0.2691557344743564
154.0,-0.02305166826648576,-0.003654970619668848,0.037384834847030424,-0.013353319443077305,-0.019396697646816913,0.05073815429010773
155.0,-0.5630157394345494,-0.1570214503822339,-0.2112311342644177,-0.36001859490839166,-0.4059942890523155,0.14878746064397397
157.0,-0.31870313090389113,-0.24655515012983384,0.009388524458819532,-0.2826291405168625,-0.07214798077405729,0.29201766497568205
158.0,-0.19615772546200008,-0.150710275391935,0.16022269322368277,-0.17343400042696755,-0.04544745007006509,0.3336566936506503
159.0,-0.2068592511109663,0.11090880616364447,-0.31565721316651485,-0.04797522247366092,-0.31776805727461077,-0.2676819906928539
160.0,-0.380682595490366,0.3400125765134204,0.03724211522961367,-0.020335009488472805,-0.7206951720037864,0.05757712471808647
162.0,-0.21149092181194593,-0.11921158914558136,0.16972727444212068,-0.16535125547876364,-0.09227933266636457,0.3350785299208843
163.0,-0.45471108935981175,-0.25408016539421396,-0.233606825663456,-0.35439562737701286,-0.20063092396559778,0.12078880171355685
164.0,-0.632883053255107,-0.09174777758019578,0.06277646495734615,-0.3623154154176514,-0.5411352756749112,0.42509188037499757
165.0,-0.5806661531676096,-0.2935836861202261,-0.049744347278246455,-0.43712491964391786,-0.2870824670473835,0.3873805723656714
166.0,-0.6447968257306477,-0.013352485401520085,-0.03438363803806854,-0.3290746555660839,-0.6314443403291276,0.29469101752801535
167.0,-0.5107864967155931,-0.0010623399884234497,0.10027075321548358,-0.25592441835200824,-0.5097241567271696,0.3561951715674918
168.0,-0.5018728682524953,-0.12280993305795901,-0.11318611414957648,-0.3123414006552272,-0.3790629351945363,0.19915528650565073
170.0,-0.5249750170940081,-0.329068565940052,-0.140123402006007,-0.42702179151703,-0.19590645115395605,0.286898389511023
171.0,-0.34955141778410925,-0.4665989341111292,-0.08533452224150233,-0.4080751759476192,0.11704751632701993,0.3227406537061169
172.0,0.23327721210336017,-0.25520502960491376,-0.15307867933811536,-0.010963908750776796,0.4884822417082739,-0.14211477058733857
173.0,-0.6085590970818859,-0.15474442044822878,-0.014414201266214226,-0.38165175876505736,-0.45381467663365715,0.3672375574988431
174.0,-0.14616632882450298,-0.3387710016539631,0.006521877176891299,-0.24246866523923305,0.19260467282946014,0.24899054241612434
175.0,-0.14131419701151632,-0.07208133427621141,0.0388403443644629,-0.10669776564386386,-0.0692328627353049,0.14553811000832678
176.0,-0.1513126805633909,-0.25045702754832444,0.08026961001349336,-0.20088485405585765,0.09914434698493355,0.281154464069351
177.0,-0.5285863520793235,0.005307727437949217,0.13534175695730494,-0.26163931232068716,-0.5338940795172726,0.3969810692779921
178.0,-0.6172757643337203,0.1460199108185823,-0.013839913609556307,-0.23562792675756902,-0.7632956751523026,0.22178801314801272
179.0,-0.5440427625824253,-0.18693964111854516,-0.06650233873889652,-0.3654912018504852,-0.3571031214638802,0.2989888631115887
180.0,-0.49126934030783015,-0.11541799711224271,-0.010580462913031864,-0.30334366871003643,-0.37585134319558744,0.29276320579700454
181.0,-0.4222050758286042,-0.04859447308837312,0.10697798268055966,-0.23539977445848867,-0.3736106027402311,0.34237775713904833
182.0,-0.12800038337907527,0.007791453444903666,0.025112242867639942,-0.0601044649670858,-0.13579183682397894,0.08521670783472574
183.0,-0.21936968343058905,-0.2890060295581569,0.08581409731659817,-0.254187856494373,0.06963634612756786,0.34000195381097115
184.0,-0.1490567509815117,-0.3141450443853505,-0.0015781219764731368,-0.23160089768343112,0.16508829340383882,0.23002277570695798
185.0,-0.13663576310956793,-0.2812591172046188,0.04156972342316246,-0.20894744015709338,0.1446233540950509,0.25051716358025583
186.0,-0.5825458878381772,0.16179538630018508,0.06043329771067553,-0.21037525076899605,-0.7443412741383623,0.27080854847967156
187.0,-0.3470760893720868,0.10625977898995077,-0.22762396580603225,-0.12040815519106801,-0.45333586836203754,-0.10721581061496424
188.0,-0.5171854325026357,-0.5439984168961056,-0.4627304673587209,-0.5305919246993707,0.026812984393469907,0.06786145734064974
189.0,-0.676241921235371,-0.30333705916453335,-0.1896441122101007,-0.48978949019995216,-0.3729048620708376,0.30014537798985147
190.0,-0.25149709503995227,-0.2646475058354478,-0.04649712245751633,-0.2580723004377,0.01315041079549556,0.2115751779801837
191.0,-0.3513527382999191,-0.07798589598770343,0.09445203326805394,-0.21466931714381127,-0.27336684231221564,0.3091213504118652
192.0,-0.4860582787993531,-0.2689705318545461,-0.07934891300871674,-0.3775144053269496,-0.21708774694480698,0.29816549231823286
193.0,-0.17082858019744196,-0.25123613607552103,0.01351186229075552,-0.2110323581364815,0.08040755587807907,0.224544220427237
194.0,-0.49938600425940854,-0.16708349104244363,0.061621951463328176,-0.3332347476509261,-0.3323025132169649,0.39485669911425425
195.0,-0.555066851586858,-0.30591093184502427,-0.16215255901916656,-0.4304888917159411,-0.2491559197418337,0.2683363326967746
196.0,-0.2116613295062293,-0.22588283445682392,-0.20692447814314693,-0.2187720819815266,0.014221504950594627,0.011847603838379656
197.0,0.25717851605194997,-0.20492707783191458,0.042164170601247115,0.026125719110017695,0.4621055938838645,0.01603845149122942
198.0,-0.7911396898504979,-0.6310362101393524,-0.6398660531474266,-0.7110879499949252,-0.16010347971114547,0.07122189684749858
200.0,-0.3286947215330824,-0.34256121122146677,-0.010897828593404922,-0.33562796637727454,0.013866489688384387,0.3247301377838696
201.0,-0.1016297737205291,-0.18902053016363735,-0.13266829186908735,-0.14532515194208323,0.08739075644310824,0.012656860072995879
202.0,-0.5521931618087708,-0.21059489107336127,0.09622613658733435,-0.381394026441066,-0.3415982707354095,0.4776201630284004
203.0,-0.4740955045591214,-0.3379550234433644,-0.49313319236467223,-0.40602526400124295,-0.136140481115757,-0.08710792836342929
204.0,-0.4328833634232304,-0.3166949523573286,-0.08146519441260178,-0.3747891578902795,-0.11618841106590183,0.29332396347767775
205.0,-0.27725898627570716,-0.40006657064079443,-0.06565624646298383,-0.33866277845825077,0.12280758436508726,0.2730065319952669
206.0,-0.5345289701754485,-0.17283603983537624,-0.09736125357806664,-0.3536825050054124,-0.3616929303400723,0.25632125142734574
207.0,-0.485233193295434,0.03088797559285804,0.1841455195110013,-0.22717260885128798,-0.5161211688882921,0.4113181283622893
208.0,-0.478952170770334,0.0364481122939615,0.060757329639878864,-0.22125202923818624,-0.5154002830642954,0.2820093588780651
209.0,-0.11190369687643822,-0.20569230192920107,0.0860828505491123,-0.15879799940281963,0.09378860505276285,0.24488084995193193
210.0,-0.5678980303271746,-0.2625869420702937,-0.4703747702528872,-0.41524248619873416,-0.30531108825688086,-0.05513228405415305
211.0,-0.5254370591327298,-0.04924964927357035,-0.0025698855871125626,-0.28734335420315005,-0.4761874098591594,0.2847734686160375
212.0,-0.8799507380187449,-0.36208751282025037,-0.6728192755778479,-0.6210191254194977,-0.5178632251984945,-0.05180015015835027
215.0,-0.18906120541301255,0.020175610865911145,-0.40251536074239547,-0.0844427972735507,-0.2092368162789237,-0.31807256346884477
216.0,-0.2901691177956893,-0.2395847033150271,-0.21218116894063516,-0.2648769105553582,-0.050584414480662226,0.05269574161472307
217.0,-0.422134816908096,-0.37355265314081376,-0.3458479209484893,-0.3978437350244549,-0.04858216376728225,0.051995814075965596
218.0,-0.21125377413767127,-0.2685466199667318,0.03173842616234489,-0.23990019705220153,0.057292845829060524,0.2716386232145464
219.0,-0.36523612501128744,-0.20309590224486437,0.06931935296490065,-0.2841660136280759,-0.16214022276642306,0.3534853665929766
220.0,-0.5710675038991719,-0.1856712079100984,-0.039101570361884344,-0.37836935590463516,-0.38539629598907355,0.33926778554275083
221.0,-0.520986327200953,0.18765286305512419,-0.22766239124742146,-0.16666673207291438,-0.7086391902560771,-0.06099565917450708
223.0,-0.39265647857057545,0.3888677281654874,-0.08611908591894761,-0.001894375202544013,-0.7815242067360628,-0.0842247107164036
224.0,-0.20283807186097472,-0.1891800806421583,0.07345368501474854,-0.1960090762515665,-0.013657991218816418,0.269462761266315
225.0,-0.11819512423254162,-0.19509834571680804,-0.06707945101874738,-0.15664673497467482,0.07690322148426641,0.08956728395592745
227.0,-0.37295286054512755,-0.2827168596730991,-0.33695428676254086,-0.32783486010911334,-0.09023600087202843,-0.00911942665342752
229.0,-0.44159133683725355,-0.18068251713129937,-0.20764616164177535,-0.3111369269842765,-0.26090881970595414,0.10349076534250112
230.0,-0.288481094562027,-0.08071316609490778,0.058485544330177025,-0.18459713032846736,-0.2077679284671192,0.2430826746586444
231.0,-0.677314889196795,-0.03436678375710054,-0.1774990967234276,-0.35584083647694775,-0.6429481054396944,0.17834173975352016
232.0,-0.3003143108207372,-0.2032398285704946,-0.10694416656954574,-0.25177706969561586,-0.09707448225024257,0.1448329031260701
233.0,-0.23980320173872743,-0.23064974676641714,-0.3279292378822535,-0.2352264742525723,-0.009153454972310293,-0.09270276362968119
234.0,-0.6963086965615018,-0.04948014011275196,-0.2042611108116417,-0.3728944183371269,-0.6468285564487499,0.1686333075254852
235.0,-0.21127570730930045,-0.28812702231497417,-0.4018307553041678,-0.2497013648121373,0.07685131500567371,-0.15212939049203048
237.0,-0.5307817394164355,-0.11335883994648174,-0.15970424904012662,-0.3220702896814586,-0.4174228994699537,0.162366040641332
238.0,-0.3566962195141028,-0.23022035967456939,-0.11084304403926115,-0.29345828959433606,-0.1264758598395334,0.1826152455550749
239.0,-0.22362434840358428,-0.1306375791222414,-0.10477615878143773,-0.17713096376291282,-0.09298676928134289,0.07235480498147509
240.0,-0.4481085878296431,-0.044541518723443495,-0.38725166016336515,-0.24632505327654328,-0.4035670691061996,-0.14092660688682188
241.0,-0.43246319496039226,0.09419152094912882,-0.015553103069683844,-0.16913583700563173,-0.5266547159095211,0.15358273393594787
243.0,-0.5126284590473122,-0.1782104460058271,0.019799986847138025,-0.3454194525265697,-0.3344180130414851,0.3652194393737077
244.0,-0.47215507441057497,-0.12419397660559645,-0.017080044672276102,-0.2981745255080857,-0.3479610978049785,0.2810944808358096
245.0,-0.5431530791113174,-0.11532738456749915,-0.19713656366304555,-0.32924023183940826,-0.42782569454381825,0.1321036681763627
246.0,-0.16858181533130034,0.473133326087758,-0.02351119683489883,0.15227575537822882,-0.6417151414190583,-0.17578695221312765
247.0,-0.5895985236653778,-0.6788015780984633,-0.4983524312154757,-0.6342000508819206,0.08920305443308552,0.13584761966644487
248.0,-0.16446792182498843,-0.2690501852058682,-0.02520964881478073,-0.21675905351542832,0.10458226338087978,0.19154940470064757
249.0,-0.4899901478203388,-0.1419334029991379,0.039761634181645265,-0.31596177540973835,-0.34805674482120086,0.3557234095913836
250.0,-0.5722898143822397,-0.37747002441490374,-0.39102076769928157,-0.4748799193985717,-0.19481978996733595,0.08385915169929015
251.0,-0.2662698647391313,-0.06776940882965575,0.05391290861866546,-0.16701963678439352,-0.19850045590947551,0.22093254540305898
252.0,-0.0639014615749417,-0.19851653661222723,0.049849953187545176,-0.13120899909358447,0.13461507503728554,0.18105895228112964
253.0,-0.1730621835669048,-0.27656597297034446,-0.3213266356077201,-0.22481407826862465,0.10350378940343966,-0.09651255733909547
254.0,-0.20321821699558834,-0.1588594312516412,-0.5012811115964,-0.18103882412361477,-0.04435878574394714,-0.3202422874727852
255.0,-0.4219306520081748,-0.17146990601885237,-0.1562153077771725,-0.2967002790135136,-0.25046074598932244,0.1404849712363411
256.0,-0.46156894503229606,0.1147596898034135,-0.02582129957846164,-0.17340462761444128,-0.5763286348357095,0.14758332803597965
257.0,-0.03595955044112753,-0.2550930224289606,0.025658590964658407,-0.14552628643504406,0.21913347198783306,0.17118487739970248
258.0,-0.6076297247709461,-0.13482791562707178,0.004096913466614557,-0.37122882019900894,-0.4728018091438744,0.3753257336656235
260.0,-0.6611218852596201,-0.08693040771223062,-0.13994668196170515,-0.37402614648592536,-0.5741914775473895,0.2340794645242202
