mutant_id,t0-t1,t1-t2,t2-t3,t3-t4,t4-t5,t5-t6,t6-t7,t7-t8,t8-t9
61,-0.877272171604738,-0.3832519051397718,-0.39684594256277517,-0.4761385716478032,-1.199955155002956,-0.5547493031205963,-0.9375185546200097,0.2267264500320114,-0.2021433078495473
62,-0.38198624636889256,0.12767669993520228,-0.001797335726302059,-0.01526144280524155,-0.48178744339124674,-0.33752961013512683,-0.5176487653092968,-0.2624551391689302,-0.6226734794247183
63,,,,,,,,,
64,,,,,,,,,
65,0.20472420167471578,-1.109188908522708,-0.1469041980938412,-0.27566382014630636,0.16080590411176973,-0.611907716960545,-1.107417591415407,-0.29652169373253656,
66,,,,,,,,,
67,0.5701183664617506,-0.05574833850131927,0.04240948870196374,-0.10002094217165697,0.008543474781183922,-0.48575643163364485,-0.6312600965952933,-0.7507002818338749,
68,0.7214613701348107,-0.07695054615192225,-0.010120378341554853,-0.11075962666680372,-0.02230267559019529,-0.6348260319212561,-0.44394617900157846,-0.7877472013411521,
69,,,,,,,,,
70,-0.39232178864020006,-1.0017375569306974,0.16564594093595314,-0.03021451131779831,0.11183189951531027,-0.5239958446376651,-0.6641714113392209,-1.2605438284278816,0.2986319800629417
71,-1.6903937805404925,-0.7491861744913009,-0.04737460274680825,-0.28321102578168933,0.3149565839390281,-0.30175278865670535,0.13577592606381,-0.6642464738578538,0.49100387271039797
72,-1.7486579622192986,-2.0572283387114436,0.07623935322036847,-0.14213242752178382,0.4327396195954117,-0.3242256445087642,-0.12658833840368086,-1.277350946744263,1.995081269486672
73,,,,,,,,,
74,-0.5639484569689462,-0.4154550456344065,-0.24722691972171032,-0.3665330500260447,-0.43645950474489303,-0.36504763902901916,-0.8514842172782064,-0.12637067255883716,-0.2873011161898541
75,,,,,,,,-1.277350946744263,
76,-0.9034596197143777,-0.6409432639078705,-0.6445593586700866,-0.9231409638730635,-0.6456699617551785,-0.42958616016659024,-0.4367432667075205,-0.20951031674290674,0.9272406394853159
77,,,,,,,,,
78,-0.3859993229007131,-0.627761805726344,-0.9283439857994648,-0.1813531406750651,0.06649522464052854,-0.08581462106376576,-0.17310835403857372,-0.40985037903953975,
79,-1.24750037477047,-0.5677497413563218,-0.4215990750188109,-0.17492225034477477,-0.8089735127133714,0.0011967559258638594,0.09655521291052882,-0.034157429265045315,-0.5698680879748647
80,-1.0779410695903666,-0.5102515959010792,-0.44505757041291777,-0.7351961495247465,-1.2254884570081208,-0.10108209319455438,0.05573321839027379,0.10894341437562799,1.3019340889267266
81,-0.378608112878023,-1.013878728718383,-0.40473330739594093,-0.6239705144145222,0.027274511487247223,-0.47837632433602245,0.09655521291052882,-0.8943586944881567,
82,-1.0987429664431503,-0.50231126515576,-0.40068471886994067,-1.0865940363626352,-0.41455824079179204,-2.1159851137368193,-0.12658833840368086,1.813691506614053,0.002651104796465799
83,0.8691861426705674,0.0051494750669901345,0.045892196831076586,-0.006968381473375865,0.060169575312229634,-0.19831993875087808,0.05085005556520181,-0.2095103167429066,
84,-1.4751531545036156,-0.6115105571207521,0.03701864006708727,-0.47063649449381983,-0.46520197361054705,0.2482935482625667,-1.305243334745327,0.2267264500320114,-0.2021433078495473
85,,,,,,,,,
86,-1.1089994666103393,-0.5298553793316472,-0.3832929761580716,-0.3244539843157384,-0.19586903982696266,-0.899589789412326,0.1610937340481002,-0.5842037661843175,
87,-1.0219880896207094,-2.9735190705855987,-0.3292257548877959,-0.14213242752178382,-0.665872669072698,,,,1.707399197034891
88,0.8381657814487679,0.028309353148904932,-0.013197505267274368,0.06617772449832487,0.04128958013011644,-0.40054014889049133,-0.3853144311717288,-0.8854248615204252,
89,-0.1335610622334895,-0.36086914343615933,-0.45191426158761056,-0.4439191061551069,-0.09335347630136753,-1.0021053529379207,-0.614941106317613,-1.1500115243676612,-0.7349478383343132
90,0.7806240123512916,-0.03292955006041377,-0.027985912818654726,0.015915459341122914,-0.010872361881827414,-0.365791282343328,-0.4301323151559285,-0.9263120103391739,
91,-0.9892915025443716,-1.667267417139244,-0.3292257548877959,0.3433753882599171,0.027274511487247223,-0.28648531652591697,-0.12658833840368086,-0.9896688742924816,
92,-0.5074826088963185,-1.0539262298476584,-0.47232659852846925,-0.10439209953893688,-1.3226522054617684,0.21477085622392306,-0.2601197310282035,-0.3328893379034114,
93,,,,,,,,,
94,0.1870773589542884,-0.6943268571662581,-0.08384606212670428,-0.8214862859493934,-0.5255153113777756,-0.7119911755175274,-0.43196998795486274,-0.4506723735597949,
95,-0.926677909816385,-0.9893877087100873,-0.3937642760253672,-0.14213242752178368,0.027274511487247004,-0.4295861601665904,0.1610937340481002,-0.5842037661843175,
96,-0.7725272299891265,-1.5872247094657077,-0.07791132660688982,-0.14213242752178382,0.3149565839390281,-0.2064426088523806,-0.8197355189636262,-0.29652169373253656,
97,,,,,,,,,
98,0.6980566679931893,-0.14691306340672947,-0.039158887870968974,-0.05754095807320394,-0.07384625991254332,-0.653798658669705,-0.5056666913386504,-0.8015050418742987,
99,-0.916095800485848,-2.005935044323893,0.5462429824661041,-1.12296168053351,0.027274511487247223,0.7743866441593454,,,
100,-0.9847855406236655,-1.4441238658250344,-0.44700879054417936,-0.14213242752178382,-0.665872669072698,-0.38876416564633515,-0.12658833840368086,0.003582898717801511,-0.8952904884094927
101,,,,,,,,,
102,-1.4317728588733905,-1.036393751086018,-0.27206734104784713,-0.4298144999735647,-0.3781905966209171,-0.10108209319455438,0.05573321839027379,0.10894341437562799,1.0142520164749458
103,-1.2941418997459353,-1.6574289681389562,-1.2230436309098922,-0.2599154631781673,-0.26040756096453366,0.36892153605118116,-0.5965919676494164,-0.4018822093903628,0.20332180025861699
104,1.059961465077824,0.19787939347024483,0.14894545598562797,0.0014170056019242095,0.07948895380296277,-0.3479793014119733,-0.29523903061569307,-0.5913699206300819,
105,-2.0616578426553693,-2.175011374367827,1.462533714340259,-0.8352796080817291,0.027274511487247223,0.7743866441593457,-0.8197355189636262,-0.178738658076153,1.5896161613785076
106,0.2418654834020291,0.17312847841826523,-0.012922091668213415,-0.014015667598760048,-0.13218549900148796,-0.33549169903740345,-0.5220854038475555,-0.5746849211751105,-1.1237110968245463
107,0.29997246389133003,0.08176110420572269,-0.002919806065595161,-0.03139032218828167,-0.17351038485437484,-0.3474196945754005,-0.5096448807366355,-0.5352115614040354,-1.0739822771528686
108,-1.3408010806676638,-1.1673708639054439,-1.2818841309328257,0.6050819743084371,-0.43225781789119283,-1.0173728250687095,0.09655521291052903,0.44541565099684066,-0.23851095202042216
109,,,,,,,,,
110,-1.2631501464375978,-0.6709339775915526,,,-1.0713377771808625,0.08123946359940036,,,
111,,,,,,,,,
112,-0.21637110897361314,-0.3994504489430476,-0.4259778960090219,-0.14690570627444155,-0.4552473361158917,-0.7010354968565524,-0.6487777208199865,-0.47599018154408473,-0.5698680879748647
113,-1.9808384359136606,-3.113281012960757,2.1556808949002044,-0.27566382014630636,0.027274511487247223,-0.47837632433602223,0.7897023934704743,-0.6895642818421438,-0.8952904884094927
114,-0.09338409751319766,0.20212801973178232,0.07623935322036868,-0.2750902611974025,-0.3874072517258411,-0.7141865660809632,-0.5167859743810567,0.15339517694646174,-1.022629910786094
115,-0.8621393886788137,-0.5531509419351692,-0.5115473116817505,-0.835279608081729,-0.889016220386908,,,-1.277350946744263,
116,-0.7935175058809624,-0.9716881316106865,-0.5656145329520261,-0.45228735582562324,-1.1178577928157554,-1.1715235048959676,-0.8197355189636262,0.5144085224837923,0.8964689808185623
117,0.8916379767731029,0.0016976779428402604,0.0007164639945873587,-0.001142625408183758,-0.005869464394626084,-0.42116532237151194,-0.4660688500436246,-0.8902132803885107,
118,0.23083693478705533,0.005695277516747144,0.06155890781615274,-0.24125267331952546,-0.22027009305864298,-0.3690396602985566,-0.09733298025489115,-0.3121977937549454,-0.8456749011638931
119,-0.08589473045037492,-0.542316599769459,-0.24653403904268253,-0.1909225916912157,-0.6658726690726983,-1.5281984488347,-0.12658833840368086,0.6685592023110506,
120,,,,,,,,,
121,-0.07707855244090195,-0.7060252974028227,0.178022047530311,-0.7429062879507141,-0.40804355977059836,-0.014070716204924456,-0.8197355189636262,-0.11420013693858191,
122,,,,,,,,,
123,0.24998079326283665,0.11692631358581468,-0.007966774466720103,-0.0050761810538256106,-0.15485002038241716,-0.293239093824422,-0.5623753245229964,-0.44141304814699817,-0.9262961894389822
124,,,,,,,,,
125,0.06577418302333427,-0.6063954564539814,-0.05729203940415398,-0.8642671449549816,-1.5531758640736009,-0.2552327730218126,-0.6374139621696715,-0.9896688742924818,
126,0.5958147391450183,-0.09909647237936929,0.03136002704293561,-0.02429735054458003,-0.03189405182960803,-0.5183658842129621,-0.3797433285754061,-0.9009749757126383,
127,0.8357175072646387,-0.014260570149252026,-0.06048115659626272,-0.0794055976134788,-0.0587192016797289,-0.5767863341673256,-0.33345100411375306,-0.7359418996061918,
128,-0.4803908071879654,-0.488612420797598,-1.022372935447741,,,,-0.12658833840368086,-0.5842037661843175,
129,-1.9402969856511019,-1.4818641938078814,,,,,-0.12658833840368086,0.1089434143756278,0.6087869083667814
130,0.12154036510031833,-0.04838609456683258,-0.09616370920821941,-0.2257632265941951,0.08641165939132382,-0.3679065341761487,-0.4475375118384009,-0.8470614575112891,-1.0777953800650846
131,-1.1937960032704165,-1.3039772340817926,-0.7600086709802499,-0.0680244553680619,-0.21388754532964105,0.08123946359940057,-0.4450420695222155,0.1089434143756278,-0.7775074527531092
132,0.18329434064166375,0.014431062526337657,0.0610577290528899,0.06028795961770515,0.008355343895006653,0.20879927729962633,0.29643311145704027,0.3548576848731652,0.7339907025535417
133,,,,,,,,,
134,-0.35477873044415237,0.37924714888549144,0.05721531721567164,-0.1773152093535138,-0.034262329988581385,-0.478728995826188,-0.2278420721088537,-0.09324634563505192,-0.8289767879825897
135,-0.5562441497062247,-0.579584199003325,-0.2491830472142594,-0.2585427793661952,-0.84081411856903,-0.7370708599145509,-0.6374139621696715,0.4766681945009452,-0.3467245366606551
136,0.22356854636473053,0.06610172123724212,-0.027204747020828816,-0.07474450880396968,-0.17161306202092838,-0.3925788230265163,-0.566823646253563,-0.49859001346132564,-1.550697340986591
137,0.31107795575319613,-0.3679063354651115,-0.2511373179163591,-0.4345203910109775,-0.11437600557577975,-0.5904015117395816,-0.6808990741094104,-0.7889981788303306,
138,-0.4209899120299858,-0.3898964478584404,-0.22486573956355302,-0.39151821489628447,-0.032266882203769304,-0.6558019105177703,-0.6331495633832142,-0.7454719137804396,0.09796128460079077
139,,,,,,,,,
140,-1.5945072823920403,-1.076399085699717,-0.393764276025367,-0.9042724795686806,0.4792596352303043,-0.11943123186275072,-0.12658833840368086,-0.07337814241832676,0.38564335705257174
141,-1.0731684470834126,-1.0888992484639486,-0.33870449884233955,-1.2125738392231973,-0.5117219892454399,0.4379144075381327,-1.3305611427296167,0.8821333026091097,0.12327909258508062
142,-0.3104917703925679,-0.7922948345958201,-0.5245345072085617,-0.5774504987796293,-0.7611828488770231,0.17654964340372536,-0.22189851820800577,-0.9408787101230499,
143,-0.6135714525223119,-0.6294139723733657,-0.41406463482482536,-0.28463249012906683,-0.46274798464898026,-1.0937458038532835,-0.6061614186655669,-0.7512578508474836,0.002651104796465799
144,-1.0015792179895024,-0.5360146596921821,-0.4980466244628477,-0.7685882335830571,-1.1041276000038533,0.2635610203933549,-0.3089098951976354,-0.4888935863799926,1.1012633934645755
145,-1.707438695628666,-1.0644228946530014,0.27039536766132594,-0.5774504987796293,-0.5788612920830684,0.08123946359940015,0.2217183558645349,-0.42168483668654244,-0.5951858959591545
146,0.2931485356925254,-0.03601591060913638,-0.02248127551107686,-0.07961207054044989,-0.07770425192314834,-0.4985294641301729,-0.3918067339890335,-0.54461031276456,-1.3480523112207223
147,,,,,,,,,
148,-0.23706083686430093,0.07109691688296985,-0.28485533942511715,-0.04499353644891505,-0.39539003780339665,-0.3954781035856836,-0.49965002245718604,-0.31850060045131173,-0.7642622260030887
149,-2.0626777305561146,-0.8250846574188111,-0.6169078273395768,-0.14213242752178382,,,-0.12658833840368086,0.5144085224837923,
150,-0.9302219182511141,-1.0646342441201309,-0.44045138999802025,-0.7781211942417805,-0.46520197361054705,-0.7072178967648698,0.5665588421562645,-0.24773152956310465,0.8601013366476875
151,-0.7336873966728626,-1.3046577376806974,-1.1024156431212775,-0.14213242752178382,0.027274511487247223,0.6408552515348231,-0.9738861987908844,-0.07337814241832663,
152,-1.3288589427233592,-1.523711303743382,-0.5427998551858547,-0.4786046641429967,0.49727814073298265,-1.30505489752049,-0.12658833840368086,0.1089434143756278,-0.08436027219316389
153,-1.189818873352048,-0.6608836417380511,-0.5215976475352518,-0.7154784082691086,-0.410980419443908,-0.611907716960545,0.05573321839027379,-0.178738658076153,0.6087869083667814
154,0.7109687232522246,-0.08535725834023647,-0.04987474978300388,0.12881814741315278,0.2901948494361853,-0.1643918078190849,-0.27601219169057645,-0.738759058600547,
155,-0.9927974589512748,-0.8208741248824676,-0.33660586218541844,-0.3112087575657178,-1.0453622907776017,-0.6919504246340815,-0.532053446511845,0.2267264500320114,-0.8952904884094927
156,,,,,,,,,
157,-0.26673599338245696,0.03367271495817851,-0.2571545165182923,-0.03238491644891285,-0.48466936791666143,-0.30072767324146005,-0.6031709387474589,-0.6384543559340653,-0.7466302141886699
158,0.12235175882023398,0.07200703854613279,0.022739064177779676,-0.11937079874636797,-0.2253371020838704,-0.38839040372832306,-0.5044121068353897,-0.5488492538461958,-1.011233113397856
159,-0.3157688274934115,-1.2305497655269755,1.0878402648988483,-0.594117551264841,-1.2254884570081208,1.17985175226751,-0.3089098951976354,-0.24773152956310465,0.04917112043135883
160,-0.7862260743472884,-0.5864801467530403,-0.14338925598639657,-0.33503609364627546,-0.2255608296343655,-0.5983020649047663,-0.18215818955849172,-0.1883081090923037,-0.01025230003944212
161,,,,,,,,,
162,-0.19596698153757147,0.22116367929282216,-0.14593621074037605,-0.003603178737874216,-0.38452832720546637,-0.22693575606478797,-0.543865831296328,-0.4122547682059857,-1.0376624690441383
163,-0.5809320364098427,-0.750976685265089,-0.010772023769261257,-1.1537333392002638,-1.3590198496326433,-1.0173728250687095,0.5665588421562645,0.6685592023110506,-0.6439760601285865
164,-1.7090562241042728,-1.2995426370139267,-1.022372935447741,0.2633326805863806,-1.0713377771808625,1.17985175226751,-0.3089098951976354,-1.095029389950308,0.8964689808185623
165,-1.3367833974810515,-0.9057735686689538,-0.45438889784180186,-0.24749294317961007,0.13263502714507355,-0.2754354803393319,-0.6862041263391035,-0.8718858386360983,0.8964689808185623
166,-0.7652682427728956,-0.7596620932002369,-0.8875537126387897,-0.808611360999568,-1.307726555245093,0.551243092845136,-0.12658833840368086,-1.054207395430053,0.7911084651607361
167,-1.6696279128601483,-0.8834954195752255,-1.2587617135119715,0.4456542373803352,-0.3781905966209171,0.36892153605118116,-0.4142704108554618,-0.29652169373253656,1.3019340889267268
168,0.1622255647247638,-0.05640775164753443,-0.690812856823906,-0.7379054440565527,0.3123759373455363,-1.065000874057964,-0.3137998804918273,-1.6256576410124783,
169,,,,,,,,,
170,-0.19250935281946363,-0.33480356288445257,-0.3369478009817062,-0.26867464326804885,-0.674709250873196,-1.0596752047593987,-0.9375185546200098,-0.394961766545789,0.014079800620088673
171,-1.051841052770391,-0.9222484058724588,0.43291429715910085,-1.0584231593959388,0.5868902994226699,-0.7660583967878034,0.7207095219835229,-0.7383544460115756,
172,0.9859881806597741,0.2905955397614466,0.22399600839723602,0.12932719702233755,0.4220606470195573,0.09107505247003864,0.06368888811757481,-0.3405138166210834,
173,-1.2780757966542735,-1.3127878637639474,-0.2804355907183639,-0.2962831073490422,-1.764484957740808,0.7743866441593457,-0.12658833840368086,-0.5842037661843175,1.995081269486672
174,0.8111541661531679,-0.07120124167103316,-0.01361697590149253,-0.027583485809551177,-0.082159329558215,-0.497405441344624,-0.4220525512975168,-0.866465771166759,
175,0.09487196410306108,0.17818703735716612,-0.005887231216655109,0.01080686511917723,-0.13545834463451173,-0.3045237044027415,-0.4657072461772688,-0.5028029162403578,-1.2679132375103574
176,0.7932169981820261,0.009528043441076892,0.04404824789938847,-0.08888791300297155,-0.02548184095206366,-0.5353625025572194,-0.5406800607361826,-0.8668824167811813,-3.911188431558078
177,-1.2031866816700405,-0.7086743055743998,-0.16143229865675093,-1.0831157719863103,-0.7994040616972208,0.4379144075381327,-1.736026250837781,1.025234146249783,0.6087869083667814
178,-0.9163685401575236,-0.3642037101690774,-0.3292257548877959,-0.6784371365887595,-0.665872669072698,-1.27330619920591,0.1918653927148539,-0.902657497302852,1.168402696302204
179,-1.24557500161609,-1.0523015341206565,-0.42275181289861935,-1.1835863023499447,0.5381001352532379,-1.1227333407265356,0.1610937340481002,-0.024587978248894776,0.4546362285395231
180,-1.297128500079447,-1.396870980974489,-0.49174468438557084,-0.3362884419627412,0.09626738297419851,-0.14190408771480947,0.43302744953174205,-0.7955128598515244,-0.4326669664613796
181,-1.4631712803309536,-1.140937606837288,-0.4684878222213036,0.27476137641000337,-0.20156706094160032,-0.5837368399938486,0.47954746516663466,-0.2740488378804779,-0.42528685916375714
182,0.2133582391740787,0.08200219578378369,-0.07312419369694569,-0.03395934018848576,-0.14167127390556838,-0.2804430020699543,-0.363887838948023,-0.4262778531814876,-1.1011922332891964
183,0.123144214682293,0.12823139704518977,-0.17744474441585592,-0.18896720932433406,-0.08122833029698948,-0.42701622695418845,-0.6963741259376247,-0.4353024422432028,-1.5089734976151912
184,0.7170831927868045,-0.038778234282857864,0.04025663534086268,-0.05548031046057353,-0.0784154391925011,-0.4486202744974603,-0.4972194938362128,-0.8312800837101554,
185,0.5451706739692841,-0.16878299843211758,0.08704296944174726,-0.16248591168300724,0.18426068575890214,-0.3581878004085784,-0.38206727036082705,-0.8380364531619467,-3.4000602816969043
186,-1.1865577009562138,-0.772716671901495,-0.8888415428232186,-0.9688110007062517,0.16080590411176973,-1.592736969972271,-0.12658833840368086,0.7150792179459436,0.6957982853564111
187,-0.6265733173660467,-0.7887170132479362,-2.408667296567632,2.1604526654722624,-0.19586903982696266,-0.2064426088523806,0.3842372853623099,-1.095029389950308,
188,-0.5212128017082205,-2.175011374367827,-0.1469041980938412,,,0.7743866441593457,,,
189,-0.3292001689891839,-0.6828625484568265,-0.7630903375176581,-0.6346089126195782,-0.9843264001912326,-1.7105200056286547,0.9720239502644289,-1.2773509467442627,
190,0.09008115093958748,-0.1111247922431847,-0.07153729454020306,-0.11140424617074735,-0.25635780130761343,-0.37710035154874083,-0.5273166914356651,-0.6472167340130515,-1.0135091590106875
191,-0.11340772930321437,-0.17253922110436662,-0.23816578937216595,-0.3311429724665352,-0.34194280622857604,-0.7248481281411405,-0.42886921027661445,-0.45990604950674013,-2.3487241523670117
192,-0.43914784865391626,-1.0175585856767835,-0.9141593508075083,-0.14213242752178382,-0.23508975298024387,-0.611907716960545,-0.12658833840368086,-0.4018822093903628,
193,0.7814844706664207,-0.09179740803513833,0.061966693933649855,-0.06923053953811704,-0.10750278021450693,-0.5363759867949719,-0.5277470725851585,-0.8774260190117136,
194,-0.05632117863420709,-0.27079005269666867,-0.2087363576336694,-0.4759056071738318,-0.49620950915066697,-0.7408998371516483,-0.9429681593875743,-0.8032573322470021,-0.3926616318476805
195,-0.5604335148615017,-0.44900328270255235,-0.41535490861773455,-0.3244539843157384,-1.1003253140541147,0.051386500449719284,-1.543654358190325,-0.0986959504026165,-1.26301526853481
