Fitness_Per_Cycle,Error_Fitness,Cell_Number,Error_Cell_Number,Log_Likelihood_Value,Mean_Fitness,Kappa_Value,Inference_Time
-0.006083220323597164,0.011995194283610292,60.96648653512686,29.762445913079194,-6.253871812978451,0.0,2.5,54.62538
-0.010870750683702638,0.007735791158053744,247.66045504722624,64.66175438703024,-8.181123019817171,0.0005450192926079506,2.5,
-0.013055650575889463,0.004896946216927901,747.9514990342637,114.83706755617126,-12.909938858049383,0.0009090171335433377,2.5,
-0.00185706922489274,0.0025611225449170875,953.3870241810367,124.1466533359207,-37.163115774218966,0.0011582611238723796,2.5,
-0.028375601567431186,0.031179759369421033,57.06912639177259,31.470789300045364,-4.533216490557506,0.0014339261810258775,2.5,
-0.02282460447236855,0.017961308446814147,137.52706591499742,52.768863724663035,-5.8738464946263855,0.0017871881943557933,2.5,
-0.004233557395194828,0.002496675346913907,1287.6486755295766,145.15910451619703,-38.40413432874993,0.002031925501904769,2.5,
-0.0004276941042694912,0.002070691509574777,1199.6753710555217,139.05726227345795,-54.455143073284574,0.0023059272482607793,2.5,
-0.0030331208029454777,0.003531350971778668,584.0907838938894,97.48376023475588,-22.104356422751195,0.002552197983218247,2.5,
-0.006949633450302787,0.0035151990610725026,850.1618990384745,118.99764205288585,-22.83744022045224,0.0033868347831872204,2.5,
-0.004485838304986647,0.0032033389135060057,832.9782583067189,117.31174165741433,-25.634790682354406,,,
-0.0069518884949975965,0.005914839018530523,297.8889814124707,70.2743917557843,-11.230787376163153,,,
-0.002904669720835883,0.0029154605206649768,759.1003402902292,110.31674757762055,-32.377398852637725,,,
-0.01663620725490951,0.007620477338613503,436.97650314174933,90.04947438178013,-8.817228854512521,,,
-0.0025457528857317996,0.0021032394271439203,1380.8635300493986,148.6066113324272,-10.10223864945467,,,
-0.011306220221625996,0.005297388806195631,546.054961217387,98.52466060750758,-12.8836964519565,,,
0.0007102848912715712,0.001643639130208866,1684.6018872640236,162.05457456800025,-81.71295054544586,,,
0.0052368956100339314,0.0011278113548016547,1668.962358256533,156.0080285604968,-162.63968730208364,,,
-0.002997448853541878,0.00238923546549958,1231.688200887114,142.61800630684937,-43.064770885658845,,,
-0.005863465050510809,0.003151854051218198,981.9218592195944,128.23497466785875,-25.886061058940925,,,
-0.0003533103882534514,0.00214294396597747,1116.592197698117,132.95333845642833,-51.79526865667472,,,
-0.0013736503656161581,0.0026748367464480447,805.6454433417341,112.02025169633119,-35.124439951782506,,,
-0.002652532774500653,0.004554863895014244,346.2161589248638,75.74055274081503,-15.758662285273168,,,
-0.001774544024066913,0.0024207358530683753,961.1796086399829,124.28255798212997,-42.46298521983989,,,
-0.004988693839088873,0.014083113340086032,38.88416495614313,23.20833794762372,-6.0801878932444495,,,
-0.0009332750887621361,0.0023317391166531925,996.0602514440913,127.6529061837661,-44.28976344910288,,,
-0.01011060734580791,0.006296215214916475,356.3112506986506,77.3590484253178,-10.234480783505465,,,
-0.0053624647504351905,0.004621601825620996,429.3013809063552,84.01186773855711,-14.787148412055636,,,
0.0015193711498216844,0.00427379423583415,188.4817338836185,52.2407400916698,-19.77351865295308,,,
0.005408560837905384,0.0010709304301519346,1810.9850980656795,157.13672626773038,-183.17773053624944,,,
-0.003959201647268616,0.0030276330965041598,813.0811339295965,114.35048876260633,-29.888526660233865,,,
0.002534299973408357,0.0011799223090059447,2308.2978394948314,186.7531829169583,-19.54898480721726,,,
-0.008047441921268236,0.005772444501511508,377.20184577028306,80.27505882552961,-11.280809807724255,,,
0.0004795675206175318,0.001867658492038677,1402.24490378202,149.11114006195527,-64.28596995943762,,,
-0.006914970079058492,0.0027911826103022425,1363.034538871318,154.70801458388647,-9.30564546423,,,
-0.007789131051488768,0.004412715844373619,606.4917109333468,102.70512793645024,-15.949006280316258,,,
0.004494029021308417,0.0021504536955393293,503.8135201285178,84.74016553959807,-51.24665710010527,,,
-0.0037193739389986603,0.002823765017957875,1006.2818575564268,129.77198347481797,-31.689455315244132,,,
-0.010864751089312695,0.004410829423401802,805.5418613516086,118.84533568105286,-14.969159857447915,,,
-0.004806214874016282,0.002915238998147889,978.8569210865488,128.71767621830466,-30.38824623627081,,,
0.0028338667436829798,0.001114640695682782,2483.8070661452107,191.0918268683029,-20.236313325284954,,,
-0.004474524625800271,0.0033361463250344884,722.5575311429158,110.110291611605,-24.47517948108485,,,
-0.004093580497988649,0.0027073845034543674,1140.9404216790178,137.70893705484278,-33.1565577885068,,,
-0.0029744666424841187,0.0033914740989271787,597.4952463829319,97.96601325215838,-23.979582634334722,,,
0.003200254990368945,0.0019581163284676504,832.1385757945346,109.96189850802966,-58.292075356800915,,,
-0.014910425387115737,0.003957780744410733,1401.8765462664826,162.1413778126941,-7.133659934889283,,,
-0.02029602127786245,0.029338359074858194,39.24896123745641,24.579707681743933,-4.5590881294735,,,
-0.005103074960168816,0.003473468450591081,766.4831951737597,114.84944373450708,-22.0108556186316,,,
-0.0015079230217221419,0.002306277144492773,1100.5325378161242,132.37212368301013,-45.92881690786661,,,
-0.001990096619304763,0.002264550715541318,1217.9227635212474,139.80287619730092,-46.89820904119449,,,
0.0011964612094726818,0.0019523484847531092,1026.1372893923365,126.04233568287418,-62.01124389361279,,,
-0.006506754259853684,0.0035187885342294637,813.0451268252727,117.30834701758636,-22.730276696623918,,,
0.0008010062707254348,0.0022987530752017903,755.4275351080269,106.2827213782382,-46.8175363478546,,,
-0.010023247514313554,0.004589407080518181,675.3762966276487,109.14639020512685,-14.659176014365714,,,
0.0029083923160864895,0.0017887146818777188,1024.5462936330023,123.10019646405668,-70.7342089379355,,,
-0.0031067090706252253,0.0026709077007140447,961.0501643405455,125.14809132877349,-35.46794399078905,,,
-0.013901206282668357,0.004709551647102649,917.1786682221181,129.24988316134355,-14.207913419027232,,,
-0.0065767146416980185,0.0152381700862323,40.95256146082183,23.93130471880018,-5.2611950002151655,,,
-0.0049425116402073005,0.0028065119461673504,1082.7130712286037,133.13642599783586,-31.889826377169406,,,
-0.004870137744980366,0.002646772247217427,1172.671322966468,136.54077838435876,-37.38828792571128,,,
0.0027306198136679287,0.0014398949556760667,1609.9463809721033,154.10682565153687,-105.22388718921934,,,
-0.0031131117213920962,0.0031746950435417383,724.4320469861747,110.55271096674929,-6.596241814936198,,,
-0.002190186507829153,0.00320567368187444,607.5157050185435,99.24569830218523,-6.133115520985685,,,
0.008067452891630954,0.002817266005932705,308.20853099730067,64.83283741380635,-11.075310476967104,,,
0.005058432810909559,0.0012069180380961941,1490.249360910128,146.64765811983182,-16.97830634390865,,,
-0.013518751184833207,0.012669984995308541,117.57184638999401,43.98944807243839,-5.984297341896411,,,
-0.011330674389483921,0.004890129272550849,675.1851877852263,109.94805243845117,-7.813908668698048,,,
-0.004583638415637879,0.0025433649317205586,1266.9213973593653,145.16774013520492,-9.449146257959496,,,
-0.003501083394954188,0.002710439985367954,1015.8166493312689,130.21353242551265,-21.5039608248036,,,
0.0004581617098001822,0.001394921894076908,2357.1041022006516,192.13626094529752,-12.965095492935713,,,
-0.0037070095523016803,0.002401650025532326,1325.4474472375575,148.02436272494606,-23.810685307998224,,,
0.00031273360511330825,0.0009743264937068668,4495.068236783671,263.1713205990873,-24.114611040851493,,,
-0.0008820020008007666,0.0037839284852035884,334.0175978639521,71.11344231754217,-5.620386934747432,,,
-0.018952442005936942,0.01207362982806018,212.64126718343954,63.69552982022294,-5.373305866572942,,,
-0.00946407806910829,0.0033945031975152217,1179.1671442024094,146.02257758119814,-7.370215484770952,,,
0.0068157503271907074,0.0022912651468185246,419.0379686291254,75.5625724683726,-40.083544801044795,,,
0.0010449748181262858,0.0016132018262738903,1585.378122272673,156.0776948008961,-13.088795990704572,,,
-0.0185562247146151,0.011710036601274086,214.80142409229157,62.880762835309284,-6.320538586808879,,,
0.004104901005406885,0.0013286017653350748,1527.4192645844869,148.75425609027258,-108.75760221924519,,,
-0.0030852187741283454,0.002876630824470511,851.2223204010123,118.89718494785228,-7.945491950917983,,,
0.003378666110208897,0.001416855275451185,1443.6570029618074,146.56264665199794,-15.904160108232682,,,
-0.002978017329361325,0.00151514086245318,2778.707008280076,211.09311971482649,-14.588840208792059,,,
-0.008950870118011073,0.004234267421357218,675.6226774564453,108.49675467871334,-6.090998950385858,,,
