mutant_id,t0-t1,t1-t2,t2-t3,t3-t4,t4-t5,t5-t6,t6-t7,t7-t8,t8-t9
0,-0.44843944898361926,-0.4247386471123353,-0.30551006675115905,-1.0233413043318262,-1.106811970552056,0.888916443564467,-0.07492786800653187,-0.19463893231300392,
1,0.5421811444333081,-0.7731207533182968,-0.23025086157697666,-0.2772529612954371,0.47306713964049957,-0.6841538246987584,-0.2092759205376104,-0.24361293690946345,
2,0.27718733258823575,-0.6955752540135245,-0.5228155728369575,-0.03565096094015461,-0.014630572214236987,-0.5844544644756704,0.19087956757694102,0.09394201660379434,
3,,,,,,,,,
4,-0.11874239603402154,-1.5339176218187256,-2.2625935164045976,,,,,,
5,-0.7497577954869606,-2.7866805903140937,1.341544709254248,-0.7030340045639685,,,-2.7139851976217906,1.7512712167423095,
6,0.8661110072774298,,,,1.378094679235944,,,,
7,0.7449584691406612,-0.4497879932222867,-0.22959616672539135,0.16326484052726162,0.5521172864004099,-0.6120505307974143,0.22448635506878534,-0.11725594214972859,
8,0.6755363087267549,-0.7641639018413124,0.08214978845512902,0.06104754980215695,-0.2713907343274318,0.57854426563996,-0.05502938947140159,0.35695756645579907,
9,0.3808236257521051,-0.6460246799706193,-0.3431399368861149,0.021778090639945437,0.49165691051147015,-0.6853800664220027,0.17638656027437408,-0.3849679233306596,
10,,,,,,,,,
11,0.5771000309755953,-0.7443210929242006,-0.210253904502553,-0.16283630248564746,-0.3815076783575795,-0.051334632740040714,-0.4438538494774836,-0.39270884607509765,
12,0.7519730057983801,-1.4918154107814416,0.932252577722782,-0.7045689242820522,-1.4805283803456402,2.1539495046516497,-1.12799067837763,1.0411264598137933,
13,0.3679638417712102,-1.2927153922590382,-0.45610290259902936,-2.6204816889555205,-0.008199681883946552,-0.6433318301785033,,,
14,-0.17915530068538693,0.08056321231139749,0.07097997164058713,0.006005636658349641,-0.01978643083510771,0.47168649387671646,0.03895916881988519,0.2800000673305765,0.2298657670756985
15,0.3446043740911053,-0.8229531270661724,-0.9325991999732395,-1.5948518799193978,-1.592319786333757,1.1484276390495518,-1.7207334246115071,-0.04048825248574545,
16,0.7768918531123532,-0.8599684239966824,0.0595333116326479,0.19760983652852787,0.041071367122836044,-0.10561820325870525,0.039732747994824194,0.015320219442135664,
17,0.9328023817761022,-1.086995800032215,1.2272002798274098,-0.43284827783196417,-1.803827627889922,1.8060681311525872,-1.061626290291553,0.6073253867726787,
18,0.5695526116785625,-0.9907098393201842,0.22200727621631444,-0.21977986570151756,-0.912746597398267,1.0537264108523932,-0.34303242853471183,0.3981902406094889,
19,0.5083812109202102,-1.3984092928007472,1.0009824873815103,-0.4353594984397232,-1.6258009049572077,2.2000514182817423,-1.0083003371649786,0.8274616524541273,
20,0.8037855440796012,-0.5572022394842566,-0.3113357610226889,0.17446969788030087,0.3113119394302212,-0.4761620784051508,0.19902903702413396,-0.24927638246786346,
21,0.7389039187983493,-0.7031171206808386,-0.19073095837166992,-0.00545877248829114,0.2283699443587314,-0.20129243430726312,0.00983951073425195,-0.06213772418259887,
22,0.4927043936846817,-0.8993303970240174,-0.632122323799729,-0.5292105591380052,-0.09403111773372778,-0.18280694488731145,-0.3344390634916166,-0.040488252485745564,
23,0.7321771191755478,-0.6841580399382279,-0.15385960626859702,-0.26249742874637605,-0.2293995979895851,-0.1660730300515959,-0.37542840802481353,-0.005541222408511274,
24,-0.11471824573429633,-1.367596406371212,2.188842569641452,-1.8016462932320785,-1.2609626503793143,1.2129661601871229,-2.596202161965407,1.058124036182364,
25,0.5881534847176438,-0.9702285084956672,0.4521191744545715,-0.3009246043027765,-1.1186464281990591,1.2069959932006191,-0.693112010093022,0.4827598912788025,
26,0.5165094792144242,-0.6708763210896924,-0.8824911255326279,-0.328642533080462,-0.30366389477778244,0.2321369071753968,-0.3104241872877428,-0.10164267563907618,
27,0.5320527730354981,-0.9975617352425483,-0.34438596989862014,-0.39312879532747724,-0.7273223488471526,1.1997209334371022,-0.6221211359433975,0.49013999857642493,
28,0.7860682996038935,-1.519146304498413,3.3280541935347268,-3.125780255619365,-1.106811970552056,3.7981422631387987,-2.830003007753605,1.2224270874736405,
