mutant_id,t0-t1,t1-t2,t2-t3,t3-t4,t4-t5,t5-t6,t6-t7,t7-t8
0,-0.3407742255596201,0.3822515454668151,-0.9795685827751833,1.0785373745634959,-1.291435089254674,1.0869103184674955,-1.4356732780183807,0.0634541678216612
1,-0.3030561422908736,-1.1309977526718438,0.6539668812379773,-0.9363656459787687,1.0309526310355512,-0.6068687424003557,0.3995713031494132,-2.218077515974552
2,-0.6513297146539146,-0.497691472282006,0.12351798628784746,-0.4984467930208659,0.5284952569400774,-0.7122292580581818,-0.06180143689704734,-1.9390263327220465
3,,,,,,,,
4,-0.8405500131390258,-1.2939950366393955,-0.42825159765445586,-0.6179119148602342,0.6826459367673356,,,
5,-2.7611423542100493,0.16356234450198565,-0.2275809021923046,0.362917338151492,-0.7036484243525551,-0.7693876718981305,1.6245975166731814,-0.32958842028794605
6,,,,,,,,
7,0.5125312805585055,-0.8323175509145672,0.514055645422457,-0.37333897209012534,0.7982016541101905,-0.3984394221430406,0.46707889736429414,-1.616994780255628
8,-0.22774135448343832,-0.2811234767594601,0.3602057627098143,-0.29744001958546223,0.08187207633840526,-0.14865306890666227,0.15165103849208048,-0.8636709062182041
9,-0.03289312226766616,-0.774562741553073,0.4920735382479368,-0.7304639010990652,0.87935623101339,-0.6172798937006725,0.6041384688906875,-2.0892446441315835
10,,,,,,,,
11,-0.624953667460199,-0.19263171459939596,0.3917541204447404,-0.42631672128095044,0.07935508532925131,0.25911505058295264,-0.1783980258217994,-0.8113368331457411
12,-2.0569453374635187,1.1384214305272082,0.02133544340458859,0.09052395821480158,-1.4608744615970228,0.5405337104371861,-0.5036341891760866,1.064086048129567
13,-1.7338329867680526,0.08424558967339814,-0.1760989463571612,-0.34240037802870843,-1.8228800002234005,0.3292246167699792,0.39245383538054895,-1.476990873125488
14,-0.5320244130978761,0.6953915506141081,-0.24553979695310965,0.30550643093815294,-1.0458186820884057,0.7444200095207198,-0.8780715894546594,0.38600506592426614
15,-0.6209313156682518,-0.009387072463105738,0.1736963445753851,-0.011122302832499806,-0.519150588136005,0.25008729621125525,-0.19097260124859225,-0.5224066418872435
16,-0.49047575323164555,0.25424614574387894,0.10658452833099326,0.050686984494449895,-0.03243632065886544,0.15892725294282628,-0.3145625571197673,-0.3921385635526987
17,-1.5622846505508836,1.4784800427796487,0.10307835858000594,1.1314668468284714,-1.4924636304891175,0.9158440799055032,-0.5103721669166049,2.144745848789659
18,-1.8266211850744487,1.1668644533657708,-0.1724616029712252,0.2047496630309656,-1.1984370492087286,0.6393795450738187,-0.9780921687712022,0.5911369086540748
19,-1.9686095031334365,1.3880136801714622,-0.22219005355742813,0.2025308582237932,-1.556881020259573,0.6840459920593884,-1.0144598129420772,1.3519352189191085
20,0.3682866140049887,-0.5463837306563158,0.38618124911307494,-0.38287357589387533,0.7480286960301873,-0.4463415102053857,0.27761197831498186,-1.0601371180533146
21,-0.195419302319202,-0.46736919633652835,0.256136402815608,-0.2017515176353219,0.4759154150944561,-0.19821106156163187,0.3277745583837828,-1.105116709453359
22,-0.615727200305096,-0.4583573267695918,0.34339864439343304,-0.5125513992024078,-0.15621305497400342,-0.056822405481083624,0.25735135052398506,-1.0677592822218465
23,-0.16121586477636154,-0.1716849565414628,0.28115610377726985,-0.1299257830640663,0.35111198178670544,-0.11730197813595937,0.032964228872587764,-0.7568581583629632
24,-1.331172929587497,0.7389264894055476,-0.5152629746440857,-0.33022984240845327,0.3949638643155548,0.3292246167699791,,
25,-1.7216001603311208,0.9856699560606308,0.05190440305529778,0.029911309506765456,-1.1125797404372055,0.5905199340485651,-0.688740368097126,0.5715734299899089
26,-0.5264346836190892,-0.4626337685150046,-0.13666150880546934,-0.17891202566549916,0.3440437738882978,-0.23788184289460118,0.2025850729512116,-1.7138646172515994
27,-1.5492617102400827,0.6886646546246593,0.10298289774274193,-0.20506669945444708,-0.76427304616899,0.2535127950342828,0.05373187902532064,0.052584495584757245
28,-1.331172929587497,0.7389264894055476,-0.17879073802287276,-0.9543841514814471,0.6826459367673356,0.0779101884890729,-0.32131263238213187,0.4689192759298256
29,0.5675083358653368,-0.550074126510431,0.51829166783645,-0.2434702594526352,0.7133336499985731,-0.4015595753144096,0.45144802524061767,-1.390117246669859
30,-2.3089282665278117,0.3236477598490586,0.2409423418829965,-0.34703696072483436,-0.027595677151909855,0.006451224506928229,-0.5375357408517679,-0.05346717023724113
31,1.7659536713544415,0.1512862266704419,0.08517932502329806,0.38341271729384996,-0.014225642883592106,0.12098368242394983,-0.026163974842885913,0.000874957451458588
32,-1.6508066018458802,0.7159369711808486,-0.340723558292186,-0.17162481223181456,-1.2144740481185456,1.003679664317772,-0.9594000357590499,0.5177094400992577
33,0.4030810240963262,-0.7604535731785762,0.3602057627098143,-0.35258674950972974,1.0015738637376392,-0.49570964753036606,0.4190208627652709,-1.1583328727794018
34,-0.5788616767642929,0.5375635813075982,-0.2872130895401117,0.025144880309526017,-1.0404850260716232,0.44776322480836034,-1.1094679235702645,0.5099272996572026
35,-2.745638167674084,1.5718356123406514,-2.7752884532193356,2.783285466801921,-0.8214314600089384,-0.7693876718981305,,
36,-1.1568195424427192,0.7032993117623964,0.3602057627098143,0.28271270026952156,-0.33511425527167915,0.5873478869802157,-0.14735932525869389,0.6213878695740992
37,0.41268199851691134,-0.855097420016119,0.3368470364321861,-0.44060867306903534,0.8317766739695428,-0.6241576578292518,0.4568277610112059,-1.7831135379013887
38,0.3127413047107653,-0.9337401862840605,0.1747379002264947,-0.599180878154171,0.8786195827296177,-0.9021122875527131,0.3188420180373031,-1.57313473367839
39,-1.7144149009109513,0.6640785986091152,-0.042672021833399076,0.1329677323682828,-0.8063025784126383,-0.1176257075010396,-0.24018708756976362,0.045105029153464586
40,0.042550363023904664,0.04090785130930086,0.22318017077750374,0.00020142667696317214,0.013250217932746606,-0.09275159840397769,0.09280894381570114,-0.7972840603055472
41,-0.7225495625453797,-0.057168660406840044,0.16673797954172118,-0.20855575125910306,0.38302666342382985,-0.2116451283443882,0.03373598981201644,-1.0139130122327125
42,,,,,,,,
43,,,,,,,,
44,-0.1853820806442968,-0.21887251633147944,0.49132619526237326,0.004705114893873276,0.37834298307951436,0.06181973675734908,0.2044855000142416,-0.720616853454488
45,0.499831883639048,-0.709610180591564,-0.07730403305947506,-0.39299374018765587,0.28424799588226374,-0.7347821427206549,0.291295685693801,-1.7180356347689376
46,-0.013871439954557745,-1.1173715009600786,-1.2492321497242862,1.0968865132316925,-0.23364479510681946,-0.5462441205839208,-0.6779875763208643,-1.1405186365042748
47,0.20927211135965199,-0.7582994324216248,0.24590826561186485,-0.5198851146278779,0.7198019136554269,-0.46512647064343837,0.19242354980259713,-1.5745571170564954
48,-0.048978760917911146,-0.1286845694323746,0.583349314024024,-0.1442318108851901,0.2308246266047906,0.22353037843259954,0.29412556385049715,-0.44233366191437234
49,-1.3117548437303954,0.42964530515030475,0.1468395842338995,0.07072058534518441,-0.4886830194822376,0.48024213476520056,-0.24772780959948376,-0.36576012049816636
50,0.24715542926195322,-0.332638539686791,0.4693582655766577,-0.180258896983903,0.7715098724516706,-0.2808443940975199,0.48969921981938425,-1.2893501548539332
51,-0.7045050037741872,-0.21032841800758353,-0.12395161397401502,0.21296106585956903,-0.23843331183861668,0.16434997357974504,-0.30881246961790043,-0.826025306601837
52,-0.8076621462941905,0.2082982383433771,0.42376724419955886,0.12945681986635002,-0.07257367243498732,0.2873073318883092,-0.13514573865591528,-0.25555942148076066
53,-0.009632862612811518,-0.4260386541303733,0.01693077876584892,-0.39818717029480993,0.5085099645598203,-0.33183424923846555,0.04113509064234146,-1.7130378292756052
54,0.2472033336830615,0.10362676012754382,0.5407693348728709,0.09171649188350293,0.42132279680825524,0.23394912245498337,0.20217570749663233,-0.19706843910823146
55,-0.31030630351593347,-0.3501163482464115,0.2502997846803135,-0.235748334704584,0.4137839236423247,-0.2518052656692601,0.25632166105596904,-1.2232103523493882
56,0.7058749314663406,-1.0035451794148884,0.2517078448291104,-0.5598639125673265,0.736407113658788,-0.8348448885527742,0.5096764899631477,-2.00439562569439
57,,,,,,,,
58,,,,,,,,
59,-0.4291025795461751,0.0330077431661147,0.061321505039522425,-0.12987430610428424,0.34900656323042684,-0.11407602568088909,-0.15693168430405868,-0.921965758898664
60,-0.4086226047900276,-0.031479174291529334,0.4952420465137572,0.015752170456402925,0.23882862885183934,0.07392922260841583,0.28605219521431224,-0.5491010054079807
61,-0.48387506920029333,0.9806464262926927,-0.2562076236187416,0.0977081215517698,-1.1372844094274157,0.7122168690260847,-0.8096654002960639,0.43884182069254773
62,-2.5940882695468828,1.9271509367633444,0.28095639105567377,-0.656445578862477,-1.5509462847397586,0.61690668922176,-0.1671619525548737,1.1867590690801424
63,,,,,,,,
64,,,,,,,,
65,-0.3297243893730351,-1.119972282660136,-0.14369941821160256,-0.7017933988409362,0.9057894880815452,-1.1260626158368632,-1.0144598129420772,-1.83366581706422
66,,,,,,,,
67,-1.8507513444630825,1.1051708843604306,-0.4019342893370824,0.22938594552696936,-1.3373721844416995,0.37923503734464054,-0.9903622613630166,0.9595421923782967
68,-1.9629511637711503,0.9948598635427484,-0.3657312406731219,0.7112240324197079,-1.1697381542771543,0.3292246167699792,-0.8603091331148189,1.670388950037643
69,,,,,,,,
70,,,0.44024847038335063,-0.7261254995004668,,,-0.1671619525548737,0.6512408327237803
71,-0.10379614748254483,0.3213533632602185,0.04785876277722769,0.0115791902544497,-0.5471962475370177,0.35643718029486393,-0.39198476538880345,-0.23606236227712252
72,-2.2756345384283483,2.4943183144627272,-0.12222038653447823,-0.02090859485319128,-2.622407584341917,1.507879613111625,-0.9403518407883552,0.9178694959777287
73,,,,,,,,
74,-1.7008070181687345,1.2776210121803304,-0.5106225950875833,-0.11723866255826165,-1.1614815179780353,0.6006461683499799,-0.7815282552617047,0.12514773682700114
75,-1.9964631556444763,-0.5381685797493511,-0.29903986617444966,-0.8692263431411401,0.12303014883191288,-0.5462441205839208,-0.6779875763208643,-0.4473714559443293
76,-2.119630289951767,2.6607390868818004,-0.2178720880653437,0.28671687726607775,-3.203326391460868,2.4026959914633115,-1.7886482035051485,2.290531708307562
77,,,,,,,,
78,0.17830988575568482,-0.2101278601842215,0.5671340705227548,-0.0018578845587441284,0.6009173061477345,-0.04762168603253254,0.5181173668044581,-0.7733773295192798
79,1.1647835563870883,-0.25480616844208653,-0.43398227236344084,0.26724789841874774,-0.1502631861677683,-0.3108127384760179,-0.31558195767314684,-0.6217248430891072
80,2.0535496148711534,0.007860073983308515,-0.4399135374022989,0.04012794473635762,-0.2714743649798687,0.03751839401847265,-0.5566267193165968,-0.7193051714279712
81,-0.789967703495254,0.20905808472212034,0.1850321991811468,-0.150761354596905,-0.3877954749340778,0.24410538793238726,-0.3289028016488077,-0.6177644418730103
82,-2.337766319535355,2.511267872776501,-0.3460995024276422,-0.2723358639895507,-2.783089966032391,1.869669657717128,-1.7076069935020224,0.8743843840379901
83,-1.521862736051968,0.7278358027113891,-0.4470138741099787,0.061249023724971145,-0.6622632081897006,0.07404171171115263,-0.19069244996506782,-0.16865805347530877
84,0.08006037987964583,1.0383923082793907,-1.0039707931564572,0.1930183013560946,-1.5145786405688837,1.5578900336862864,-1.934823870203868,0.31476859610256736
85,,,,,,,,
86,-2.0268678822262407,1.272701046157083,-0.3277194738689795,0.1407498728103377,-2.3377789493770265,1.2230424927920753,-0.5501542048109793,0.5999475383362296
87,0.20927211135965199,-0.24190276360617877,,,-0.4159663519007741,,,
88,-1.6734591360741298,0.7636191019959191,-0.2623238506361777,0.020747080415641377,-1.0809426554940231,0.36201443959297,-0.510106703681704,0.8118640270566561
89,-0.0864656619243457,-0.575047210134717,-0.34810366558980854,-0.6272143075225477,-0.2644894704579177,-0.10682391471026562,-0.4610745747572905,-1.0227356008478914
90,-0.9198769011685395,-0.05185916071831386,0.028848626755371767,-0.494851822103007,-0.2807915735325213,0.18744915437037452,-0.3016398667834271,-0.8642652598761167
91,-1.6308059351392108,1.034620931378333,0.013738995363605708,0.5448590485073663,-0.8636961500736928,0.6696320786905696,-0.24569522597955573,0.3635587602719993
92,-1.8423898662131082,0.9286407440705624,-0.1402862792016309,-0.1070862910942437,-0.9221299625609534,0.30569411935978497,-0.3494835093488283,0.3603791073546197
93,,,,,,,,
94,-0.12720012526156108,-0.46730110730747754,0.39131938355888346,-0.3653016250551516,0.21885526170631833,-0.05838287393817886,0.059515171340647245,-1.0023682980234576
95,-0.8290335710774667,-0.03776826142483957,0.28258060067927804,-0.267233990393876,-0.0425895583441102,0.23028466891507568,-0.3415153396996514,-0.8892042082233688
96,-0.41358853647212157,-0.2866287993548153,0.16964849259363055,-0.3188445201833279,0.38865469512229,-0.393903396001902,0.2295694755845362,-1.0892253421167242
97,,,,,,,,
98,-1.8921483370389591,0.9304647013044263,-0.3703289499217515,-0.09760754713969963,-1.4958865075567311,1.03616511946226,-1.0564240120411093,0.34108590441994074
99,-1.375473188484077,0.19293695318188991,-0.332941417850131,-0.39828330565346903,-0.6355949611075391,0.49086596832639495,-0.3288033041112894,-0.8660817908025146
100,-0.292207649988101,-0.2895308125954333,0.09767888339522944,-0.4823564972564388,0.171820313001345,-0.14798439619702666,0.08690350909792247,-0.7787285918987721
101,,,,,,,,
102,-0.2231488067370407,1.2820129753897596,-1.0072201141056933,0.7213430849885772,-0.8112790885449204,1.2172405701759674,-1.0735270446290586,0.751030303332151
103,-0.9358601929433504,1.0176398918745682,-0.47812342769462896,0.1407498728103377,-1.2391666607089171,1.2230424927920753,-2.15959211724508,1.855213637049716
104,0.06919891723118933,-0.5737714521338023,0.18098361065514684,-0.5259027323772719,0.36217404149256377,-0.3788482140066419,0.19998429125115422,-1.3675760871396208
105,0.4462726973352878,0.2960738492257628,-0.3473301553022305,0.14180975632238088,-0.5715304595251796,0.09613073460260142,-0.5788966736766336,-1.0854588593212473
106,-1.1917935670805513,0.8633015067440839,-0.12809833748297425,-0.1092299146374949,-0.7610593315658939,0.35613206968990335,-0.3512549889972102,-0.06704232110770736
107,-1.196956464661056,0.5451299501347184,-0.19788369575096051,-0.3204909429465865,-0.39849865886038327,0.10716273132651043,-0.2113680450593694,-0.27641365780068977
108,-3.8372817870261002,3.145871597723836,-0.018591098316188655,-0.43961892971137634,-1.8114773681255887,0.6169066892217601,-0.8603091331148189,1.6320700857355064
109,,,,,,,,
110,-1.1953713884284352,0.3472547034297188,0.07707950679389418,0.10508822884939228,-0.5924227892423306,0.6428821756250206,-0.3342160372180397,-0.4938914715792222
111,,,,,,,,
112,-1.8610369467569114,1.0786402199509315,-0.35585567737300683,0.1434920311541603,-1.4071583919480468,0.5851579909071798,-1.4039245797038005,1.3536046683886496
113,-0.06181736599870931,-0.09246479868212139,0.0744597992848998,-0.13652904591094353,0.05129447547585604,-0.15207856772968992,-0.13730898940519246,-1.2791047997904215
114,-0.30155351240633876,0.6817680755655992,-0.09810182677273002,-0.13061678850443761,-0.6571284087176622,0.09081359332498103,-0.2472046602284101,-0.0844659622549609
115,-1.8948620429105556,-0.437647340732274,-1.0534875725981907,-0.9180165073105722,,,,
116,-2.705491099660672,1.4662066763349515,-1.2097533387504984,-0.6507017376832251,,,-0.7732977561251891,-0.04190634783616499
117,-0.7207488133264052,-0.015998050850640943,-0.07133158570812516,-0.3935112923559733,-0.04631069648932039,-0.15758613079213782,-0.25571534989631867,-0.7106620752719514
118,-0.570886446189923,0.19732920697280304,-0.49362379954060437,-0.0277495488577224,-0.47712077505410455,0.19440539396102782,-0.1775247395904203,-0.655010820722574
119,-0.37387417398596484,-0.6065458771940879,0.0035308187710819047,-0.2612369709215018,0.5772854211095092,-0.4016628917728133,0.6351845199700638,-1.1066170848285934
120,,,,,,,,
121,-1.172156060109066,-0.146298422893717,-0.5859379323140219,-0.12235376322503186,-0.40069887976998564,-0.24951221261222195,-0.7335574274756751,0.34755841892555833
122,,,,,,,,
123,0.007390028711203603,-0.0090289276493927,0.11190489773417253,-0.29645367472140094,0.10498960451888883,-0.1808813236256179,-0.20379608573465405,-0.8850668419574073
124,,,,,,,,
125,-1.1559688405624065,0.3642330399641368,-0.09177936103324295,0.1982953584569383,-0.7954559736056778,0.6910146613754818,-0.6089947048339127,-0.1914380818071287
126,-0.2335254263294863,-0.27704770990894856,0.4141911274744986,-0.14003984703262268,0.3538598221273743,-0.0625824257587525,0.2640556516557055,-0.8123129191187966
127,-0.5791852490046183,-0.12263934277936102,0.046548203854772714,-0.4748110712195609,0.15610289710593528,-0.15876151502618868,-0.10464159557353972,-0.6954443903010645
128,-1.027490515789275,0.09984653011587806,-0.7124310395550348,0.27240333061066013,-1.5686458618391597,-0.7693876718981305,,
129,-1.7366380376956614,2.348364401839648,-1.2492321497242862,0.8579946049493438,-2.3618765009560874,2.991812443795432,-2.829749779580326,3.302132619986042
130,-1.0753896042164268,0.8482706564160665,-0.3851271710207013,0.3599367100133542,-1.362562433270258,0.7043186270018446,-0.8299380352385202,0.6383374278878723
131,0.060960208506226334,-0.07396489629600457,0.1462950754008362,-0.24783340130125783,0.2080979927081224,-0.1717531207838534,0.10508987968029763,-1.1430664085830735
132,0.04720441147019501,0.03671580269225526,-0.11680261574989116,-0.09372847256169572,-0.23243924945147065,0.04421634270260019,-0.02780643164436233,-0.8837987896564609
133,,,,,,,,
134,-2.024320110147442,2.2882604777699425,-0.7562641433583018,-0.22149664227198765,-2.120714444139199,1.581987585265347,-0.7267777404902963,1.3650073004864611
135,-0.20349229923012402,0.2511840358224305,0.21477903612372207,-0.06776607050269921,0.11773005848257409,0.25584577333977326,-0.15235840991512484,-0.560236211760293
136,0.2618037057925314,-0.21058638556118262,0.16656027795448297,-0.24901978698291005,0.3627849659513196,-0.10505086460037986,0.03792766304531291,-0.9113327707341025
137,-2.2930262811402176,-0.5960745773267925,-0.6896163617888634,-2.0529964401495566,1.7812582254354454,-1.1748527800062951,0.23830315555329062,-1.1405186365042748
138,-1.6470258790059742,1.820731659757276,-1.4147465882018593,-0.8002334716541888,,,-0.32131263238213187,-0.7350535283961104
139,,,,,,,,
140,0.916405533894337,0.6172295544280278,-0.07511230854803116,0.24867914846164826,-0.7186219661427176,0.5546643803445391,-0.6575555375036584,0.07295941131908924
141,1.029999466820964,0.3496938219833831,-0.21572951705420942,0.31349854865061805,-0.47786729807681366,0.23977208773982164,-0.5302420424908663,-0.3553525572240774
142,0.42887583596873763,-0.8373784881761194,0.3805799819049518,-0.47220010367884047,0.8955679340100072,-0.6479149955937354,0.5294454390699674,-1.5709030668373216
